"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"CHINE               ","Place de Chine                                                  ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"CHIO                ","Rue de Chio                                                     ",1,99999,"I","Ecole Primaire Michel de l'HOSPITAL                         "
"CHIO                ","Rue de Chio                                                     ",2,99998,"P","Ecole Primaire Michel de l'HOSPITAL                         "
"CHIRICO             ","Allée Giorgio de Chirico                                        ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"CHIRICO             ","Allée Giorgio de Chirico                                        ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"CHIVAUD             ","Rue du Clos Chivaud                                             ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"CHIVAUD             ","Rue du Clos Chivaud                                             ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"CHOLET              ","Rue de Cholet                                                   ",1,99999,"I","Ecole maternelle aliénor d'AQUITAINE                        "
"CHOLET              ","Rue de Cholet                                                   ",2,99998,"P","Ecole maternelle aliénor d'AQUITAINE                        "
"CHOPIN              ","Place Frédéric Chopin                                           ",1,99999,"I","Ecole Maternelle TERESA                                     "
"CHOPIN              ","Place Frédéric Chopin                                           ",2,99998,"P","Ecole Maternelle TERESA                                     "
"CHOULOT             ","Rue Paul Choulot                                                ",1,99999,"I","Ecole Primaire François MITTERAND (Mater)                   "
"CHOULOT             ","Rue Paul Choulot                                                ",2,99998,"P","Ecole Primaire François MITTERAND (Mater)                   "
"CHRESTIEN           ","Rue Chrestien                                                   ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHRESTIEN           ","Rue Chrestien                                                   ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHRISTOPHE          ","Place Christophe                                                ",1,99999,"I","Ecole maternelle aliénor d'AQUITAINE                        "
"CHRISTOPHE          ","Place Christophe                                                ",2,99998,"P","Ecole maternelle aliénor d'AQUITAINE                        "
"CIGALES             ","Rue des Cigales                                                 ",1,99999,"I","Ecole Maternelle Docteur ROUX                               "
"CIGALES             ","Rue des Cigales                                                 ",2,99998,"P","Ecole Maternelle Docteur ROUX                               "
"CIGALONS            ","Impasse des Cigalons                                            ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"CIGALONS            ","Impasse des Cigalons                                            ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"CIGOGNES            ","Rue des Cigognes                                                ",1,99999,"I","Ecole Maternelle Sergueï PROKOFIEV                          "
"CIGOGNES            ","Rue des Cigognes                                                ",2,99998,"P","Ecole Maternelle Sergueï PROKOFIEV                          "
"CINSAULTS           ","Rue des Cinsaults                                               ",1,99999,"I","Ecole Maternelle MOZART                                     "
"CINSAULTS           ","Rue des Cinsaults                                               ",2,99998,"P","Ecole Maternelle MOZART                                     "
"CIRCE               ","Rue Circé                                                       ",1,99999,"I","Ecole Maternelle MOZART                                     "
"CIRCE               ","Rue Circé                                                       ",2,99998,"P","Ecole Maternelle Madeleine BRES                             "
"CIRY-SALSOGNE       ","Rue de Ciry-Salsogne                                            ",1,99999,"I","Ecole Maternelle GOETHE                                     "
"CIRY-SALSOGNE       ","Rue de Ciry-Salsogne                                            ",2,99998,"P","Ecole Maternelle GOETHE                                     "
"CISTE BLANC         ","Impasse du Ciste Blanc                                          ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"CISTE BLANC         ","Impasse du Ciste Blanc                                          ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"CISTE ROSE          ","Impasse du Ciste Rose                                           ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"CISTE ROSE          ","Impasse du Ciste Rose                                           ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
