"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"JEAN-FRANCOIS BRETON","Rue Jean-François Breton                                        ",2,99998,"P","Ecole Maternelle TERESA                                     "
"JEFFERSON           ","Avenue Thomas Jefferson                                         ",2,99998,"P","Ecole Primaire Michel de l'HOSPITAL                         "
"JEFFERSON           ","Avenue Thomas Jefferson                                         ",1,99999,"I","Ecole Primaire Michel de l'HOSPITAL                         "
"JERUSALEM           ","Place de Jérusalem                                              ",1,99999,"I","Ecole Primaire Michel de l'HOSPITAL                         "
"JERUSALEM           ","Place de Jérusalem                                              ",2,99998,"P","Ecole Primaire Michel de l'HOSPITAL                         "
"JERUSALEM           ","Allée de Jérusalem                                              ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"JERUSALEM           ","Allée de Jérusalem                                              ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"JEU DE BALLON       ","Impasse du Jeu de Ballon                                        ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"JEU DE BALLON       ","Impasse du Jeu de Ballon                                        ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"JEU DE BALLON       ","Rue du Jeu de Ballon                                            ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"JEU DE BALLON       ","Rue du Jeu de Ballon                                            ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"JEU DE BOULES       ","Rue du Jeu de Boules                                            ",1,99999,"I","Ecole Maternelle Louise MICHEL                              "
"JEU DE BOULES       ","Rue du Jeu de Boules                                            ",2,99998,"P","Ecole Maternelle Louise MICHEL                              "
"JEU DE L'ARC        ","Rue du Jeu de l'Arc                                             ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"JEU DE L'ARC        ","Rue du Jeu de l'Arc                                             ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"JEU DE MAIL DES ABBE","Rue du Jeu de Mail des Abbés                                    ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"JEU DE MAIL DES ABBE","Rue du Jeu de Mail des Abbés                                    ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"JEU DE PAUME        ","Boulevard du Jeu de Paume                                       ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"JEU DE PAUME        ","Boulevard du Jeu de Paume                                       ",2,24,"P","Ecole Maternelle Francis GARNIER                            "
"JEU DE PAUME        ","Boulevard du Jeu de Paume                                       ",26,99998,"P","Ecole Maternelle Anatole FRANCE                             "
"JODELLE             ","Place Etienne Jodelle                                           ",1,99999,"I","Ecole Maternelle Docteur ROUX                               "
"JODELLE             ","Place Etienne Jodelle                                           ",2,99998,"P","Ecole Maternelle Docteur ROUX                               "
"JOFFRE              ","Rue Joffre                                                      ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"JOFFRE              ","Rue Joffre                                                      ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"JOINVILLE           ","Impasse Joinville                                               ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"JOINVILLE           ","Impasse Joinville                                               ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"JOLIVAL CLOS        ","Rue du Clos Jolival                                             ",1,99999,"I","Ecole Maternelle Agrippa d'AUBIGNE                          "
"JOLIVAL CLOS        ","Rue du Clos Jolival                                             ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"JONCS               ","Impasse des Joncs                                               ",1,99999,"I","Ecole Primaire Michel de l'HOSPITAL                         "
"JONCS               ","Impasse des Joncs                                               ",2,99998,"P","Ecole Primaire Michel de l'HOSPITAL                         "
"JONQUET             ","Impasse Jonquet                                                 ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"JONQUET             ","Impasse Jonquet                                                 ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"JONQUILLES          ","Rue des Jonquilles                                              ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"JONQUILLES          ","Rue des Jonquilles                                              ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"JOSEPH              ","Impasse Saint Joseph                                            ",1,99999,"I","Ecole Maternelle Docteur ROUX                               "
"JOSEPH              ","Impasse Saint Joseph                                            ",2,99998,"P","Ecole Maternelle Docteur ROUX                               "
"JOUBERT             ","Rue Joubert                                                     ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"JOUBERT             ","Rue Joubert                                                     ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"JOUBIN              ","Rue du Professeur André Joubin                                  ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"JOUBIN              ","Rue du Professeur André Joubin                                  ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"JOUGTIERS           ","Impasse des Jougtiers                                           ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"JOUGTIERS           ","Impasse des Jougtiers                                           ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"JOUHAUX             ","Avenue Léon Jouhaux                                             ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"JOUHAUX             ","Avenue Léon Jouhaux                                             ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"JOURDA              ","Rue Doyen Pierre Jourda                                         ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"JOURDA              ","Rue Doyen Pierre Jourda                                         ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"JOURDAN             ","Rue Père Jourdan                                                ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"JOURDAN             ","Rue Père Jourdan                                                ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"JOUVET              ","Plan Louis Jouvet                                               ",1,99999,"I","Ecole Maternelle Jean COCTEAU                               "
"JOUVET              ","Plan Louis Jouvet                                               ",2,99998,"P","Ecole Maternelle Jean COCTEAU                               "
"JUGAN               ","Rue Jeanne Jugan                                                ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"JUGAN               ","Rue Jeanne Jugan                                                ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"JUGURTHA            ","Rue Jugurtha                                                    ",1,99999,"I","Ecole Maternelle Jean COCTEAU                               "
"JUGURTHA            ","Rue Jugurtha                                                    ",2,99998,"P","Ecole Maternelle Simone SIGNORET                            "
"JUIN                ","Avenue Alphonse Juin                                            ",1,99999,"I","Ecole Maternelle Sergueï PROKOFIEV                          "
"JUIN                ","Avenue Alphonse Juin                                            ",2,99998,"P","Ecole Maternelle Sergueï PROKOFIEV                          "
"JUJUBIERS           ","Impasse des Jujubiers                                           ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"JUJUBIERS           ","Impasse des Jujubiers                                           ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"JULES MAZARIN       ","Rue Jules Mazarin                                               ",1,99999,"I","Ecole Maternelle Ludwig Van BEETHOVEN                       "
"JULES MAZARIN       ","Rue Jules Mazarin                                               ",2,99998,"P","Ecole Maternelle Ludwig Van BEETHOVEN                       "
"JULIEN EMILE RUE    ","Rue Emile Julien                                                ",1,99999,"I","Ecole Maternelle Bertie ALBRECHT                            "
"JULIEN EMILE RUE    ","Rue Emile Julien                                                ",2,99998,"P","Ecole Maternelle Bertie ALBRECHT                            "
"JULLIAN             ","Allée Jullian                                                   ",1,99999,"I","Ecole Maternelle MOZART                                     "
"JULLIAN             ","Allée Jullian                                                   ",2,99998,"P","Ecole Maternelle MOZART                                     "
"JUNOT               ","Place Junot                                                     ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"JUNOT               ","Place Junot                                                     ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"JUPITER             ","Square Jupiter                                                  ",1,99999,"I","Ecole Maternelle Pablo NERUDA                               "
"JUPITER             ","Square Jupiter                                                  ",2,99998,"P","Ecole Maternelle Pablo NERUDA                               "
"JUSANT              ","Impasse du Jusant                                               ",1,99999,"I","Ecole Maternelle Anne FRANK                                 "
"JUSANT              ","Impasse du Jusant                                               ",2,99998,"P","Ecole Maternelle Anne FRANK                                 "
"JUSSIEU             ","Rue Antoine-Laurent Jussieu                                     ",1,99999,"I","Ecole Maternelle TERESA                                     "
"JUSSIEU             ","Rue Antoine-Laurent Jussieu                                     ",2,99998,"P","Ecole Maternelle TERESA                                     "
"JUSTICE DE CASTELNAU","Avenue de la Justice de Castelnau                               ",1,239,"I","Ecole Maternelle Charlie CHAPLIN                            "
"JUSTICE DE CASTELNAU","Avenue de la Justice de Castelnau                               ",241,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"JUSTICE DE CASTELNAU","Avenue de la Justice de Castelnau                               ",2,258,"P","Ecole Maternelle Charlie CHAPLIN                            "
"JUSTICE DE CASTELNAU","Avenue de la Justice de Castelnau                               ",260,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"JUSTIN              ","Impasse Maurice Justin                                          ",1,99999,"I","Ecole Maternelle Louise MICHEL                              "
"JUSTIN              ","Impasse Maurice Justin                                          ",2,99998,"P","Ecole Maternelle Louise MICHEL                              "
"JUVENAL             ","Bassin du Port Juvénal                                          ",1,99999,"I","Ecole Maternelle Geneviève DE GAULLE ANTHONIOZ              "
"JUVENAL             ","Bassin du Port Juvénal                                          ",2,99998,"P","Ecole Maternelle Geneviève DE GAULLE ANTHONIOZ              "
"JUVENAL             ","Pont Juvénal                                                    ",2,99998,"P","Ecole Maternelle Louise MICHEL                              "
"JUVENAL             ","Pont Juvénal                                                    ",1,99999,"I","Ecole Maternelle Louise MICHEL                              "
"JUVENAL             ","Avenue du Pont Juvénal                                          ",1,83,"I","Ecole Maternelle FLORIAN                                    "
"JUVENAL             ","Avenue du Pont Juvénal                                          ",85,99999,"I","Ecole Maternelle Geneviève DE GAULLE ANTHONIOZ              "
"JUVENAL             ","Avenue du Pont Juvénal                                          ",2,88,"P","Ecole Maternelle FLORIAN                                    "
"JUVENAL             ","Avenue du Pont Juvénal                                          ",90,99998,"P","Ecole Maternelle Geneviève DE GAULLE ANTHONIOZ              "
"KAKIS               ","Impasse des Kakis                                               ",1,99999,"I","Ecole Primaire Michel de l'HOSPITAL                         "
"KAKIS               ","Impasse des Kakis                                               ",2,99998,"P","Ecole Primaire Michel de l'HOSPITAL                         "
"KANT                ","Place Emmanuel Kant                                             ",1,99999,"I","Ecole Maternelle Louise MICHEL                              "
"KANT                ","Place Emmanuel Kant                                             ",2,99998,"P","Ecole Maternelle Louise MICHEL                              "
"KELLERMANN          ","Place Kellermann                                                ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"KELLERMANN          ","Place Kellermann                                                ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"KENT WILLIAM RUE    ","Rue William Kent                                                ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"KENT WILLIAM RUE    ","Rue William Kent                                                ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"KEPLER              ","Impasse Johannès Képler                                         ",1,99999,"I","Ecole Maternelle Paul ELUARD                                "
"KEPLER              ","Impasse Johannès Képler                                         ",2,99998,"P","Ecole Maternelle Paul ELUARD                                "
"KESSEL              ","Rue Joseph Kessel                                               ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"KESSEL              ","Rue Joseph Kessel                                               ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"KING                ","Rue Martin Luther King                                          ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"KING                ","Rue Martin Luther King                                          ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"KIR                 ","Place Chanoine Kir                                              ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"KIR                 ","Place Chanoine Kir                                              ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"KLEBER              ","Allée Kléber                                                    ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"KLEBER              ","Allée Kléber                                                    ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"KLEIN               ","Rue Willy Klein                                                 ",1,99999,"I","Ecole Maternelle Louise MICHEL                              "
"KLEIN               ","Rue Willy Klein                                                 ",2,99998,"P","Ecole Maternelle Louise MICHEL                              "
"KOCH                ","Rue Robert Koch                                                 ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"KOCH                ","Rue Robert Koch                                                 ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"KOESTLER            ","Rue Alfred Koestler                                             ",1,99999,"I","Ecole Maternelle Simone SIGNORET                            "
"KOESTLER            ","Rue Alfred Koestler                                             ",2,99998,"P","Ecole Maternelle Simone SIGNORET                            "
"KORAIS              ","Square Adamantios Koraïs                                        ",1,99999,"I","Ecole Maternelle ARISTOTE                                   "
"KORAIS              ","Square Adamantios Koraïs                                        ",2,99998,"P","Ecole Maternelle ARISTOTE                                   "
"KRAFFT              ","Rue Maurice et Katia Krafft                                     ",1,99999,"I","Ecole Maternelle Agrippa d'AUBIGNE                          "
"KRAFFT              ","Rue Maurice et Katia Krafft                                     ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"KRASUCKI            ","Place Henri Krasucki                                            ",1,99999,"I","Ecole Maternelle Pauline KERGOMARD                          "
"KRASUCKI            ","Place Henri Krasucki                                            ",2,99998,"P","Ecole Maternelle Pauline KERGOMARD                          "
"LA BLOTTIERE        ","Rue La Blottiere                                                ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"LA BLOTTIERE        ","Rue La Blottiere                                                ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
"LA HAYE             ","Rue de La Haye                                                  ",2,99998,"P","Ecole Maternelle James JOYCE                                "
"LA HAYE             ","Rue de La Haye                                                  ",1,99999,"I","Ecole Maternelle James JOYCE                                "
"LA PEROUSE          ","Rond-point La Pérouse                                           ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"LA PEROUSE          ","Rond-point La Pérouse                                           ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"LABAT               ","Impasse du Pioch de Labat                                       ",1,99999,"I","Ecole Maternelle Agrippa d'AUBIGNE                          "
"LABAT               ","Impasse du Pioch de Labat                                       ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"LABBE               ","Rue Labbé                                                       ",1,99999,"I","Ecole Maternelle Simone SIGNORET                            "
"LABBE               ","Rue Labbé                                                       ",2,99998,"P","Ecole Maternelle Simone SIGNORET                            "
"LABICHE             ","Rue Eugène Labiche                                              ",1,99999,"I","Ecole Maternelle MOZART                                     "
"LABICHE             ","Rue Eugène Labiche                                              ",2,99998,"P","Ecole Maternelle MOZART                                     "
"LABORDE             ","Rue Jean-Joseph Laborde                                         ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"LABORDE             ","Rue Jean-Joseph Laborde                                         ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"LABROUSTE           ","Impasse Henri Labrouste                                         ",1,99999,"I","Ecole Primaire Victor SCHOELCHER                            "
"LABROUSTE           ","Impasse Henri Labrouste                                         ",2,99998,"P","Ecole Primaire Victor SCHOELCHER                            "
"LACAZE-DUTHIERS     ","Rue Lacaze-Duthiers                                             ",1,99999,"I","Ecole Maternelle TERESA                                     "
"LACAZE-DUTHIERS     ","Rue Lacaze-Duthiers                                             ",2,99998,"P","Ecole Maternelle TERESA                                     "
"LACHAPELLE          ","Rue Docteur Lachapelle                                          ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"LACHAPELLE          ","Rue Docteur Lachapelle                                          ",2,99998,"P","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"LACHENAL            ","Allée Louis Lachenal                                            ",1,99999,"I","Ecole Maternelle COPERNIC                                   "
"LACHENAL            ","Allée Louis Lachenal                                            ",2,99998,"P","Ecole Maternelle COPERNIC                                   "
"LACOMBE             ","Rue Lacombe                                                     ",1,99999,"I","Ecole Maternelle Ingrid BERGMAN                             "
"LACOMBE             ","Rue Lacombe                                                     ",2,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"LACORDAIRE          ","Rue Henri Lacordaire                                            ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"LACORDAIRE          ","Rue Henri Lacordaire                                            ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"LACROIX             ","Rue Paul Lacroix                                                ",1,99999,"I","Ecole Maternelle Docteur ROUX                               "
"LACROIX             ","Rue Paul Lacroix                                                ",2,99998,"P","Ecole Maternelle Docteur ROUX                               "
"LAENNEC             ","Rue René Laënnec                                                ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"LAENNEC             ","Rue René Laënnec                                                ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"LAETITIA            ","Rue Laetitia                                                    ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"LAETITIA            ","Rue Laetitia                                                    ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"LAFAYETTE           ","Allée Lafayette                                                 ",1,99999,"I","Ecole Primaire Victor SCHOELCHER                            "
"LAFAYETTE           ","Allée Lafayette                                                 ",2,99998,"P","Ecole Primaire Victor SCHOELCHER                            "
"LAFEUILLADE         ","Rue Lafeuillade                                                 ",1,99999,"I","Ecole Maternelle Docteur ROUX                               "
"LAFEUILLADE         ","Rue Lafeuillade                                                 ",2,99998,"P","Ecole Maternelle Docteur ROUX                               "
"LAFFITE             ","Quai Laffite                                                    ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"LAFFITE             ","Quai Laffite                                                    ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"LAFFITE             ","Rue Laffite                                                     ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"LAFFITE             ","Rue Laffite                                                     ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"LAFFITE             ","Impasse Laffite                                                 ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"LAFFITE             ","Impasse Laffite                                                 ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"LAFON               ","Rue Général Lafon                                               ",1,99999,"I","Ecole Maternelle Anatole FRANCE                             "
"LAFON               ","Rue Général Lafon                                               ",2,99998,"P","Ecole Maternelle Anatole FRANCE                             "
"LAGATU              ","Rue Henri Lagatu                                                ",1,99999,"I","Ecole Primaire François MITTERAND (Mater)                   "
"LAGATU              ","Rue Henri Lagatu                                                ",2,99998,"P","Ecole Primaire François MITTERAND (Mater)                   "
"LAISSAC             ","Place Alexandre Laissac                                         ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"LAISSAC             ","Place Alexandre Laissac                                         ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"LAKANAL             ","Rue Lakanal                                                     ",1,21,"I","Ecole Maternelle LA FONTAINE                                "
"LAKANAL             ","Rue Lakanal                                                     ",23,45,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"LAKANAL             ","Rue Lakanal                                                     ",2,20,"P","Ecole Maternelle LA FONTAINE                                "
"LAKANAL             ","Rue Lakanal                                                     ",48,99998,"P","Ecole Maternelle Pauline KERGOMARD                          "
"LAKANAL             ","Rue Lakanal                                                     ",47,99999,"I","Ecole Maternelle Pauline KERGOMARD                          "
"LAKANAL             ","Rue Lakanal                                                     ",22,46,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"LALLEMAND           ","Rue Lallemand                                                   ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"LALLEMAND           ","Rue Lallemand                                                   ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"LAMARC              ","Allée Jean-Baptiste Lamarck                                     ",1,99999,"I","Ecole Maternelle TERESA                                     "
"LAMARC              ","Allée Jean-Baptiste Lamarck                                     ",2,99998,"P","Ecole Maternelle TERESA                                     "
"LAMARQUE            ","Rue Professeur Paul Lamarque                                    ",1,99999,"I","Ecole Maternelle Agrippa d'AUBIGNE                          "
"LAMARQUE            ","Rue Professeur Paul Lamarque                                    ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"LAMARTINE           ","Rue Lamartine                                                   ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"LAMARTINE           ","Rue Lamartine                                                   ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"LAMENNAIS           ","Plan Lamennais                                                  ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"LAMENNAIS           ","Plan Lamennais                                                  ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"L'AN PRES           ","Square Joan L'An Près                                           ",1,99999,"I","Ecole Maternelle Madeleine RENAUD                           "
"L'AN PRES           ","Square Joan L'An Près                                           ",2,99998,"P","Ecole Maternelle Madeleine RENAUD                           "
"LANGEVIN            ","Rue Paul Langevin                                               ",1,99999,"I","Ecole Maternelle Sarah BERNHARDT                            "
"LANGEVIN            ","Rue Paul Langevin                                               ",2,99998,"P","Ecole Maternelle Sarah BERNHARDT                            "
"LANGLOIS            ","Rue Marie-Jeanne Langlois                                       ",1,99999,"I","Ecole Maternelle Robert SURCOUF                             "
"LANGLOIS            ","Rue Marie-Jeanne Langlois                                       ",2,99998,"P","Ecole Maternelle Robert SURCOUF                             "
"LANGUEDOC           ","Rue du Languedoc                                                ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"LANGUEDOC           ","Rue du Languedoc                                                ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
"LANGUEDOC BRIGADE   ","Place de la Brigade Légère du Languedoc                         ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"LANGUEDOC BRIGADE   ","Place de la Brigade Légère du Languedoc                         ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"LANGUEDOC ETATS DU  ","Avenue des Etats du Languedoc                                   ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"LANGUEDOC ETATS DU  ","Avenue des Etats du Languedoc                                   ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"LANGUEDOCIENNE      ","Autoroute A9 La Languedocienne                                  ",1,99999,"I","Ecole Maternelle Paul ELUARD                                "
"LANGUEDOCIENNE      ","Autoroute A9 La Languedocienne                                  ",2,99998,"P","Ecole Maternelle Paul ELUARD                                "
"LANNES              ","Place Lannes                                                    ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"LANNES              ","Place Lannes                                                    ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"LANTISSARGUES       ","Rue du Lantissargues                                            ",1,99999,"I","Ecole Maternelle Jean COCTEAU                               "
"LANTISSARGUES       ","Rue du Lantissargues                                            ",2,99998,"P","Ecole Maternelle Jean COCTEAU                               "
"LAPEYRONIE          ","Rue Lapeyronie                                                  ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"LAPEYRONIE          ","Rue Lapeyronie                                                  ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"LAPEYRONIE          ","Pont Lapeyronie                                                 ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"LAPEYRONIE          ","Pont Lapeyronie                                                 ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"LAPORTE DIT ROLAND  ","Rue Pierre Laporte dit Roland                                   ",1,99999,"I","Ecole Maternelle Sergueï PROKOFIEV                          "
"LAPORTE DIT ROLAND  ","Rue Pierre Laporte dit Roland                                   ",2,99998,"P","Ecole Maternelle Sergueï PROKOFIEV                          "
"LAQUINTINIE         ","Rue Jean-Baptiste Laquintinie                                   ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"LAQUINTINIE         ","Rue Jean-Baptiste Laquintinie                                   ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"LARBAUD             ","Rue Valéry Larbaud                                              ",1,99999,"I","Ecole Maternelle TERESA                                     "
"LARBAUD             ","Rue Valéry Larbaud                                              ",2,99998,"P","Ecole Maternelle TERESA                                     "
"LAROUSSE            ","Rue Pierre Larousse                                             ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"LAROUSSE            ","Rue Pierre Larousse                                             ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"LARREY              ","Rue Dominique Larrey                                            ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"LARREY              ","Rue Dominique Larrey                                            ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"LART                ","Rue Arnaud de Lart                                              ",1,99999,"I","Ecole Maternelle TERESA                                     "
"LART                ","Rue Arnaud de Lart                                              ",2,99998,"P","Ecole Maternelle TERESA                                     "
"LARZAC              ","Allée du Larzac                                                 ",1,99999,"I","Ecole Maternelle James JOYCE                                "
"LARZAC              ","Allée du Larzac                                                 ",2,99998,"P","Ecole Maternelle James JOYCE                                "
"LASCAUX             ","Place de Lascaux                                                ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"LASCAUX             ","Place de Lascaux                                                ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"LATIUM              ","Rue du Latium                                                   ",1,99999,"I","Ecole Maternelle Ludwig Van BEETHOVEN                       "
"LATIUM              ","Rue du Latium                                                   ",2,99998,"P","Ecole Maternelle Ludwig Van BEETHOVEN                       "
"LATREILHE           ","Rue Jules Latreilhe                                             ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"LATREILHE           ","Rue Jules Latreilhe                                             ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"LATTES PONT DE      ","Rue du Pont de Lattes                                           ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"LATTES PONT DE      ","Rue du Pont de Lattes                                           ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"LATTES ROUBINE DE   ","Rue de la Roubine de Lattes                                     ",1,99999,"I","Ecole Maternelle Alphonse DAUDET                            "
"LATTES ROUBINE DE   ","Rue de la Roubine de Lattes                                     ",2,99998,"P","Ecole Maternelle Alphonse DAUDET                            "
"LATTRE DE TASSIGNY  ","Allée Jean de Lattre de Tassigny                                ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"LATTRE DE TASSIGNY  ","Allée Jean de Lattre de Tassigny                                ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"LAURAGAIS           ","Avenue du Lauragais                                             ",1,99999,"I","Ecole Maternelle Virginia WOOLF                             "
"LAURAGAIS           ","Avenue du Lauragais                                             ",2,99998,"P","Ecole Maternelle Virginia WOOLF                             "
"LAURENCIN           ","Allée Marie Laurencin                                           ",1,99999,"I","Ecole Maternelle MOZART                                     "
"LAURENCIN           ","Allée Marie Laurencin                                           ",2,99998,"P","Ecole Maternelle MOZART                                     "
"LAURENS             ","Quai Laurens                                                    ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"LAURENS             ","Quai Laurens                                                    ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"LAURENS MATHIEU     ","Rue Mathieu Laurens                                             ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"LAURENS MATHIEU     ","Rue Mathieu Laurens                                             ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"LAURENT             ","Impasse Laurent                                                 ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"LAURENT             ","Impasse Laurent                                                 ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"LAURENTIDES         ","Place des Laurentides                                           ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"LAURENTIDES         ","Place des Laurentides                                           ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"LAURIERS ROSES      ","Rue des Lauriers Roses                                          ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"LAURIERS ROSES      ","Rue des Lauriers Roses                                          ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
