"HIERARCHIE,C,50","IDARC,N,10,0","CODE_VOIE,C,4","DATE_DCM,D","LIB_OFF,C,254","LIBTRI,C,254","TYPVOI,C,4","NOMVOI,C,80","DOMANIALIT,C,50","SENS_CIRCU,C,50","LONGUEUR,N,19,8","OCCUPATION,C,50","RIVOLI_DGI,C,50","NOTE,C,80","DUOP,C,1","PROPRIO,C,50","ZAC,C,100","LEN,N,19,11"
,2095,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS","23,89999962",,"02685",,"N",,,"23,8682527574"
,2096,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS","82,69999695",,"02685",,"N",,,"82,7000424588"
,2097,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS","111,40000153",,"02685",,"N",,,"111,438535497"
,2098,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS","112,5",,"02685",,"N",,,"112,560920701"
,2099,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS","113,19999695",,"02685",,"N",,,"113,267157447"
,2100,"3196",31/05/99,"Impasse des Patègues","Patègues (Impasse des)","IMP","DES PATEGUES","Privée","DOUBLE SENS","70,30000305",,"08122",,"N",,,"70,2896451422"
,2101,"2860",25/07/91,"Chemin des Traverses","Traverses (Chemin des)","CHEM","DES TRAVERSES","Publique","DOUBLE SENS","61,29999924",,"05568",,"N",,,"61,3730464997"
,2102,"2250",23/04/87,"Rue des Baguenaudiers","Baguenaudiers (Rue des)","RUE","DES BAGUENAUDIERS","Publique","DOUBLE SENS","166,30000305",,"00469",,"N",,,"166,351325745"
,2103,"2692",24/10/90,"Rue de Mourèze","Mourèze (Rue de)","RUE","DE MOUREZE","Publique","DOUBLE SENS","66,80000305",,"03893",,"N",,,"66,8139149797"
,2104,"718",18/10/65,"Rue de Celleneuve à Saint Hilaire","Celleneuve à Saint Hilaire (Rue de)","RUE","DE CELLENEUVE A SAINT HILAIRE","Publique","DOUBLE SENS","71,90000153",,"01155",,"N",,,"71,913896882"
,2105,"718",18/10/65,"Rue de Celleneuve à Saint Hilaire","Celleneuve à Saint Hilaire (Rue de)","RUE","DE CELLENEUVE A SAINT HILAIRE","Publique","DOUBLE SENS","92,80000305",,"01155",,"N",,,"92,8368308121"
,2106,"592",18/10/65,"Rue de Bionne","Bionne (Rue de)","RUE","DE BIONNE","Publique","DOUBLE SENS",62,,"00715",,"N",,,"62,0351246944"
,2711,"2980",27/10/94,"Avenue du Puech de Massane","Puech de Massane (Avenue du)","AV","DU PUECH DE MASSANE","Publique","DOUBLE SENS","56,5",,"06074","Classée par acte notarié le 26/09/2008","N",,,"56,5068528795"
,2712,"3207",30/09/99,"Impasse de l'Aquilon","Aquilon (Impasse de l')","IMP","DE L'AQUILON","Publique","DOUBLE SENS",71,,"08131","Classée par acte notarié le 26/09/2008","N",,,"71,0503688691"
,2713,"2980",27/10/94,"Avenue du Puech de Massane","Puech de Massane (Avenue du)","AV","DU PUECH DE MASSANE","Publique","DOUBLE SENS","35,20000076",,"06074","Classée par acte notarié le 26/09/2008","N",,,"35,2190309361"
,2714,"3184",26/02/99,"Allée Guy Prodnik","Prodnik (Allée Guy)","ALL","GUY PRODNIK","Publique","DOUBLE SENS","59,09999847",,"08116","Classée par acte notarié le 26/09/2008","N",,,"59,1611541133"
,2715,"1190",12/05/69,"Avenue Guilhem de Poitiers","Poitiers (Avenue Guilhem de)","AV","GUILHEM DE POITIERS","Publique","DOUBLE SENS","59,20000076",,"02702",,"N",,,"59,2089686294"
,2716,"1252",26/01/70,"Place d'Italie","Italie (Place d')","PL","D'ITALIE","Publique","DOUBLE SENS","75,19999695",,"02887","Classée par acte notarié le 28/09/2008","N",,,"75,2381894526"
,2717,"3000",24/01/95,"Rue Jean Cavaillès","Cavaillès (Rue Jean)","RUE","JEAN CAVAILLES","Publique","DOUBLE SENS","66,90000153",,"06108","Classée par acte notarié le 26/09/2008","N",,,"66,9413536861"
,2718,"3000",24/01/95,"Rue Jean Cavaillès","Cavaillès (Rue Jean)","RUE","JEAN CAVAILLES","Publique","DOUBLE SENS","61,79999924",,"06108","Classée par acte notarié le 26/09/2008","N",,,"61,8228723143"
,2719,"2998",24/01/95,"Place Cardinal Marty","Marty (Place Cardinal)","PL","CARDINAL MARTY","Publique","DOUBLE SENS","23,60000038",,"06109","Classée par acte notarié le 26/09/2008","N",,,"23,6272404764"
,2720,"2998",24/01/95,"Place Cardinal Marty","Marty (Place Cardinal)","PL","CARDINAL MARTY","Publique","DOUBLE SENS","64,19999695",,"06109","Classée par acte notarié le 26/09/2008","N",,,"64,270438016"
,2721,"3012",24/03/95,"Place du Soleil","Soleil (Place du)","PL","DU SOLEIL","Publique","DOUBLE SENS","21,60000038",,"06114","Classée par acte notarié le 26/09/2008","N",,,"21,5991560081"
,2722,"3010",24/03/95,"Rue Garibaldi","Garibaldi (Rue)","RUE","GARIBALDI","Publique","DOUBLE SENS","94,69999695",,"06116","Classée par acte notarié le 28/09/2008","N",,,"94,7391057297"
,2723,"1190",12/05/69,"Avenue Guilhem de Poitiers","Poitiers (Avenue Guilhem de)","AV","GUILHEM DE POITIERS","Publique","DOUBLE SENS","39,79999924",,"02702",,"N",,,"39,7739957221"
,2724,"821",26/01/70,"Avenue du Comté de Nice","Comté de Nice (Avenue du)","AV","DU COMTE DE NICE","Publique","DOUBLE SENS","89,59999847",,"01498",,"N",,,"89,6109096232"
,2725,"821",26/01/70,"Avenue du Comté de Nice","Comté de Nice (Avenue du)","AV","DU COMTE DE NICE","Publique","DOUBLE SENS","84,30000305",,"01498",,"N",,,"84,3386498018"
,2726,"2724",23/11/90,"Rue Pierre Nicolas","Nicolas (Rue Pierre)","RUE","PIERRE NICOLAS","Publique","DOUBLE SENS",67,,"04389",,"N",,,"67,0551392784"
,2727,"1988",26/01/70,"Rue de Sardaigne","Sardaigne (Rue de)","RUE","DE SARDAIGNE","Publique","DOUBLE SENS","130,6000061",,"05277",,"N",,,"130,698313098"
,2728,"1587",12/07/85,"Avenue de Naples","Naples (Avenue de)","AV","DE NAPLES","Publique","SENS UNIQUE","335,6000061",,"03932",,"N",,,"335,756894961"
,2729,"1135",26/01/70,"Rue de Gênes","Gênes (Rue de)","RUE","DE GENES","Publique","DOUBLE SENS","171,6000061",,"02562",,"N",,,"171,693291086"
,2731,"1587",12/07/85,"Avenue de Naples","Naples (Avenue de)","AV","DE NAPLES","Publique","SENS UNIQUE","58,20000076",,"03932",,"N",,,"58,2447240924"
,2733,"1204",,"Allée des Hauts de Montpellier","Hauts de Montpellier (Allée des)","ALL","DES HAUTS DE MONTPELLIER","Publique","DOUBLE SENS","163,80000305",,"02754",,"N",,,"163,903907592"
,2734,"821",26/01/70,"Avenue du Comté de Nice","Comté de Nice (Avenue du)","AV","DU COMTE DE NICE","Publique","DOUBLE SENS","45,29999924",,"01498",,"N",,,"45,3382534737"
,2735,"434",,"Rue d'Ajaccio","Ajaccio (Rue d')","RUE","D'AJACCIO","Publique","DOUBLE SENS","322,29998779",,"00132",,"N",,,"322,395420897"
,2736,"1988",26/01/70,"Rue de Sardaigne","Sardaigne (Rue de)","RUE","DE SARDAIGNE","Publique","DOUBLE SENS",56,,"05277",,"N",,,"55,9916273607"
,2737,"2121",,"Impasse du Vésuve","Vésuve (Impasse du)","IMP","DU VESUVE","Privée","DOUBLE SENS","144,6000061",,"05778",,"N",,,"144,659204706"
,2738,"1135",26/01/70,"Rue de Gênes","Gênes (Rue de)","RUE","DE GENES","Publique","DOUBLE SENS","175,1000061",,"02562",,"N",,,"175,17452483"
,2739,"1135",26/01/70,"Rue de Gênes","Gênes (Rue de)","RUE","DE GENES","Publique","DOUBLE SENS","53,59999847",,"02562",,"N",,,"53,6313595016"
,2740,"2564",11/10/89,"Rue Douanier Rousseau","Rousseau (Rue Douanier)","RUE","DOUANIER ROUSSEAU","Publique","DOUBLE SENS","89,09999847",,"01812",,"N",,,"89,0976266169"
,2741,"2091",04/06/84,"Rue du Vaccarès","Vaccarès (Rue du)","RUE","DU VACCARES","Publique","DOUBLE SENS","80,5",,"05664",,"N",,,"80,5524761382"
,2742,"820",10/12/82,"Allée du Comté de Foix","Comté de Foix (Allée du)","ALL","DU COMTE DE FOIX","Publique","DOUBLE SENS","64,40000153",,"01497",,"N",,,"64,417551784"
,2743,"821",26/01/70,"Avenue du Comté de Nice","Comté de Nice (Avenue du)","AV","DU COMTE DE NICE","Publique","DOUBLE SENS","61,09999847",,"01498",,"N",,,"61,1603966871"
,2744,"2922",26/01/93,"Rue Pierre Beghin","Beghin (Rue Pierre)","RUE","PIERRE BEGHIN","Privée","DOUBLE SENS","24,10000038",,"06035",,"N",,,"24,1224991359"
,2745,"2922",26/01/93,"Rue Pierre Beghin","Beghin (Rue Pierre)","RUE","PIERRE BEGHIN","Privée","DOUBLE SENS","20,70000076",,"06035",,"N",,,"20,7228365867"
,2746,"2922",26/01/93,"Rue Pierre Beghin","Beghin (Rue Pierre)","RUE","PIERRE BEGHIN","Privée","DOUBLE SENS",74,,"06035",,"N",,,"74,0549480266"
,2747,"840",26/01/70,"Rue de Corse","Corse (Rue de)","RUE","DE CORSE","Publique","INTERDIT","633,09997559",,"01557",,"N",,,"633,31912713"
,2748,"1789",26/01/70,"Rue de Port-Vendres","Port-Vendres (Rue de)","RUE","DE PORT-VENDRES","Publique","DOUBLE SENS","60,70000076",,"04578",,"N",,,"60,6831161479"
,2749,"2007",26/01/70,"Rue de Sicile","Sicile (Rue de)","RUE","DE SICILE","Publique","DOUBLE SENS","55,59999847",,"05347",,"N",,,"55,5813863358"
,2750,"1465",26/01/70,"Rue de Marseille","Marseille (Rue de)","RUE","DE MARSEILLE","Publique","DOUBLE SENS","227,80000305",,"03523",,"N",,,"227,869433989"
,2751,"434",,"Rue d'Ajaccio","Ajaccio (Rue d')","RUE","D'AJACCIO","Publique","DOUBLE SENS","83,5",,"00132",,"N",,,"83,5694337589"
,2752,"2007",26/01/70,"Rue de Sicile","Sicile (Rue de)","RUE","DE SICILE","Publique","DOUBLE SENS","88,19999695",,"05347",,"N",,,"88,2404300336"
,2753,"1465",26/01/70,"Rue de Marseille","Marseille (Rue de)","RUE","DE MARSEILLE","Publique","DOUBLE SENS","113,40000153",,"03523",,"N",,,"113,408090266"
,2754,"840",26/01/70,"Rue de Corse","Corse (Rue de)","RUE","DE CORSE","Publique","SENS UNIQUE","267,29998779",,"01557",,"N",,,"267,434217327"
,2755,"840",26/01/70,"Rue de Corse","Corse (Rue de)","RUE","DE CORSE","Publique","DOUBLE SENS","127,80000305",,"01557",,"N",,,"127,829698753"
,2756,"2007",26/01/70,"Rue de Sicile","Sicile (Rue de)","RUE","DE SICILE","Publique","DOUBLE SENS","54,40000153",,"05347",,"N",,,"54,4394441202"
,2757,"817",10/12/82,"Rue du Comtat Venaissin","Comtat Venaissin (Rue du)","RUE","DU COMTAT VENAISSIN","Publique","DOUBLE SENS","104,40000153",,"01491",,"N",,,"104,447150132"
,2758,"817",10/12/82,"Rue du Comtat Venaissin","Comtat Venaissin (Rue du)","RUE","DU COMTAT VENAISSIN","Publique","DOUBLE SENS","76,5",,"01491",,"N",,,"76,5410570172"
,2759,"2162",16/07/84,"Place Calvi","Calvi (Place)","PL","CALVI","Privée","DOUBLE SENS","49,59999847",,"00931",,"N",,,"49,652249169"
,2108,"592",18/10/65,"Rue de Bionne","Bionne (Rue de)","RUE","DE BIONNE","Publique","DOUBLE SENS","241,30000305",,"00715",,"N",,,"241,356338754"
,2109,"2800",31/01/91,"Impasse Edouard Martel","Martel (Impasse Edouard)","IMP","EDOUARD MARTEL","Publique","DOUBLE SENS",100,,"01931","Classée par acte notarié en sept 2000","N",,,"100,020818171"
,2110,"2993",20/12/94,"Impasse des Grèzes","Grèzes (Impasse des)","IMP","DES GREZES","Publique","DOUBLE SENS","93,19999695",,"06092",,"N",,,"93,2064835563"
,2111,"2860",25/07/91,"Chemin des Traverses","Traverses (Chemin des)","CHEM","DES TRAVERSES","Publique","DOUBLE SENS","391,5",,"05568",,"N",,,"391,68372079"
,2112,"592",18/10/65,"Rue de Bionne","Bionne (Rue de)","RUE","DE BIONNE","Publique","DOUBLE SENS","300,6000061",,"00715",,"N",,,"300,702043244"
,2113,"3020",04/05/95,"Chemin du Serpolet","Serpolet (Chemin du)","CHEM","DU SERPOLET","Publique","DOUBLE SENS","367,70001221",,"06124",,"N",,,"367,799741549"
,2114,"2860",25/07/91,"Chemin des Traverses","Traverses (Chemin des)","CHEM","DES TRAVERSES","Publique","DOUBLE SENS",58,,"05568",,"N",,,"58,0451236964"
,2115,"2330",23/12/87,"Rue des Passiflores","Passiflores (Rue des)","RUE","DES PASSIFLORES","Publique","DOUBLE SENS","187,8999939",,"04161",,"N",,,"187,968621753"
,2116,"2860",25/07/91,"Chemin des Traverses","Traverses (Chemin des)","CHEM","DES TRAVERSES","Publique","DOUBLE SENS","68,40000153",,"05568",,"N",,,"68,4427456937"
,2118,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS",62,,"02685",,"N",,,"62,0421479141"
,2119,"2806",31/01/91,"Impasse du Roc Blanc","Roc Blanc (Impasse du)","IMP","DU ROC BLANC","Privée","DOUBLE SENS","138,69999695",,"04914",,"N",,,"138,778370556"
,2120,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS","23,39999962",,"02685",,"N",,,"23,3912129493"
,2121,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS","118,59999847",,"02685",,"N",,,"118,632198121"
,2122,"2522",25/07/89,"Chemin des Merlets","Merlets (Chemin des)","CHEM","DES MERLETS","Privée","DOUBLE SENS","130,69999695",,"03717",,"N",,,"130,751434288"
,2123,"1514",18/10/65,"Rue du Mazet","Mazet (Rue du)","RUE","DU MAZET","Publique","DOUBLE SENS","703,29998779",,"03685",,"N",,,"703,575178774"
,2124,"592",18/10/65,"Rue de Bionne","Bionne (Rue de)","RUE","DE BIONNE","Publique","DOUBLE SENS","476,8999939",,"00715",,"N",,,"477,067707948"
,2125,"2992",20/12/94,"Chemin des Grenadiers","Grenadiers (Chemin des)","CHEM","DES GRENADIERS","Publique","DOUBLE SENS","310,6000061",,"07990",,"N",,,"310,746381168"
,2126,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS","205,19999695",,"02685",,"N",,,"205,299869622"
,2127,"592",18/10/65,"Rue de Bionne","Bionne (Rue de)","RUE","DE BIONNE","Publique","DOUBLE SENS","123,30000305",,"00715",,"N",,,"123,343255509"
,2128,"1781",18/10/65,"Rue du Pont de Lavérune","Pont de Lavérune (Rue du)","RUE","DU PONT DE LAVERUNE","Publique","DOUBLE SENS","117,09999847",,"04555",,"N",,,"117,149145712"
,2129,"592",18/10/65,"Rue de Bionne","Bionne (Rue de)","RUE","DE BIONNE","Publique","DOUBLE SENS","1330,09997559",,"00715",,"N",,,"1330,60146101"
,2130,"2664",28/09/90,"Rond-point Maurice Gennevaux","Gennevaux (Rond-point Maurice)","RDPT","MAURICE GENNEVAUX","Publique","DOUBLE SENS","53,5",,"03659",,"N",,,"53,4811905494"
,2325,"2662",28/09/90,"Rue du Petit Séminaire","Petit Séminaire (Rue du)","RUE","DU PETIT SEMINAIRE","Privée","DOUBLE SENS","29,60000038",,"04326",,"N",,,"29,6384475808"
,2326,"2662",28/09/90,"Rue du Petit Séminaire","Petit Séminaire (Rue du)","RUE","DU PETIT SEMINAIRE","Privée","DOUBLE SENS","111,59999847",,"04326",,"N",,,"111,630932951"
,2327,"1568",18/10/65,"Avenue des Moulins","Moulins (Avenue des)","AV","DES MOULINS","Publique","DOUBLE SENS","16,39999962",,"03885",,"N",,,"16,3871436562"
,2328,"2570",11/10/89,"Rue des Communautés","Communautés (Rue des)","RUE","DES COMMUNAUTES","Publique","DOUBLE SENS","42,5",,"01489","Classée par acte notarié en Sept 98","N",,,"42,5465094345"
,2329,"1568",18/10/65,"Avenue des Moulins","Moulins (Avenue des)","AV","DES MOULINS","Publique","DOUBLE SENS","65,09999847",,"03885",,"N",,,"65,1290034323"
,2332,"1568",18/10/65,"Avenue des Moulins","Moulins (Avenue des)","AV","DES MOULINS","Publique","DOUBLE SENS","143,19999695",,"03885",,"N",,,"143,279823401"
,2333,"2571",11/10/89,"Allée des Missions","Missions (Allée des)","ALL","DES MISSIONS","Privée","DOUBLE SENS","49,5",,"03764",,"N",,,"49,5436020853"
,2334,"1568",18/10/65,"Avenue des Moulins","Moulins (Avenue des)","AV","DES MOULINS","Publique","DOUBLE SENS","140,6000061",,"03885",,"N",,,"140,705063804"
,2336,"2663",28/09/90,"Rue Charles Borromée","Borromée (Rue Charles)","RUE","CHARLES BORROMEE","Privée","DOUBLE SENS","23,29999924",,"01233",,"N",,,"23,3048704764"
,2337,"1392",,"Route de Lodève","Lodève (Route de)","RTE","DE LODEVE","Publique","DOUBLE SENS","72,19999695",,"03295",,"N",,,"72,1902660646"
,2338,"1443",19/03/37,"Rue Marcellin Albert","Albert (Rue Marcellin)","RUE","MARCELLIN ALBERT","Publique","SENS UNIQUE","31,5",,"03455",,"N",,,"31,5383617786"
,2339,"1443",19/03/37,"Rue Marcellin Albert","Albert (Rue Marcellin)","RUE","MARCELLIN ALBERT","Publique","SENS UNIQUE","61,09999847",,"03455",,"N",,,"61,1043021233"
,2340,"1443",19/03/37,"Rue Marcellin Albert","Albert (Rue Marcellin)","RUE","MARCELLIN ALBERT","Publique","SENS UNIQUE","24,5",,"03455",,"N",,,"24,4673941835"
,2341,"1223",,"Place Henri IV","Henri IV (Place)","PL","HENRI IV","Publique","SENS UNIQUE","11,19999981",,"02810",,"N",,,"11,2262397489"
,2342,"1443",19/03/37,"Rue Marcellin Albert","Albert (Rue Marcellin)","RUE","MARCELLIN ALBERT","Publique","DOUBLE SENS","33,90000153",,"03455",,"N",,,"33,8950919072"
,2343,"903",19/03/37,"Rue Docteur Lachapelle","Lachapelle (Rue Docteur)","RUE","DOCTEUR LACHAPELLE","Publique","SENS UNIQUE","122,80000305",,"01770",,"N",,,"122,890489683"
,2344,"1392",,"Route de Lodève","Lodève (Route de)","RTE","DE LODEVE","Publique","DOUBLE SENS","45,40000153",,"03295",,"N",,,"45,4648560927"
,2345,"1392",,"Route de Lodève","Lodève (Route de)","RTE","DE LODEVE","Publique","DOUBLE SENS","18,70000076",,"03295",,"N",,,"18,6832249525"
,2346,"1392",,"Route de Lodève","Lodève (Route de)","RTE","DE LODEVE","Publique","DOUBLE SENS","18,70000076",,"03295",,"N",,,"18,745416894"
,2347,"2563",11/10/89,"Allée Antonin Chauliac","Chauliac (Allée Antonin)","ALL","ANTONIN CHAULIAC","Publique","SENS UNIQUE","145,5",,"00297",,"N",,,"145,574932343"
,2348,"1390",,"Avenue de Lodève","Lodève (Avenue de)","AV","DE LODEVE","Publique","DOUBLE SENS","158,30000305",,"03290",,"N",,,"158,328435257"
,2349,"2566",11/10/89,"Allée Pierre Carabasse","Carabasse (Allée Pierre)","ALL","PIERRE CARABASSE","Publique","SENS UNIQUE",283,,"04374",,"N",,,"283,12783345"
,2350,"1328",19/03/37,"Rue Jules Guesde","Guesde (Rue Jules)","RUE","JULES GUESDE","Publique","DOUBLE SENS","39,20000076",,"03085",,"N",,,"39,2305338188"
,2351,"1327",,"Impasse Jules Guesde","Guesde (Impasse Jules)","IMP","JULES GUESDE","Non renseigné","DOUBLE SENS","18,39999962",,"03080",,"N",,,"18,4026030702"
,2352,"1328",19/03/37,"Rue Jules Guesde","Guesde (Rue Jules)","RUE","JULES GUESDE","Publique","DOUBLE SENS","27,39999962",,"03085",,"N",,,"27,3787329782"
,2353,"1328",19/03/37,"Rue Jules Guesde","Guesde (Rue Jules)","RUE","JULES GUESDE","Publique","DOUBLE SENS","160,3999939",,"03085",,"N",,,"160,496036964"
,2355,"1050",,"Rue de la Fontaine de Celleneuve","Fontaine de Celleneuve (Rue de la)","RUE","DE LA FONTAINE DE CELLENEUVE","Publique","DOUBLE SENS","56,40000153",,"02280",,"N",,,"56,3923802044"
,2356,"950",,"Place de l'Eglise","Eglise (Place de l')","PL","DE L'EGLISE","Publique","DOUBLE SENS",19,,"01950",,"N",,,"19,0410609812"
,2357,"553",,"Rue du Bassin","Bassin (Rue du)","RUE","DU BASSIN","Publique","DOUBLE SENS","63,5",,"00545",,"N",,,"63,5688155688"
,2358,"936",,"Rue des Ecoles","Ecoles (Rue des)","RUE","DES ECOLES","Publique","DOUBLE SENS","52,20000076",,"01900",,"N",,,"52,2176134289"
,2359,"1050",,"Rue de la Fontaine de Celleneuve","Fontaine de Celleneuve (Rue de la)","RUE","DE LA FONTAINE DE CELLENEUVE","Publique","DOUBLE SENS","30,79999924",,"02280",,"N",,,"30,7990700239"
,2362,"1153",29/01/74,"Rue de Gignac","Gignac (Rue de)","RUE","DE GIGNAC","Publique","DOUBLE SENS",59,,"02595",,"N",,,"59,0182801821"
,2363,"951",,"Rue de l'Eglise","Eglise (Rue de l')","RUE","DE L'EGLISE","Publique","DOUBLE SENS",36,,"01955",,"N",,,"35,977857532"
,2364,"857",,"Rue de la Croix","Croix (Rue de la)","RUE","DE LA CROIX","Publique","SENS UNIQUE","89,30000305",,"01595",,"N",,,"89,3568732449"
,2366,"754",,"Impasse du Château","Château (Impasse du)","IMP","DU CHATEAU","Privée","DOUBLE SENS","76,40000153",,"01265",,"N",,,"76,410651969"
,2367,"2567",11/10/89,"Impasse de la Badiane","Badiane (Impasse de la)","IMP","DE LA BADIANE","Publique","DOUBLE SENS","140,5",,"00471",,"N",,,"140,584752153"
,2368,"634",,"Rue Breton","Breton (Rue)","RUE","BRETON","Publique","SENS UNIQUE","108,5",,"00865",,"N",,,"108,561068599"
,2369,"1244",,"Rue Icard","Icard (Rue)","RUE","ICARD","Publique","SENS UNIQUE","97,09999847",,"02855",,"N",,,"97,1341767676"
,2370,"553",,"Rue du Bassin","Bassin (Rue du)","RUE","DU BASSIN","Publique","SENS UNIQUE","63,70000076",,"00545",,"N",,,"63,729873181"
,2371,"2063",,"Rue du Tour de l'Eglise","Tour de l'Eglise (Rue du)","RUE","DU TOUR DE L'EGLISE","Publique","DOUBLE SENS","51,70000076",,"05545",,"N",,,"51,730456539"
,2372,"2684",24/10/90,"Rue Georges Briquet","Briquet (Rue Georges)","RUE","GEORGES BRIQUET","Privée","DOUBLE SENS","131,69999695",,"02571",,"N",,,"131,761369364"
,2373,"570",,"Impasse de la Belle","Belle (Impasse de la)","IMP","DE LA BELLE","Publique","SENS UNIQUE","115,40000153",,"00615",,"N",,,"115,407587572"
,2374,"1153",29/01/74,"Rue de Gignac","Gignac (Rue de)","RUE","DE GIGNAC","Publique","DOUBLE SENS","118,19999695",,"02595",,"N",,,"118,283476366"
,2375,"1050",,"Rue de la Fontaine de Celleneuve","Fontaine de Celleneuve (Rue de la)","RUE","DE LA FONTAINE DE CELLENEUVE","Publique","DOUBLE SENS",91,,"02280",,"N",,,"91,0467987549"
,2377,"2575",11/10/89,"Rue de la Lyre","Lyre (Rue de la)","RUE","DE LA LYRE","Publique","DOUBLE SENS","142,80000305",,"03367","Classée par acte notarié le 07/2006","N",,,"142,882251734"
,2131,"2974",27/10/94,"Avenue Léon Jouhaux","Jouhaux (Avenue Léon)","AV","LEON JOUHAUX","Publique départementale","DOUBLE SENS","2017,5",,"06077","RD 132","N",,,"2018,29729405"
,2132,"1363",,"Route de Lavérune","Lavérune (Route de)","RTE","DE LAVERUNE","Publique","DOUBLE SENS",26,,"03200",,"N",,,"26,0128877396"
,2133,"1363",,"Route de Lavérune","Lavérune (Route de)","RTE","DE LAVERUNE","Publique","DOUBLE SENS","270,5",,"03200",,"N",,,"270,599787479"
,2134,"3098",06/01/97,"Passage Charles Tillon","Tillon (Passage Charles)","PASS","CHARLES TILLON","Publique","DOUBLE SENS","327,1000061",,"08031",,"N",,,"327,209292592"
,2135,"1363",,"Route de Lavérune","Lavérune (Route de)","RTE","DE LAVERUNE","Publique","DOUBLE SENS","44,79999924",,"03200",,"N",,,"44,8635936057"
,2136,"2664",28/09/90,"Rond-point Maurice Gennevaux","Gennevaux (Rond-point Maurice)","RDPT","MAURICE GENNEVAUX","Publique","DOUBLE SENS","89,59999847",,"03659",,"N",,,"89,6404722559"
,2137,"2664",28/09/90,"Rond-point Maurice Gennevaux","Gennevaux (Rond-point Maurice)","RDPT","MAURICE GENNEVAUX","Publique","DOUBLE SENS","42,90000153",,"03659",,"N",,,"42,8754057641"
,2138,"2664",28/09/90,"Rond-point Maurice Gennevaux","Gennevaux (Rond-point Maurice)","RDPT","MAURICE GENNEVAUX","Publique","DOUBLE SENS",168,,"03659",,"N",,,"168,080368006"
,2139,"1363",,"Route de Lavérune","Lavérune (Route de)","RTE","DE LAVERUNE","Publique départementale","DOUBLE SENS","616,90002441",,"03200","RD 5","N",,,"617,112968191"
,2140,"1781",18/10/65,"Rue du Pont de Lavérune","Pont de Lavérune (Rue du)","RUE","DU PONT DE LAVERUNE","Publique","DOUBLE SENS","134,69999695",,"04555",,"N",,,"134,746609389"
,2141,"617",18/10/65,"Rue des Bouisses","Bouisses (Rue des)","RUE","DES BOUISSES","Publique","DOUBLE SENS","249,6000061",,"00785",,"N",,,"249,745852636"
,2142,"617",18/10/65,"Rue des Bouisses","Bouisses (Rue des)","RUE","DES BOUISSES","Publique","DOUBLE SENS",84,,"00785",,"N",,,"83,9978269795"
,2143,"1781",18/10/65,"Rue du Pont de Lavérune","Pont de Lavérune (Rue du)","RUE","DU PONT DE LAVERUNE","Publique","DOUBLE SENS","224,19999695",,"04555",,"N",,,"224,242972762"
,2144,"2747",28/12/90,"Rue Brillat-Savarin","Brillat-Savarin (Rue)","RUE","BRILLAT-SAVARIN","Publique","DOUBLE SENS",48,,"00864",,"N",,,"48,0024294096"
,2145,"2749",28/12/90,"Place Curnonsky","Curnonsky (Place)","PL","CURNONSKY","Publique","DOUBLE SENS","19,70000076",,"01656","Classée par acte notarié en Déc. 98","N",,,"19,6827070846"
,2153,"2750",28/12/90,"Place Prosper Montagné","Montagné (Place Prosper)","PL","PROSPER MONTAGNE","Publique","DOUBLE SENS","18,79999924",,"04688","Classée par acte notarié en Déc 1998","N",,,"18,8151226012"
,2154,"3017",04/05/95,"Rue Bertrand Flornoy","Flornoy (Rue Bertrand)","RUE","BERTRAND FLORNOY","Publique","DOUBLE SENS","24,60000038",,"06125",,"N",,,"24,5989867241"
,2155,"2580",11/10/89,"Place Django Reinhardt","Reinhardt (Place Django)","PL","DJANGO REINHARDT","Privée","DOUBLE SENS","54,70000076",,"01764",,"N",,,"54,7320069117"
,2156,"2747",28/12/90,"Rue Brillat-Savarin","Brillat-Savarin (Rue)","RUE","BRILLAT-SAVARIN","Publique","DOUBLE SENS","94,80000305",,"00864",,"N",,,"94,854044024"
,2157,"2747",28/12/90,"Rue Brillat-Savarin","Brillat-Savarin (Rue)","RUE","BRILLAT-SAVARIN","Publique","DOUBLE SENS","65,09999847",,"00864",,"N",,,"65,1739442142"
,2158,"3244",28/07/00,"Impasse la Fagette","Fagette (Impasse la)","IMP","LA FAGETTE","Privée","DOUBLE SENS","128,69999695",,,,"N",,,"128,748761551"
,2159,"2964",26/09/94,"Rue Henri Maspero","Maspero (Rue Henri)","RUE","HENRI MASPERO","Publique","DOUBLE SENS","36,40000153",,"06071",,"N",,,"36,364563051"
