"HIERARCHIE,C,50","IDARC,N,10,0","CODE_VOIE,C,4","DATE_DCM,D","LIB_OFF,C,254","LIBTRI,C,254","TYPVOI,C,4","NOMVOI,C,80","DOMANIALIT,C,50","SENS_CIRCU,C,50","LONGUEUR,N,19,8","OCCUPATION,C,50","RIVOLI_DGI,C,50","NOTE,C,80","DUOP,C,1","PROPRIO,C,50","ZAC,C,100","LEN,N,19,11"
,2160,"617",18/10/65,"Rue des Bouisses","Bouisses (Rue des)","RUE","DES BOUISSES","Publique","DOUBLE SENS","193,19999695",,"00785",,"N",,,"193,311294699"
,2161,"718",18/10/65,"Rue de Celleneuve à Saint Hilaire","Celleneuve à Saint Hilaire (Rue de)","RUE","DE CELLENEUVE A SAINT HILAIRE","Publique","DOUBLE SENS","454,3999939",,"01155",,"N",,,"454,559068797"
,2162,"2963",26/09/94,"Rue René Grousset","Grousset (Rue René)","RUE","RENE GROUSSET","Publique","SENS UNIQUE","124,80000305",,"06070",,"N",,,"124,807111279"
,2163,"718",18/10/65,"Rue de Celleneuve à Saint Hilaire","Celleneuve à Saint Hilaire (Rue de)","RUE","DE CELLENEUVE A SAINT HILAIRE","Publique","DOUBLE SENS","241,19999695",,"01155",,"N",,,"241,276351761"
,2164,"2583",11/10/89,"Impasse Duke Ellington","Ellington (Impasse Duke)","IMP","DUKE ELLINGTON","Publique","DOUBLE SENS","78,90000153",,"01847",,"N",,,"78,9462058395"
,2165,"2523",25/07/89,"Rue Gustave Eiffel","Eiffel (Rue Gustave)","RUE","GUSTAVE EIFFEL","Publique","DOUBLE SENS","23,79999924",,"02731",,"N",,,"23,8406209368"
,2166,"617",18/10/65,"Rue des Bouisses","Bouisses (Rue des)","RUE","DES BOUISSES","Publique","DOUBLE SENS","117,40000153",,"00785",,"N",,,"117,449286799"
,2167,"2526",25/07/89,"Plan André Lurçat","Lurçat (Plan André)","PLAN","ANDRE LURCAT","Privée","DOUBLE SENS","74,80000305",,"00272",,"N",,,"74,8222367866"
,2168,"2249",23/04/87,"Impasse de la Pointe Vigne","Pointe Vigne (Impasse de la)","IMP","DE LA POINTE VIGNE","Publique","DOUBLE SENS","60,90000153",,"04519","Classée par acte notarié le 19/08/2004","N",,,"60,9316558353"
,2169,"1544",27/03/72,"Avenue de Monsieur Teste","Teste (Avenue de Monsieur)","AV","DE MONSIEUR TESTE","Publique","DOUBLE SENS","156,69999695",,"03793",,"N",,,"156,711792055"
,2170,"3129",18/12/97,"Rue de Valencia","Valencia (Rue de)","RUE","DE VALENCIA","Publique","DOUBLE SENS","138,6000061",,"08047","Classée par acte notarié en Sept 2004","N",,,"138,703232799"
,2171,"1544",27/03/72,"Avenue de Monsieur Teste","Teste (Avenue de Monsieur)","AV","DE MONSIEUR TESTE","Publique","DOUBLE SENS","46,90000153",,"03793",,"N",,,"46,9361966049"
,2173,"2574",11/10/89,"Rue Orphée","Orphée (Rue)","RUE","ORPHEE","Publique","DOUBLE SENS","71,19999695",,"04049","Classée par acte notarié le 07/2006","N",,,"71,251381928"
,2174,"2574",11/10/89,"Rue Orphée","Orphée (Rue)","RUE","ORPHEE","Publique","DOUBLE SENS","63,40000153",,"04049","Classée par acte notarié le 07/2006","N",,,"63,3763499341"
,2175,"2574",11/10/89,"Rue Orphée","Orphée (Rue)","RUE","ORPHEE","Publique","DOUBLE SENS","31,29999924",,"04049","Classée par acte notarié le 07/2006","N",,,"31,3281930535"
,2177,"1182",18/10/65,"Rue des Grèzes","Grèzes (Rue des)","RUE","DES GREZES","Publique","DOUBLE SENS","32,5",,"02685",,"N",,,"32,5191862926"
,2208,"2475",24/11/88,"Rue des Mégissiers","Mégissiers (Rue des)","RUE","DES MEGISSIERS","Privée","DOUBLE SENS","85,30000305",,"03693",,"O",,,"85,3029211724"
,2209,"2886",11/05/92,"Rue Eugène Fraissinet","Fraissinet (Rue Eugène)","RUE","EUGENE FRAISSINET","Privée","DOUBLE SENS","95,40000153",,"06001",,"N",,,"95,4615221876"
,2210,"617",18/10/65,"Rue des Bouisses","Bouisses (Rue des)","RUE","DES BOUISSES","Publique","DOUBLE SENS","136,8999939",,"00785",,"N",,,"136,908041502"
,2212,"618",23/11/90,"Rue des Bouissettes","Bouissettes (Rue des)","RUE","DES BOUISSETTES","Publique","DOUBLE SENS","139,5",,"00790",,"N",,,"139,564851579"
,2215,"1544",27/03/72,"Avenue de Monsieur Teste","Teste (Avenue de Monsieur)","AV","DE MONSIEUR TESTE","Publique","DOUBLE SENS","65,90000153",,"03793",,"N",,,"65,9590158086"
,2217,"1544",27/03/72,"Avenue de Monsieur Teste","Teste (Avenue de Monsieur)","AV","DE MONSIEUR TESTE","Publique","DOUBLE SENS","35,70000076",,"03793",,"N",,,"35,6793473175"
,2223,"3070",02/12/96,"Rue Duguay-Trouin","Duguay-Trouin (Rue)","RUE","DUGUAY-TROUIN","Privée","DOUBLE SENS","81,40000153",,"08002",,"N","SERM","MAS D'ALCO","81,3832715213"
,2224,"1544",27/03/72,"Avenue de Monsieur Teste","Teste (Avenue de Monsieur)","AV","DE MONSIEUR TESTE","Publique","DOUBLE SENS","12,30000019",,"03793",,"N",,,"12,3276754094"
,2225,"2523",25/07/89,"Rue Gustave Eiffel","Eiffel (Rue Gustave)","RUE","GUSTAVE EIFFEL","Publique","DOUBLE SENS","82,19999695",,"02731",,"N",,,"82,2631226168"
,2575,"603",19/04/67,"Rue de Bologne","Bologne (Rue de)","RUE","DE BOLOGNE","Publique","DOUBLE SENS","79,09999847",,"00743",,"N",,,"79,168434192"
,2576,"603",19/04/67,"Rue de Bologne","Bologne (Rue de)","RUE","DE BOLOGNE","Publique","DOUBLE SENS","144,80000305",,"00743",,"N",,,"144,866575969"
,2577,"545",19/04/67,"Rue de Bari","Bari (Rue de)","RUE","DE BARI","Publique","DOUBLE SENS","84,69999695",,"00497",,"N",,,"84,7100442952"
,2578,"545",19/04/67,"Rue de Bari","Bari (Rue de)","RUE","DE BARI","Publique","DOUBLE SENS","69,09999847",,"00497",,"N",,,"69,0816787111"
,2579,"545",19/04/67,"Rue de Bari","Bari (Rue de)","RUE","DE BARI","Publique","DOUBLE SENS","29,10000038",,"00497",,"N",,,"29,1469529215"
,2580,"1000",19/04/67,"Avenue de l'Europe","Europe (Avenue de l')","AV","DE L'EUROPE","Publique","DOUBLE SENS","145,80000305",,"02112",,"N",,,"145,834645865"
,2581,"2087",19/04/67,"Rue d'Uppsala","Uppsala (Rue d')","RUE","D'UPPSALA","Publique","DOUBLE SENS","53,29999924",,"05653",,"N",,,"53,3356829855"
,2582,"1594",,"Square Neptune","Neptune (Square)","SQUA","NEPTUNE","Privée","DOUBLE SENS","84,59999847",,"03946",,"N",,,"84,6234609995"
,2583,"2087",19/04/67,"Rue d'Uppsala","Uppsala (Rue d')","RUE","D'UPPSALA","Publique","DOUBLE SENS","54,40000153",,"05653",,"N",,,"54,3987819442"
,2584,"2087",19/04/67,"Rue d'Uppsala","Uppsala (Rue d')","RUE","D'UPPSALA","Publique","DOUBLE SENS","66,40000153",,"05653",,"N",,,"66,4633775195"
,2585,"2087",19/04/67,"Rue d'Uppsala","Uppsala (Rue d')","RUE","D'UPPSALA","Publique","DOUBLE SENS","30,60000038",,"05653",,"N",,,"30,6368256569"
,2586,"1346",20/01/70,"Rue de La Haye","La Haye (Rue de)","RUE","DE LA HAYE","Publique","DOUBLE SENS","135,69999695",,"03143",,"N",,,"135,771045026"
,2587,"2087",19/04/67,"Rue d'Uppsala","Uppsala (Rue d')","RUE","D'UPPSALA","Publique","DOUBLE SENS",44,,"05653",,"N",,,"44,025742169"
,2588,"603",19/04/67,"Rue de Bologne","Bologne (Rue de)","RUE","DE BOLOGNE","Publique","DOUBLE SENS","78,19999695",,"00743",,"N",,,"78,213910552"
,2589,"2053",29/11/76,"Rue de Tipasa","Tipasa (Rue de)","RUE","DE TIPASA","Publique","DOUBLE SENS","168,1000061",,"05502",,"N",,,"168,138977704"
,2590,"545",19/04/67,"Rue de Bari","Bari (Rue de)","RUE","DE BARI","Publique","DOUBLE SENS","110,59999847",,"00497",,"N",,,"110,634517018"
,2592,"538",20/01/70,"Rue de Bale","Bale (Rue de)","RUE","DE BALE","Publique","DOUBLE SENS","114,69999695",,"00482",,"N",,,"114,702812814"
,2593,"1682",,"Allée du Pays d'Oc","Pays d'Oc (Allée du)","ALL","DU PAYS D'OC","Privée","DOUBLE SENS","61,59999847",,"04228",,"N",,,"61,630607799"
,2594,"1682",,"Allée du Pays d'Oc","Pays d'Oc (Allée du)","ALL","DU PAYS D'OC","Privée","DOUBLE SENS","52,29999924",,"04228",,"N",,,"52,296037154"
,2595,"2572",11/10/89,"Pont Vincent Badie","Badie (Pont Vincent)","PONT","VINCENT BADIE","Publique","DOUBLE SENS","47,09999847",,"04548",,"N",,,"47,1579510371"
,2596,"1000",19/04/67,"Avenue de l'Europe","Europe (Avenue de l')","AV","DE L'EUROPE","Publique","DOUBLE SENS","274,3",,"02112",,"N",,,"274,334237233"
,2597,"2572",11/10/89,"Pont Vincent Badie","Badie (Pont Vincent)","PONT","VINCENT BADIE","Publique","DOUBLE SENS","28,60000038",,"04548",,"N",,,"28,6164771906"
,2609,"603",19/04/67,"Rue de Bologne","Bologne (Rue de)","RUE","DE BOLOGNE","Publique","DOUBLE SENS","55,79999924",,"00743",,"N",,,"55,8360824726"
,2611,"1415",,"Rue de Louvois","Louvois (Rue de)","RUE","DE LOUVOIS","Privée","DOUBLE SENS","97,80000305",,"03357",,"N",,,"97,7968153869"
,2612,"594",26/01/70,"Avenue du Biterrois","Biterrois (Avenue du)","AV","DU BITERROIS","Publique","DOUBLE SENS","100,09999847",,"00718",,"N",,,"100,187252194"
,2613,"2997",24/01/95,"Allée Amilcare Calvetti","Calvetti (Allée Amilcare)","ALL","AMILCARE CALVETTI","Privée","DOUBLE SENS","104,30000305",,"06106",,"N",,,"104,377930929"
,2614,"1354",26/01/70,"Avenue du Lauragais","Lauragais (Avenue du)","AV","DU LAURAGAIS","Publique","DOUBLE SENS","214,8999939",,"03174",,"N",,,"215,023409373"
,2615,"594",26/01/70,"Avenue du Biterrois","Biterrois (Avenue du)","AV","DU BITERROIS","Publique","DOUBLE SENS","97,19999695",,"00718",,"N",,,"97,2405439979"
,2616,"1588",26/01/70,"Rue de la Narbonnaise","Narbonnaise (Rue de la)","RUE","DE LA NARBONNAISE","Publique","DOUBLE SENS","210,5",,"03933",,"N",,,"210,474597624"
,2617,"594",26/01/70,"Avenue du Biterrois","Biterrois (Avenue du)","AV","DU BITERROIS","Publique","SENS UNIQUE","96,4",,"00718",,"N",,,"96,4016235177"
,2619,"1190",12/05/69,"Avenue Guilhem de Poitiers","Poitiers (Avenue Guilhem de)","AV","GUILHEM DE POITIERS","Publique","DOUBLE SENS","187,1",,"02702",,"N",,,"187,08700419"
,2620,"1190",12/05/69,"Avenue Guilhem de Poitiers","Poitiers (Avenue Guilhem de)","AV","GUILHEM DE POITIERS","Publique","DOUBLE SENS","121,9",,"02702",,"N",,,"121,851655098"
,2621,"1190",12/05/69,"Avenue Guilhem de Poitiers","Poitiers (Avenue Guilhem de)","AV","GUILHEM DE POITIERS","Publique","DOUBLE SENS","124,1",,"02702",,"N",,,"124,064534706"
,2623,"594",26/01/70,"Avenue du Biterrois","Biterrois (Avenue du)","AV","DU BITERROIS","Publique","SENS UNIQUE","60,09999847",,"00718",,"N",,,"60,0964600185"
,2624,"594",26/01/70,"Avenue du Biterrois","Biterrois (Avenue du)","AV","DU BITERROIS","Publique","SENS UNIQUE","9,5",,"00718",,"N",,,"9,5076918866"
,2625,"594",26/01/70,"Avenue du Biterrois","Biterrois (Avenue du)","AV","DU BITERROIS","Publique","DOUBLE SENS",119,,"00718",,"N",,,"119,038500471"
,2627,"3064",06/11/96,"Rue Daniel Mayer","Mayer (Rue Daniel)","RUE","DANIEL MAYER","Privée","DOUBLE SENS","305,2",,"07996",,"N",,,"305,249370988"
,2628,"591",12/05/69,"Rue Bigot","Bigot (Rue)","RUE","BIGOT","Publique","DOUBLE SENS","81,59999847",,"00705",,"N",,,"81,6740873258"
,2629,"1840",12/05/69,"Avenue Raimbaud d'Orange","Orange (Avenue Raimbaud d')","AV","RAIMBAUD D'ORANGE","Publique","DOUBLE SENS","75,80000305",,"04762",,"N",,,"75,7903692526"
,2630,"2004",26/01/70,"Place de la Sénéchaussée de Beaucaire","Sénéchaussée de Beaucaire (Place de la)","PL","DE LA SENECHAUSSEE DE BEAUCAIRE","Publique","DOUBLE SENS","115,90000153",,"05337",,"N",,,"115,903268073"
,2631,"2559",11/10/89,"Allée Jehan Rictus","Rictus (Allée Jehan)","ALL","JEHAN RICTUS","Privée","DOUBLE SENS",68,,"03017",,"N",,,"67,9877492768"
,2632,"1730",12/05/69,"Rue Pierre Cardenal","Cardenal (Rue Pierre)","RUE","PIERRE CARDENAL","Publique","DOUBLE SENS","45,90000153",,"04377",,"N",,,"45,8676498829"
,2633,"2562",11/10/89,"Allée Adam de la Halle","Halle (Allée Adam de la)","ALL","ADAM DE LA HALLE","Privée","DOUBLE SENS","25,5",,"00081",,"N",,,"25,4699228621"
,2634,"2560",11/10/89,"Allée Rutebeuf","Rutebeuf (Allée)","ALL","RUTEBEUF","Privée","DOUBLE SENS","18,10000038",,"05002",,"N",,,"18,0938929642"
,2635,"2560",11/10/89,"Allée Rutebeuf","Rutebeuf (Allée)","ALL","RUTEBEUF","Privée","DOUBLE SENS","30,70000076",,"05002",,"N",,,"30,7023126767"
,2636,"1840",12/05/69,"Avenue Raimbaud d'Orange","Orange (Avenue Raimbaud d')","AV","RAIMBAUD D'ORANGE","Publique","DOUBLE SENS",128,,"04762",,"N",,,"128,078703087"
,2637,"591",12/05/69,"Rue Bigot","Bigot (Rue)","RUE","BIGOT","Publique","DOUBLE SENS","158,80000305",,"00705",,"N",,,"158,881892463"
,2638,"591",12/05/69,"Rue Bigot","Bigot (Rue)","RUE","BIGOT","Publique","DOUBLE SENS","41,70000076",,"00705",,"N",,,"41,7013239551"
,2639,"1728",12/05/69,"Rue Pierre d'Auvergne","Auvergne (Rue Pierre d')","RUE","PIERRE D'AUVERGNE","Publique","DOUBLE SENS","80,59999847",,"04373",,"N",,,"80,6255638374"
,2640,"1353",26/03/84,"Allée du Larzac","Larzac (Allée du)","ALL","DU LARZAC","Privée","DOUBLE SENS","47,5",,"03172",,"N",,,"47,5193811859"
,2641,"1353",26/03/84,"Allée du Larzac","Larzac (Allée du)","ALL","DU LARZAC","Privée","DOUBLE SENS","28,29999924",,"03172",,"N",,,"28,2740481863"
,2642,"1918",26/03/84,"Allée des Ruthènes","Ruthènes (Allée des)","ALL","DES RUTHENES","Privée","DOUBLE SENS",77,,"05012",,"N",,,"77,06420435"
,2644,"1840",12/05/69,"Avenue Raimbaud d'Orange","Orange (Avenue Raimbaud d')","AV","RAIMBAUD D'ORANGE","Publique","DOUBLE SENS","184,1000061",,"04762",,"N",,,"184,218813307"
,2645,"1728",12/05/69,"Rue Pierre d'Auvergne","Auvergne (Rue Pierre d')","RUE","PIERRE D'AUVERGNE","Publique","DOUBLE SENS","420,8",,"04373",,"N",,,"420,81309575"
,2646,"1190",12/05/69,"Avenue Guilhem de Poitiers","Poitiers (Avenue Guilhem de)","AV","GUILHEM DE POITIERS","Publique","DOUBLE SENS","188,2",,"02702",,"N",,,"188,159840644"
,2647,"530",12/05/69,"Rue Azalaïs d'Altier","Altier (Rue Azalaïs d')","RUE","AZALAIS D'ALTIER","Publique","DOUBLE SENS","432,9",,"00452",,"N",,,"432,86317247"
,2648,"1840",12/05/69,"Avenue Raimbaud d'Orange","Orange (Avenue Raimbaud d')","AV","RAIMBAUD D'ORANGE","Publique","DOUBLE SENS","34,79999924",,"04762",,"N",,,"34,7630664052"
,2649,"1840",12/05/69,"Avenue Raimbaud d'Orange","Orange (Avenue Raimbaud d')","AV","RAIMBAUD D'ORANGE","Publique","DOUBLE SENS","109,30000305",,"04762",,"N",,,"109,306008965"
,2650,"2561",11/10/89,"Allée Jean de Meung","Meung (Allée Jean de)","ALL","JEAN DE MEUNG","Privée","DOUBLE SENS","43,70000076",,"02984",,"N",,,"43,7136491131"
,2651,"2560",11/10/89,"Allée Rutebeuf","Rutebeuf (Allée)","ALL","RUTEBEUF","Privée","DOUBLE SENS","66,90000153",,"05002",,"N",,,"66,9150506214"
,2652,"503",12/05/69,"Rue Arnault Peyre","Peyre (Rue Arnault)","RUE","ARNAULT PEYRE","Publique","DOUBLE SENS","89,90000153",,"00342",,"N",,,"89,9275684122"
,2653,"1271",12/05/69,"Rue Jaufre Rudel","Rudel (Rue Jaufre)","RUE","JAUFRE RUDEL","Publique","DOUBLE SENS","87,80000305",,"02952",,"N",,,"87,8560422715"
,2654,"1909",26/01/70,"Place du Rouergue","Rouergue (Place du)","PL","DU ROUERGUE","Publique","DOUBLE SENS","98,59999847",,"04993",,"N",,,"98,6340009102"
,2655,"1271",12/05/69,"Rue Jaufre Rudel","Rudel (Rue Jaufre)","RUE","JAUFRE RUDEL","Publique","DOUBLE SENS","369,29998779",,"02952",,"N",,,"369,457095431"
,2656,"1000",19/04/67,"Avenue de l'Europe","Europe (Avenue de l')","AV","DE L'EUROPE","Publique","DOUBLE SENS","155,30000305",,"02112",,"N",,,"155,322107425"
,2657,"589",12/05/69,"Rue Bertrand de Born","Born (Rue Bertrand de)","RUE","BERTRAND DE BORN","Publique","DOUBLE SENS","63,40000153",,"00700",,"N",,,"63,4283874088"
,2658,"1257",12/05/69,"Rue Jacques Boe dit Jasmin","Boe dit Jasmin (Rue Jacques)","RUE","JACQUES BOE DIT JASMIN","Publique","DOUBLE SENS","71,69999695",,"02903",,"N",,,"71,7713562592"
,2659,"1535",26/01/70,"Place du Minervois","Minervois (Place du)","PL","DU MINERVOIS","Publique","DOUBLE SENS","63,70000076",,"03758",,"N",,,"63,7185176302"
,2660,"1535",26/01/70,"Place du Minervois","Minervois (Place du)","PL","DU MINERVOIS","Publique","DOUBLE SENS","103,90000153",,"03758",,"N",,,"103,965333852"
,2662,"1155",,"Avenue de Gimel","Gimel (Avenue de)","AV","DE GIMEL","Publique","DOUBLE SENS","78,59999847",,"02601",,"N",,,"78,6089611418"
,2663,"1730",12/05/69,"Rue Pierre Cardenal","Cardenal (Rue Pierre)","RUE","PIERRE CARDENAL","Publique","DOUBLE SENS",292,,"04377",,"N",,,"292,115003677"
,2664,"1190",12/05/69,"Avenue Guilhem de Poitiers","Poitiers (Avenue Guilhem de)","AV","GUILHEM DE POITIERS","Publique","DOUBLE SENS","428,8999939",,"02702",,"N",,,"429,095090957"
,2665,"1190",12/05/69,"Avenue Guilhem de Poitiers","Poitiers (Avenue Guilhem de)","AV","GUILHEM DE POITIERS","Publique","DOUBLE SENS","117,30000305",,"02702",,"N",,,"117,328171699"
,2666,"2804",31/01/91,"Cour Poulbot","Poulbot (Cour)","COUR","POULBOT","Privée","DOUBLE SENS","54,59999847",,"04587",,"N",,,"54,6581816603"
,2667,"503",12/05/69,"Rue Arnault Peyre","Peyre (Rue Arnault)","RUE","ARNAULT PEYRE","Publique","DOUBLE SENS","338,8999939",,"00342",,"N",,,"338,999545728"
,2668,"1000",19/04/67,"Avenue de l'Europe","Europe (Avenue de l')","AV","DE L'EUROPE","Publique","DOUBLE SENS",292,,"02112",,"N",,,"292,125749802"
,2669,"589",12/05/69,"Rue Bertrand de Born","Born (Rue Bertrand de)","RUE","BERTRAND DE BORN","Publique","DOUBLE SENS","341,79998779",,"00700",,"N",,,"341,906672663"
,2670,"2471",24/11/88,"Rue Louis Pergaud","Pergaud (Rue Louis)","RUE","LOUIS PERGAUD","Publique","DOUBLE SENS","80,59999847",,"03339",,"O",,,"80,628024508"
,2671,"2471",24/11/88,"Rue Louis Pergaud","Pergaud (Rue Louis)","RUE","LOUIS PERGAUD","Publique","DOUBLE SENS","86,5",,"03339",,"O",,,"86,5669895371"
,2831,"865",18/10/65,"Rue de la Croix de Lavit","Croix de Lavit (Rue de la)","RUE","DE LA CROIX DE LAVIT","Publique","DOUBLE SENS","104,5",,"01635",,"N",,,"104,551341695"
,2832,"3150",26/11/98,"Rue André Boulloche","Boulloche (Rue André)","RUE","ANDRE BOULLOCHE","Privée","DOUBLE SENS","180,3999939",,"08080",,"N",,,"180,458203439"
,2833,"3105",24/03/97,"Rond-Point de la Lyre","Lyre (Rond-point de la)","RDPT","DE LA LYRE","Publique départementale","DOUBLE SENS","19,39999962",,"08032",,"N",,,"19,3983205283"
,2834,"3105",24/03/97,"Rond-Point de la Lyre","Lyre (Rond-point de la)","RDPT","DE LA LYRE","Publique départementale","DOUBLE SENS","36,40000153",,"08032",,"N",,,"36,4085078487"
,2835,"2351",23/12/87,"Avenue Vincent Auriol","Auriol (Avenue Vincent)","AV","VINCENT AURIOL","Publique départementale","DOUBLE SENS","201,8999939",,"05852","RD 65","N",,,"201,927604087"
,2836,"3154",26/11/98,"Rue Professeur Phung","Phung (Rue Professeur)","RUE","PROFESSEUR PHUNG","Publique","DOUBLE SENS","42,20000076",,"08079",,"N",,,"42,2048822471"
,2837,"2679",24/10/90,"Rue François de la Grange","Grange (Rue François de la)","RUE","FRANCOIS DE LA GRANGE","Privée","DOUBLE SENS","47,5",,"02376",,"N",,,"47,5133625436"
,2838,"2676",24/10/90,"Impasse Pierre Ichac","Ichac (Impasse Pierre)","IMP","PIERRE ICHAC","Privée","DOUBLE SENS","22,29999924",,"04379",,"N",,,"22,2769208016"
,2839,"2676",24/10/90,"Impasse Pierre Ichac","Ichac (Impasse Pierre)","IMP","PIERRE ICHAC","Privée","DOUBLE SENS","35,79999924",,"04379",,"N",,,"35,7729720768"
,2840,"2678",24/10/90,"Rue Vital Michalon","Michalon (Rue Vital)","RUE","VITAL MICHALON","Privée","DOUBLE SENS",36,,"05841",,"N",,,"36,0489725315"
,2841,"2675",24/10/90,"Rue Georges Denizot","Denizot (Rue Georges)","RUE","GEORGES DENIZOT","Publique","DOUBLE SENS","54,90000153",,"02569",,"N",,,"54,9439785368"
,2842,"2675",24/10/90,"Rue Georges Denizot","Denizot (Rue Georges)","RUE","GEORGES DENIZOT","Publique","DOUBLE SENS",26,,"02569",,"N",,,"26,0489094898"
,2843,"2677",24/10/90,"Rue Chico Mendes","Mendes (Rue Chico)","RUE","CHICO MENDES","Privée","DOUBLE SENS","42,5",,"01308",,"N",,,"42,5270068227"
,2844,"2677",24/10/90,"Rue Chico Mendes","Mendes (Rue Chico)","RUE","CHICO MENDES","Privée","DOUBLE SENS","104,40000153",,"01308",,"N",,,"104,435811534"
,2845,"2678",24/10/90,"Rue Vital Michalon","Michalon (Rue Vital)","RUE","VITAL MICHALON","Privée","DOUBLE SENS","98,90000153",,"05841",,"N",,,"98,9458105926"
,2846,"1109",,"Route de Ganges","Ganges (Route de)","RTE","DE GANGES","Publique départementale","DOUBLE SENS","114,59999847",,"02465","RD 986","N",,,"114,61205126"
,2847,"2913",23/11/92,"Rue Robert Capa","Capa (Rue Robert)","RUE","ROBERT CAPA","Privée","DOUBLE SENS","571,59997559",,"06026",,"N",,,"571,769664815"
,2849,"3185",26/02/99,"Rue Professeur Paul Lamarque","Lamarque (Rue Professeur Paul)","RUE","PROFESSEUR PAUL LAMARQUE","Privée","DOUBLE SENS","225,6000061",,"08107",,"N",,,"225,664081411"
,2850,"2843",21/05/91,"Allée André Vésale","Vésale (Allée André)","ALL","ANDRE VESALE","Privée","DOUBLE SENS","43,29999924",,"00279",,"N",,,"43,3503000942"
,2851,"2834",21/05/91,"Rue Ambroise Paré","Paré (Rue Ambroise)","RUE","AMBROISE PARE","Privée","DOUBLE SENS","144,19999695",,"00238",,"N",,,"144,27467886"
,2852,"918",26/10/82,"Impasse du Dragon","Dragon (Impasse du)","IMP","DU DRAGON","Privée","DOUBLE SENS","124,69999695",,"01819",,"N",,,"124,784339942"
,2684,"1190",12/05/69,"Avenue Guilhem de Poitiers","Poitiers (Avenue Guilhem de)","AV","GUILHEM DE POITIERS","Publique","DOUBLE SENS","75,19999695",,"02702",,"N",,,"75,1936743527"
,2685,"1895",20/01/70,"Avenue de Rome","Rome (Avenue de)","AV","DE ROME","Publique","SENS UNIQUE","104,59999847",,"04943","Classée par acte notarié le 28/09/2008","N",,,"104,662790568"
,2686,"1895",20/01/70,"Avenue de Rome","Rome (Avenue de)","AV","DE ROME","Publique","SENS UNIQUE",51,,"04943","Classée par acte notarié le 28/09/2008","N",,,"51,0297172534"
,2687,"1252",26/01/70,"Place d'Italie","Italie (Place d')","PL","D'ITALIE","Publique","DOUBLE SENS","33,20000076",,"02887",,"N",,,"33,1998942198"
,2689,"1252",26/01/70,"Place d'Italie","Italie (Place d')","PL","D'ITALIE","Publique","DOUBLE SENS","22,60000038",,"02887",,"N",,,"22,6269692433"
,2690,"1252",26/01/70,"Place d'Italie","Italie (Place d')","PL","D'ITALIE","Publique","DOUBLE SENS","15,39999962",,"02887",,"N",,,"15,3742924529"
,2691,"821",26/01/70,"Avenue du Comté de Nice","Comté de Nice (Avenue du)","AV","DU COMTE DE NICE","Publique","DOUBLE SENS","106,40000153",,"01498","Classée par acte notarié le 26/09/2008","O",,,"106,454961838"
