"IDENT","NOM","VLEGALE","REF","DDEBUT","DFIN","SENS","PHJM","PHJS","TJM","COMMENTAIR","MOIS","ANNEE","TYPECOMPTA","IDENTSIG"
"545TR2578","Rue de Bari",50,"1279",39260,39266,"Europe-Bologne",140,130,1482,"R.A.S",6,2007,"Pneumatique",2578
"545TR2578","Rue de Bari",50,"1278",39260,39266,"Bologne-Europe",130,157,1569,"R.A.S",6,2007,"Pneumatique",2578
"545TR2577","Rue de Bari",50,"1281",39260,39266,"Bologne-Europe",104,118,953,"R.A.S",6,2007,"Pneumatique",2577
"545TR2578","Rue de Bari",50,"663",38000,38006,"Barcelone-Europe",169,230,1784,"#N/A",1,2004,"Pneumatique",2578
"545TR2578","Rue de Bari",50,"664",38000,38006,"Europe-Barcelone",149,157,1636,"#N/A",1,2004,"Pneumatique",2578
"544TR945","Rue de Barcelone",50,"1748",39927,39933,"Strasbourg-Lattes",54,133,640,"#N/A",4,2009,"Pneumatique",945
"544TR5479","Rue de Barcelone",50,"1255",39214,39220,"Lattes-Strasbourg",264,179,1005,"R.A.S",5,2007,"Pneumatique",5479
"544TR5479","Rue de Barcelone",50,"1254",39214,39220,"Strasbourg-Lattes",260,149,1093,"R.A.S",5,2007,"Pneumatique",5479
"544TR967","Rue de Barcelone",50,"1259",39227,39233,"Strasbourg-Lattes",24,37,220,"R.A.S",5,2007,"Pneumatique",967
"884TR766","Rue Daru",9999,"CT53_2011-03-21.xls",40623,40629,"Salengro-Gambetta",141,105,1245,,3,2011,"Regulation",766
"883TR1842","Rue Danton",50,"2088",40347,40353,"Lavérune-Valéry",27,35,192,"#N/A",6,2010,"Magnétique",1842
"883TR1842","Rue Danton",50,"2087",40347,40353,"Valéry-Lavérune",35,42,250,"#N/A",6,2010,"Magnétique",1842
"883TR1842","Rue Danton",50,"2098",40347,40353,"Lavérune-Danton",16,18,95,"#N/A",6,2010,"Pneumatique",1842
"883TR1842","Rue Danton",50,"2097",40347,40353,"Danton-Lavérune",26,23,151,"#N/A",6,2010,"Pneumatique",1842
"883TR1847","Rue Danton",50,"2096",40347,40353,"Lavérune-Danton",23,21,80,"#N/A",6,2010,"Pneumatique",1847
"883TR1847","Rue Danton",50,"2095",40347,40353,"Danton-Lavérune",39,31,126,"#N/A",6,2010,"Pneumatique",1847
"3064TR2627","Rue Daniel Mayer",50,"550",37574,37580,"Biterrois-Poitiers",50,63,579,"#N/A",11,2002,"Pneumatique",2627
"3064TR2627","Rue Daniel Mayer",50,"549",37574,37580,"Poitiers-Biterrois",42,79,571,"#N/A",11,2002,"Pneumatique",2627
"467TR7","Rue d'Alsace",50,"1253",39214,39220,"Méditerranee-Juvenal",309,145,1131,"R.A.S",5,2007,"Pneumatique",7
"448TR2272","Rue d'Alco",50,"522",37399,37405,"Lodeve-Alco",395,465,3354,"#N/A",5,2002,"Pneumatique",2272
"448TR4482","Rue d'Alco",50,"338",36453,36459,"Lodeve-Alco",1287,1100,12236,"#N/A",10,1999,"Pneumatique",4482
"448TR2250","Rue d'Alco",50,"337",36453,36459,"Lodeve-Alco",1130,1025,11046,"#N/A",10,1999,"Pneumatique",2250
"448TR3642","Rue d'Alco",50,"340",36453,36459,"Alco-Lodeve",921,881,9810,"#N/A",10,1999,"Pneumatique",3642
"448TR4482","Rue d'Alco",50,"328",36326,36332,"Alco-Rimbaud",920,1064,10248,"#N/A",6,1999,"Pneumatique",4482
"448TR2456","Rue d'Alco",50,"329",36326,36332,"Rimbaud-Carrieu",1031,1197,8293,"#N/A",6,1999,"Pneumatique",2456
"448TR3642","Rue d'Alco",50,"339",36180,36186,"Lodeve-Alco",985,1147,11474,"#N/A",1,1999,"Pneumatique",3642
"447TR5324","Rue d'Albisson",50,"1943",40217,40223,"Foch-Carmes",5,2,13,"#N/A",2,2010,"Pneumatique",5324
"447TR5324","Rue d'Albisson",50,"1942",40217,40223,"Carmes-Foch",7,6,28,"#N/A",2,2010,"Pneumatique",5324
"447TR5324","Rue d'Albisson",50,"913",38678,38684,"Foch-Albisson",42,26,231,"#N/A",11,2005,"Pneumatique",5324
"434TR2735","Rue d'Ajaccio",50,"379",36649,36655,"Marseille-Nice",9,11,74,"#N/A",5,2000,"Pneumatique",2735
"434TR2735","Rue d'Ajaccio",50,"378",36649,36655,"Nice-Marseille",9,17,130,"#N/A",5,2000,"Pneumatique",2735
"791TR4090","Rue Claude Debussy",30,"1469",39604,39610,"Cazergues-Dukas",7,14,37,"#N/A",6,2008,"Pneumatique",4090
"2246TR","Rue Circé",50,"2071",40340,40346,"Esculape-Mares",18,19,165,"#N/A",6,2010,"Magnétique",0
"2246TR","Rue Circé",50,"2070",40340,40346,"Mares-Esculape",11,20,107,"#N/A",6,2010,"Magnétique",0
"2246TR4378","Rue Circé",50,"1219",39161,39167,"Circe-Mares",130,154,764,"R.A.S",3,2007,"Pneumatique",4378
"2246TR4378","Rue Circé",50,"1218",39161,39167,"Mares-Circe",161,140,902,"R.A.S",3,2007,"Pneumatique",4378
"740TR2557","Rue Charles Bonaparte",50,"1284",39260,39266,"Liege-Louisville",46,43,310,"R.A.S",6,2007,"Pneumatique",2557
"740TR2557","Rue Charles Bonaparte",50,"1285",39260,39266,"Louisville-Liege",43,38,309,"R.A.S",6,2007,"Pneumatique",2557
"740TR2557","Rue Charles Bonaparte",50,"61",35342,35348,"Louisville-Heidelberg",63,74,734,"#N/A",10,1996,"Pneumatique",2557
"2390TR1411","Rue Chanoine Béssède",30,"1490",39620,39626,"Palme-Eglise",80,104,692,"#N/A",6,2008,"Pneumatique",1411
"2390TR1411","Rue Chanoine Béssède",30,"1489",39620,39626,"Eglise-Palme",66,107,592,"#N/A",6,2008,"Pneumatique",1411
"707TR5686","Rue Catalan",50,"963",38749,38755,"Rondelet-Catalan",463,473,5517,"#N/A",2,2006,"Pneumatique",5686
"707TR5686","Rue Catalan",50,"962",38749,38755,"Catalan-Rondelet",65,62,443,"#N/A",2,2006,"Pneumatique",5686
"707TR5686","Rue Catalan",50,"961",38749,38755,"Catalan-Michel",56,73,573,"#N/A",2,2006,"Pneumatique",5686
"707TR5686","Rue Catalan",50,"964",38749,38755,"Rondelet-Catalan",181,185,2377,"#N/A",2,2006,"Pneumatique",5686
"678TR4002","Rue Canton",50,"1634",39799,39805,"Cavalerie-Rouquette",142,105,854,"#N/A",12,2008,"Pneumatique",4002
"678TR4002","Rue Canton",50,"1635",39799,39805,"Rouquette-Cavalerie",31,37,235,"#N/A",12,2008,"Pneumatique",4002
"678TR57","Rue Canton",50,"1541",39722,39728,"Castan-Lunaret",43,34,270,"#N/A",10,2008,"Pneumatique",57
"678TR57","Rue Canton",50,"1540",39722,39728,"Lunaret-Castan",18,27,132,"#N/A",10,2008,"Pneumatique",57
"663TR1850","Rue Camille Desmoulins",50,"1161",39046,39052,"Laverune-Danton",29,37,195,"#N/A",11,2006,"Pneumatique",1850
"658TR5136","Rue Cambacérès",50,"1933",40203,40209,"Résistance-Université",101,53,537,"Tube coupé",1,2010,"Pneumatique",5136
"658TR5136","Rue Cambacérès",50,"1934",40203,40209,"Université-Résistance",62,61,466,"Tube coupé",1,2010,"Pneumatique",5136
"658TR5136","Rue Cambacérès",50,"907",38678,38684,"Zonep-Foch",126,75,668,"#N/A",11,2005,"Pneumatique",5136
"2781TR4369","Rue Calypso",50,"1217",39161,39167,"Ravaz-Calypso",5,7,33,"R.A.S",3,2007,"Pneumatique",4369
"2781TR4369","Rue Calypso",50,"1216",39161,39167,"Calypso-Ravaz",3,3,8,"R.A.S",3,2007,"Pneumatique",4369
"644TR4513","Rue Buffon",50,"2033",40310,40316,"Sorbes-Buffon",24,47,345,"#N/A",5,2010,"Magnétique",4513
"644TR4513","Rue Buffon",50,"2034",40310,40316,"Buffon-Sorbes",53,35,266,"#N/A",5,2010,"Magnétique",4513
"626TR929","Rue Boussairolles",50,"1961",40217,40223,"Comédie-Olivier",7,7,39,"#N/A",2,2010,"Pneumatique",929
"626TR929","Rue Boussairolles",50,"1960",40217,40223,"Olivier-Comédie",32,13,100,"#N/A",2,2010,"Pneumatique",929
"607TR4211","Rue Bonnard",50,"932",38701,38707,"Jaures-Broussonnet",73,65,654,"Compteur défectueux",12,2005,"Pneumatique",4211
"607TR4211","Rue Bonnard",50,"677",38016,38022,"Jaumes-Broussonnet",340,280,3250,"#N/A",1,2004,"Pneumatique",4211
"584TR788","Rue Bernard de Tréviers",50,"1687",39869,39875,"Toiras-Pins",29,53,219,"#N/A",2,2009,"Pneumatique",788
"584TR788","Rue Bernard de Tréviers",50,"1276",39253,39259,"Toiras-Pins",33,42,245,"R.A.S",6,2007,"Pneumatique",788
"564TR5092","Rue Béchamp",50,"917",38692,38698,"Medecine-Rousseau",7,11,59,"#N/A",12,2005,"Pneumatique",5092
"556TR5406","Rue Baudin",50,"1963",40217,40223,"Duguesclin-Comédie",10,15,93,"#N/A",2,2010,"Pneumatique",5406
"556TR5406","Rue Baudin",50,"1962",40217,40223,"Comédie-Duguesclin",8,15,86,"#N/A",2,2010,"Pneumatique",5406
"2620TR4177","Rue Bartholdi",50,"1086",38877,38883,"Soulas-Assas",29,30,184,"#N/A",6,2006,"Pneumatique",4177
"2620TR4180","Rue Bartholdi",50,"1084",38877,38883,"Soulas-Assas",18,39,189,"#N/A",6,2006,"Pneumatique",4180
"2620TR4180","Rue Bartholdi",50,"1085",38877,38883,"Assas-Soulas",20,20,147,"#N/A",6,2006,"Pneumatique",4180
"519TR4201","Rue Auguste Broussonnet",9999,"CT35_2011-03-21.xls",40623,40629,"Chancel-Rimet",365,316,3423,,3,2011,"Regulation",4201
"519TR4201","Rue Auguste Broussonnet",9999,"CT36_2011-03-21.xls",40623,40629,"Rimet-Chancel",67,78,723,,3,2011,"Regulation",4201
"519TR4215","Rue Auguste Broussonnet",50,"930",38701,38707,"Chancel-Albert",189,194,1597,"Compteur défectueux",12,2005,"Pneumatique",4215
"519TR4268","Rue Auguste Broussonnet",50,"675",38016,38022,"Rimet-Albert",1981,1840,16754,"#N/A",1,2004,"Pneumatique",4268
"519TR4268","Rue Auguste Broussonnet",50,"676",38016,38022,"Rimet-Pasteur",713,705,8874,"#N/A",1,2004,"Pneumatique",4268
"516TR4137","Rue Atgier-Hazard",50,"500",37230,37236,"Adhemar-Lenormand",90,57,484,"#N/A",12,2001,"Pneumatique",4137
"516TR4137","Rue Atgier-Hazard",50,"501",37230,37236,"Lenormand-Adhemar",54,64,546,"#N/A",12,2001,"Pneumatique",4137
"514TR3832","Rue Astruc",50,"1937",40217,40223,"Palais-Foch",8,6,30,"#N/A",2,2010,"Pneumatique",3832
"514TR3832","Rue Astruc",50,"1938",40217,40223,"Foch-Palais",8,3,21,"#N/A",2,2010,"Pneumatique",3832
"3280TR6248","Rue Arthur Young",50,"1006",38804,38810,"Agropolis-Mende",31,86,393,"#N/A",3,2006,"Pneumatique",6248
"3280TR6248","Rue Arthur Young",50,"1005",38804,38810,"Mende-Agropolis",551,355,3470,"#N/A",3,2006,"Pneumatique",6248
"503TR2667","Rue Arnault Peyre",50,"1718",39885,39891,"Rudel-Poitiers",20,16,106,"#N/A",3,2009,"Pneumatique",2667
"503TR2667","Rue Arnault Peyre",50,"1717",39885,39891,"Poitiers-Rudel",20,17,154,"#N/A",3,2009,"Pneumatique",2667
"503TR2667","Rue Arnault Peyre",50,"885",38644,38650,"Jaufre-Poitiers",23,29,145,"#N/A",10,2005,"Pneumatique",2667
"503TR2667","Rue Arnault Peyre",50,"884",38644,38650,"Poitiers-Jaufre",26,30,198,"#N/A",10,2005,"Pneumatique",2667
"501TR4271","Rue Armand Gautier",50,"1928",40203,40209,"Cabrières-Henri IV",44,70,387,"#N/A",1,2010,"Pneumatique",4271
"501TR4271","Rue Armand Gautier",50,"919",38692,38698,"Cabrieres-Henri",11,33,149,"#N/A",12,2005,"Pneumatique",4271
"3142TR1906","Rue Aristidès de Sousa Mendès",50,"2077",40352,40358,"Tristan-Lisle",60,70,427,"#N/A",6,2010,"Pneumatique",1906
"3142TR1906","Rue Aristidès de Sousa Mendès",50,"2078",40352,40358,"Lisle-Tristan",82,51,328,"#N/A",6,2010,"Pneumatique",1906
"3142TR1906","Rue Aristidès de Sousa Mendès",50,"425",36901,36907,"Piaget-Rouget",19,48,314,"#N/A",1,2001,"Pneumatique",1906
"3142TR1906","Rue Aristidès de Sousa Mendès",50,"424",36901,36907,"Rouget-Piaget",67,42,244,"#N/A",1,2001,"Pneumatique",1906
"2342TR339","Rue Antoine-Laurent Jussieu",30,"1452",39599,39605,"Montferrand-Aiguelongue",139,150,5727,"Rapport Lissé",5,2008,"Pneumatique",339
"2342TR339","Rue Antoine-Laurent Jussieu",30,"1453",39599,39605,"Aiguelongue-Montferrand",223,127,1079,"Rapport Lissé",5,2008,"Pneumatique",339
"2342TR341","Rue Antoine-Laurent Jussieu",30,"1454",39599,39605,"Montferrand-Aiguelongue",30,35,235,"Rapport Lissé",5,2008,"Pneumatique",341
"2342TR341","Rue Antoine-Laurent Jussieu",30,"1455",39599,39605,"Aiguelongue-Montferrand",41,31,247,"Rapport Lissé",5,2008,"Pneumatique",341
"2342TR3011","Rue Antoine-Laurent Jussieu",50,"1152",39054,39060,"Aiguelongue-Montferrand",245,146,1401,"#N/A",12,2006,"Pneumatique",3011
"2342TR3011","Rue Antoine-Laurent Jussieu",50,"1151",39054,39060,"Montferrand-Aiguelongue",112,144,910,"#N/A",12,2006,"Pneumatique",3011
"2342TR327","Rue Antoine-Laurent Jussieu",50,"660",37965,37971,"Aiguelongue-Montferrand",277,179,1254,"#N/A",12,2003,"Pneumatique",327
"2342TR327","Rue Antoine-Laurent Jussieu",50,"659",37965,37971,"Montferrand-Aiguelongue",217,187,1134,"#N/A",12,2003,"Pneumatique",327
"2342TR341","Rue Antoine-Laurent Jussieu",50,"353",36536,36542,"Aiguelongue-Montferrand",24,58,394,"#N/A",1,2000,"Pneumatique",341
"2342TR341","Rue Antoine-Laurent Jussieu",50,"354",36536,36542,"Montferrand-Aiguelongue",33,18,211,"#N/A",1,2000,"Pneumatique",341
"2342TR327","Rue Antoine-Laurent Jussieu",50,"349",36504,36510,"Montferrand-Aiguelongue",234,244,1261,"#N/A",12,1999,"Pneumatique",327
"2342TR327","Rue Antoine-Laurent Jussieu",50,"350",36504,36510,"Aiguelongue-Montferrand",245,118,1069,"#N/A",12,1999,"Pneumatique",327
"487TR3510","Rue Anselme Mathieu",50,"1627",39793,39799,"Frenes-Romanilles",6,5,17,"#N/A",12,2008,"Pneumatique",3510
"487TR3510","Rue Anselme Mathieu",50,"1628",39793,39799,"Roumanille-Frenes",5,8,27,"#N/A",12,2008,"Pneumatique",3510
"483TR819","Rue André Michel",50,"1207",39140,39146,"Gambetta-Paume",146,166,1702,"#N/A",2,2007,"Pneumatique",819
"2417TR2386","Rue André Le Nôtre",30,"1517",39715,39721,"Lodeve-Celleneuve",110,129,1161,"#N/A",9,2008,"Pneumatique",2386
"2417TR2410","Rue André Le Nôtre",30,"1518",39715,39721,"Celleneuve-Lodeve",95,92,793,"#N/A",9,2008,"Pneumatique",2410
"2417TR2410","Rue André Le Nôtre",30,"1519",39715,39721,"Lodeve-Celleneuve",81,93,858,"#N/A",9,2008,"Pneumatique",2410
"2417TR2410","Rue André Le Nôtre",30,"1520",39715,39721,"Celleneuve-Lodeve",76,100,809,"#N/A",9,2008,"Pneumatique",2410
"2417TR2409","Rue André Le Nôtre",30,"1521",39715,39721,"Lodeve-Celleneuve",94,84,804,"#N/A",9,2008,"Pneumatique",2409
"2417TR2386","Rue André Le Nôtre",30,"1516",39715,39721,"Celleneuve-Lodeve",133,133,1243,"#N/A",9,2008,"Pneumatique",2386
"477TR867","Rue Anatole France",50,"321",36285,36291,"Denis-Observatoire",234,122,1038,"#N/A",5,1999,"Pneumatique",867
"2315TR1181","Rue Alfred Nobel",50,"1784",39969,39975,"Einstein-Lepine",341,341,2452,"#N/A",6,2009,"Pneumatique",1181
"2315TR1181","Rue Alfred Nobel",50,"1785",39969,39975,"Lepine-Einstein",540,612,4053,"#N/A",6,2009,"Pneumatique",1181
"454TR915","Rue Alfred Bruyas",50,"1564",39738,39744,"Baudin-Ollivier",58,95,783,"Pluie",10,2008,"Pneumatique",915
"445TR1544","Rue Albert Camus",50,"1657",39826,39832,"Roseau-Marquerose",257,216,1976,"#N/A",1,2009,"Pneumatique",1544
"445TR1544","Rue Albert Camus",50,"1658",39826,39832,"Marquerose-Roseau",168,391,2120,"#N/A",1,2009,"Pneumatique",1544
"445TR1545","Rue Albert Camus",30,"1370",39456,39462,"Angoulème-Marquerose",289,203,1979,"#N/A",1,2008,"Pneumatique",1545
"445TR1545","Rue Albert Camus",30,"1369",39456,39462,"Marquerose-Angoulème",211,314,1859,"#N/A",1,2008,"Pneumatique",1545
"445TR1545","Rue Albert Camus",50,"1326",39409,39415,"Marquerose-Roseau",184,406,2206,"R.A.S",11,2007,"Pneumatique",1545
"445TR1545","Rue Albert Camus",50,"1325",39409,39415,"Roseau-Marquerose",248,208,1804,"R.A.S",11,2007,"Pneumatique",1545
"439TR5790","Rue Albert Arnavielle dit l'Arbi",50,"1756",39934,39940,"Orient-Impasse",4,5,24,"#N/A",5,2009,"Pneumatique",5790
"439TR5790","Rue Albert Arnavielle dit l'Arbi",50,"1757",39934,39940,"Impasse-Orient",4,4,15,"#N/A",5,2009,"Pneumatique",5790
"422TR775","Rue Adolphe Nourrit",50,"473",37140,37146,"Renouvier-Craponne",97,150,971,"#N/A",9,2001,"Pneumatique",775
"422TR775","Rue Adolphe Nourrit",50,"472",37140,37146,"Craponne-Renouvier",83,98,452,"#N/A",9,2001,"Pneumatique",775
"404TR3814","Rue Abert",50,"1537",39722,39728,"Castelnau-Lunaret",222,171,988,"#N/A",10,2008,"Pneumatique",3814
"404TR3973","Rue Abert",50,"1535",39722,39728,"Castelnau-Lunaret",136,85,368,"#N/A",10,2008,"Pneumatique",3973
"404TR3814","Rue Abert",50,"1538",39722,39728,"Lunaret-Castelnau",14,15,104,"#N/A",10,2008,"Pneumatique",3814
"404TR3973","Rue Abert",50,"1536",39722,39728,"Lunaret-Castelnau",18,18,99,"#N/A",10,2008,"Pneumatique",3973
"2103TR1105","Route de Vauguières",90,"1909",40190,40196,"Banquière-Pénélope",325,137,1121,"#N/A",1,2010,"Pneumatique",1105
"2103TR1105","Route de Vauguières",90,"1910",40190,40196,"Pénélope-Banquière",91,296,1349,"#N/A",1,2010,"Pneumatique",1105
"2103TR1118","Route de Vauguières",50,"1805",39977,39983,"Pénélope-Banquière",55,108,1297,"#N/A",6,2009,"Pneumatique",1118
"2103TR1118","Route de Vauguières",50,"1804",39977,39983,"Banquière-Pénélope",210,147,1045,"#N/A",6,2009,"Pneumatique",1118
"2103TR6275","Route de Vauguières",50,"1681",39844,39850,"Einstein-Titen",60,56,361,"#N/A",1,2009,"Pneumatique",6275
"2103TR6275","Route de Vauguières",50,"1682",39844,39850,"Titen-Einstein",124,141,1045,"#N/A",1,2009,"Pneumatique",6275
"2103TR1059","Route de Vauguières",50,"1562",39738,39744,"Titen-Einstein",106,102,742,"Pluie",10,2008,"Pneumatique",1059
"2103TR1059","Route de Vauguières",50,"1563",39738,39744,"Einstein-Titen",47,66,351,"Pluie",10,2008,"Pneumatique",1059
"2103TR1118","Route de Vauguières",50,"1160",39053,39059,"Boualem-Penelope",226,119,1102,"#N/A",12,2006,"Pneumatique",1118
"2103TR1118","Route de Vauguières",50,"1159",39053,39059,"Penelope-Boualem",82,267,1184,"#N/A",12,2006,"Pneumatique",1118
"1518TR3246","Route de Mende",9999,"CT27_2011-03-21.xls",40623,40629,"Pre-Justice",256,218,2068,,3,2011,"Regulation",3246
"1518TR3249","Route de Mende",9999,"CT22_2011-03-21.xls",40623,40629,"Pezet-Dunant",275,301,2780,,3,2011,"Regulation",3249
"1518TR347","Route de Mende",50,"1439",39568,39574,"Richier-Domitienne",791,614,5888,"Rapport Lissé",4,2008,"Pneumatique",347
"1518TR347","Route de Mende",50,"1438",39568,39574,"Domitienne-Richier",453,572,4133,"Rapport Lissé",4,2008,"Pneumatique",347
"1518TR346","Route de Mende",50,"1441",39568,39574,"Richier-Domitienne",769,705,5604,"Rapport Lissé",4,2008,"Pneumatique",346
"1518TR346","Route de Mende",50,"1440",39568,39574,"Domitienne-Richier",415,423,3687,"Rapport Lissé",4,2008,"Pneumatique",346
"1518TR6434","Route de Mende",50,"1118",38980,38986,"Agropolis-Richier",1406,662,7596,"#N/A",9,2006,"Pneumatique",6434
"1518TR3243","Route de Mende",50,"1042",38849,38855,"Brigade-Vincent",501,509,1864,"Compteur défectueux",5,2006,"Pneumatique",3243
"1518TR3243","Route de Mende",50,"1048",38849,38855,"Giratoire-Justice",692,617,6122,"#N/A",5,2006,"Pneumatique",3243
"1518TR3243","Route de Mende",50,"1049",38849,38855,"Justice-Giratoire",515,499,5069,"#N/A",5,2006,"Pneumatique",3243
"1518TR3243","Route de Mende",50,"1041",38849,38855,"Vincent-Brigade",684,590,4705,"Compteur défectueux",5,2006,"Pneumatique",3243
"1518TR6434","Route de Mende",50,"1030",38815,38821,"Auriol-Richier",1588,790,8578,"#N/A",4,2006,"Pneumatique",6434
"1518TR6434","Route de Mende",50,"1031",38815,38821,"Richier-Auriol",262,166,732,"#N/A",4,2006,"Pneumatique",6434
"1518TR3395","Route de Mende",50,"991",38793,38799,"Imbert-Camproux",237,307,2315,"#N/A",3,2006,"Pneumatique",3395
"1518TR3395","Route de Mende",50,"990",38793,38799,"Camproux-Imbert",819,545,4916,"#N/A",3,2006,"Pneumatique",3395
"1518TR6433","Route de Mende",50,"952",38737,38743,"Richier-Agropolis",79,54,308,"#N/A",1,2006,"Pneumatique",6433
"1518TR6433","Route de Mende",50,"951",38737,38743,"Agropolis-Young",368,188,1498,"#N/A",1,2006,"Pneumatique",6433
"1518TR6433","Route de Mende",50,"950",38737,38743,"Agropolis-Richier",1062,547,6249,"#N/A",1,2006,"Pneumatique",6433
"1518TR2887","Route de Mende",50,"949",38737,38743,"Richier-Agropolis",27,87,97,"#N/A",1,2006,"Pneumatique",2887
"1518TR6434","Route de Mende",50,"927",38694,38700,"Agropolis-Richier",1430,747,7928,"#N/A",12,2005,"Pneumatique",6434
"1518TR346","Route de Mende",50,"847",38527,38533,"Domitienne-Imbert",11,407,763,"#N/A",6,2005,"Pneumatique",346
"1518TR346","Route de Mende",50,"848",38527,38533,"Domitienne-Imbert",341,389,4000,"#N/A",6,2005,"Pneumatique",346
"1518TR347","Route de Mende",50,"849",38527,38533,"Imbert-Domitienne",915,664,4537,"Tube coupé",6,2005,"Pneumatique",347
"1518TR6434","Route de Mende",50,"714",38132,38138,"Montferrier-Hortus",1510,733,6351,"#N/A",5,2004,"Pneumatique",6434
"1518TR3395","Route de Mende",50,"716",38132,38138,"Hortus-Imbert",1144,720,7487,"#N/A",5,2004,"Pneumatique",3395
"1518TR3395","Route de Mende",50,"715",38132,38138,"Imbert-Hortus",174,308,2317,"#N/A",5,2004,"Pneumatique",3395
"1518TR6433","Route de Mende",50,"694",38072,38078,"Hortus-Auriol",286,430,3553,"#N/A",3,2004,"Pneumatique",6433
"1518TR6433","Route de Mende",50,"695",38072,38078,"Auriol-Hortus",799,421,4827,"#N/A",3,2004,"Pneumatique",6433
"1518TR6434","Route de Mende",50,"443",36973,36979,"Montferrier-Richier",957,474,4946,"#N/A",3,2001,"Pneumatique",6434
"1518TR6434","Route de Mende",50,"442",36973,36979,"Richier-Montferrier",286,513,4152,"#N/A",3,2001,"Pneumatique",6434
"1518TR3249","Route de Mende",50,"171",35578,35584,"Domicienne-Languedoc",459,629,6152,"#N/A",5,1997,"Pneumatique",3249
"1518TR3249","Route de Mende",50,"172",35578,35584,"Languedoc-Domitienne",524,455,5645,"#N/A",5,1997,"Pneumatique",3249
"1518TR3246","Route de Mende",50,"169",35578,35584,"Boutonnet-Languedoc",760,660,7766,"#N/A",5,1997,"Pneumatique",3246
"1518TR3246","Route de Mende",50,"170",35578,35584,"Languedoc-Boutonnet",609,745,7566,"#N/A",5,1997,"Pneumatique",3246
"1392TR2439","Route de Lodève",50,"577",37656,37662,"Tonnelles-Spaak",599,695,7496,"#N/A",2,2003,"Pneumatique",2439
"1392TR2439","Route de Lodève",50,"576",37656,37662,"Spaak-Tonnelles",636,494,6280,"#N/A",2,2003,"Pneumatique",2439
"1392TR6675","Route de Lodève",50,"298",36188,36194,"Juvignac-Celleneuve",884,611,6410,"#N/A",1,1999,"Pneumatique",6675
"1363TR1862","Route de Lavérune",50,"1967",40197,40203,"Pèzenas-Exupery",482,775,6550,"#N/A",1,2010,"Pneumatique",1862
"1363TR1862","Route de Lavérune",50,"1966",40197,40203,"Exupery-Pèzenas",1214,780,8790,"#N/A",1,2010,"Pneumatique",1862
"1363TR674","Route de Lavérune",50,"1777",39962,39968,"Figuerolles-Loup",307,479,4022,"#N/A",5,2009,"Pneumatique",674
"1363TR674","Route de Lavérune",50,"1776",39962,39968,"Loup-Figuerolles",730,488,5314,"#N/A",5,2009,"Pneumatique",674
"1363TR2032","Route de Lavérune",50,"1162",39052,39058,"Laverune-Fajon",707,1187,8736,"#N/A",12,2006,"Pneumatique",2032
"1363TR2032","Route de Lavérune",50,"1163",39052,39058,"Fajon-Laverune",1147,676,8092,"#N/A",12,2006,"Pneumatique",2032
"1363TR2032","Route de Lavérune",50,"487",37202,37208,"Fajon-Exupery",1249,842,6591,"#N/A",11,2001,"Pneumatique",2032
"1363TR2032","Route de Lavérune",50,"486",37202,37208,"Exupery-Fajon",682,1222,7791,"#N/A",11,2001,"Pneumatique",2032
"1363TR1816","Route de Lavérune",50,"259",36081,36087,"Lavandin-Robespierre",498,880,6398,"#N/A",10,1998,"Pneumatique",1816
"1363TR1816","Route de Lavérune",50,"258",35808,35814,"Robespierre-Lavandin",780,564,6164,"#N/A",1,1998,"Pneumatique",1816
"1363TR1817","Route de Lavérune",50,"109",35684,35690,"Valery-Laverune",282,299,3073,"#N/A",9,1997,"Pneumatique",1817
"1363TR4874","Route de Lavérune",50,"116",35500,35506,"Figuerolles-Loup",298,556,5019,"#N/A",3,1997,"Pneumatique",4874
"1363TR1822","Route de Lavérune",50,"114",35500,35506,"Loup-Figairasse",899,668,7683,"#N/A",3,1997,"Pneumatique",1822
"1363TR1822","Route de Lavérune",50,"113",35500,35506,"Figairasse-Loup",522,954,7696,"#N/A",3,1997,"Pneumatique",1822
"1363TR1817","Route de Lavérune",50,"110",35500,35506,"Valery-Laverune",108,113,913,"#N/A",3,1997,"Pneumatique",1817
"1363TR1844","Route de Lavérune",50,"107",35500,35506,"Exupery-Loup",685,488,5803,"#N/A",3,1997,"Pneumatique",1844
"1363TR1844","Route de Lavérune",50,"106",35500,35506,"Loup-Exupery",536,844,5631,"#N/A",3,1997,"Pneumatique",1844
"1363TR4874","Route de Lavérune",50,"115",35500,35506,"Loup-Figuerolles",692,513,6365,"#N/A",3,1997,"Pneumatique",4874
"1363TR1912","Route de Lavérune",50,"46",35296,35302,"Lavérune-Vaniéres",48,54,533,"#N/A",8,1996,"Pneumatique",1912
"1363TR2032","Route de Lavérune",50,"11",35149,35155,"Figuerolles-Laverune",646,1165,8178,"#N/A",3,1996,"Pneumatique",2032
"1363TR1912","Route de Lavérune",50,"7",35135,35141,"Exupery-Figuerolles",970,676,7260,"#N/A",3,1996,"Pneumatique",1912
"1168TR17335","Route de Grabels",9999,"CT10_2011-03-21.xls",40623,40629,"Valsière-Gimel",130,230,1689,,3,2011,"Regulation",17335
"1109TR6257","Route de Ganges",9999,"CT15_2011-03-21.xls",40623,40629,"Poiriers-Palmiers",482,481,4988,,3,2011,"Regulation",6257
