FID_;CODE_COM;PRE;SECTION_;TEXTE;SYM;Shape_Leng;Shape_Area
1;57;0;AB;Fossé;Cours d'eau;432,28406;576,59145
2;57;0;AD; ;Cours d'eau;351,183815;418,815499
3;57;0;AD;La Lironde (Ruisseau);Cours d'eau;1230,814314;1974,53505
4;57;0;AK;Fossé;Cours d'eau;496,718583;778,356549
5;57;0;AK;Fossé;Cours d'eau;536,250015;645,5808
6;57;0;AL; ;Cours d'eau;284,670056;403,89845
7;57;0;AL; ;Cours d'eau;286,888742;292,447499
8;57;0;AL; ;Cours d'eau;305,369607;633,6587
9;57;0;AL;Fossé;Cours d'eau;621,352496;1167,93545
10;57;0;AM;Fossé;Cours d'eau;275,701619;235,1849
11;57;0;AM;Fossé Fossé;Cours d'eau;279,702693;499,837399
12;57;0;AO;Fossé;Cours d'eau;680,084636;584,9705
13;57;0;AW;Le Lez (Rivière);Cours d'eau;932,507675;8224,822256
14;57;0;AY;LE LEZ (Rivière);Cours d'eau;427,832008;5088,692778
15;57;0;BA; ;Cours d'eau;25,232218;26,8042
16;57;0;BA; ;Cours d'eau;69,194553;66,8164
17;57;0;BA;(Fleuve) LE LEZ;Cours d'eau;973,770814;8495,127822
18;57;0;BA;(Fleuve);Cours d'eau;488,031979;3402,301824
19;57;0;BB;LEZ LE;Cours d'eau;272,248968;2026,850849
20;57;0;BB;Ruisseau;Cours d'eau;193,072915;187,2424
21;57;0;BD;(Fleuve) LEZ LE;Cours d'eau;1777,298992;13048,10826
22;57;0;BE;(Fleuve) LEZ LE;Cours d'eau;478,362891;3291,456192
23;57;0;BI;Ruisseau de Courtarelle;Cours d'eau;1200,83359;2432,12415
24;57;0;BI;Fossé;Cours d'eau;2372,604415;3570,45545
25;57;0;BK;(Fleuve) LEZ LE;Cours d'eau;1423,032694;13543,03341
26;57;0;BK; ;Cours d'eau;171,027135;554,6148
27;57;0;BK; ;Cours d'eau;378,220505;595,3865
28;57;0;BK; ;Cours d'eau;168,423077;149,49765
29;57;0;BL;Ruisseau des;Cours d'eau;462,82896;419,083229
30;57;0;BL;Canaux;Cours d'eau;129,86341;174,798099
31;57;0;BL;LE LEZ (Fleuve);Cours d'eau;1257,981993;11305,46995
32;57;0;BW; ;Cours d'eau;310,775933;364,89695
33;57;0;BW; ;Cours d'eau;1050,373497;626,522999
34;57;0;CM;Fossé;Cours d'eau;425,464747;371,953999
35;77;0;CE; ;Cours d'eau;915,275431;2009,7598
36;77;0;BN;Ruisseau;Cours d'eau;201,842449;386,605591
37;77;0;BN;de;Cours d'eau;56,788486;96,93335
38;77;0;BN;Ruisseau;Cours d'eau;236,797371;528,32515
39;77;0;BS;Ruisseau;Cours d'eau;1195,412104;4263,655045
40;77;0;BS;Le Lez (Rivière);Cours d'eau;887,186085;5109,751879
41;77;0;BS;Ruisseau;Cours d'eau;654,832748;2288,88165
42;77;0;BV;Le Lez (Rivière);Cours d'eau;1068,938911;8106,027032
43;77;0;BW;Ruisseau de Lauriol;Cours d'eau;910,072556;2499,87035
44;77;0;BX;Lez (Rivière) Le;Cours d'eau;3847,434664;29287,71783
45;77;0;BY;Canaux des Ruisseau;Cours d'eau;824,356357;1787,586606
46;77;0;BZ;Ruisseau;Cours d'eau;459,459189;952,0797
47;77;0;BZ;Ruisseau de Lauriol;Cours d'eau;380,522806;1035,37355
48;77;0;BZ;Ruisseau;Cours d'eau;111,5466;329,07995
49;77;0;BZ;Ruisseau;Cours d'eau;429,646607;465,27855
50;77;0;CB;Ruisseau des Peupliers;Cours d'eau;367,727251;381,209434
51;90;0;BB;fossé;Cours d'eau;382,866095;345,18165
52;90;0;BC;fossé;Cours d'eau;314,555504;394,82325
53;90;0;BC;fossé;Cours d'eau;633,927551;1113,15225
54;90;0;BC;fossé fossé fossé;Cours d'eau;1682,133891;1868,90895
55;90;0;BD;Fossé;Cours d'eau;412,939878;601,4069
56;90;0;BE;fossé fossé;Cours d'eau;916,072816;1606,83375
57;90;0;BE;fossé;Cours d'eau;252,443202;427,466949
58;90;0;BK;Fossé;Cours d'eau;421,064854;481,3541
59;90;0;BK;Fossé;Cours d'eau;507,578022;630,1808
60;90;0;BN;(Rivière) Le Salaison;Cours d'eau;626,0906;2188,167768
61;90;0;BR;(Rivière) Le Salaison;Cours d'eau;1321,076547;8078,9037
62;90;0;BR;(Rivière);Cours d'eau;937,736464;3542,6543
63;90;0;BT;Ruisseau;Cours d'eau;140,31878;259,757513
64;90;0;BT;( Rivière ) ( Rivière );Cours d'eau;343,289799;1335,632033
65;90;0;BT; ;Cours d'eau;39,702784;91,3674
66;90;0;BT;Salaison Le ( Rivière );Cours d'eau;633,96251;2529,288994
67;90;0;BV; ;Cours d'eau;1047,119631;3576,980237
68;90;0;BX;Ruisseau;Cours d'eau;417,456451;359,398778
69;90;0;BY; ;Cours d'eau;41,98205;98,0309
70;90;0;BY;Salaison du;Cours d'eau;364,139156;1232,613732
71;90;0;BY;de Ruisseau;Cours d'eau;438,504795;830,9689
72;90;0;BY;Bouzigues;Cours d'eau;556,99643;745,22695
73;116;0;AA;Fosse;Cours d'eau;433,012057;516,34855
74;116;0;AB;Font d'Aurelle de Ruisseau;Cours d'eau;893,244514;447,684045
75;116;0;AB;Ruisseau Ruisseau;Cours d'eau;494,600004;220,6352
76;116;0;AB; ;Cours d'eau;158,676024;133,257749
77;116;0;AD;Ruisseau;Cours d'eau;163,049792;271,72375
78;116;0;AD;de;Cours d'eau;689,180115;672,5328
79;116;0;AD;Rieumassel;Cours d'eau;250,935505;288,325349
80;116;0;AH;Ruisseau de Font d'Aurelie;Cours d'eau;1041,749212;816,430348
81;116;0;AH;Ruisseau;Cours d'eau;406,395327;216,613504
82;116;0;AH; ;Cours d'eau;507,371735;320,633999
83;116;0;AK; ;Cours d'eau;111,829969;142,202599
84;116;0;AL;Ruisseau de Rieumassel;Cours d'eau;1065,612376;1470,7604
85;116;0;AR;Rieumassel;Cours d'eau;304,858888;231,78655
86;116;0;AR;Ruisseau de Ruisseau;Cours d'eau;1240,950036;1402,55735
87;116;0;AS;Rieumassel de Ruisseau;Cours d'eau;871,612577;712,72655
88;116;0;AS;Rieumassel de;Cours d'eau;844,385385;1039,153724
89;116;0;AS;Ruisseau;Cours d'eau;199,534906;158,7425
90;116;0;AT;Ruisseau;Cours d'eau;312,247602;247,6303
91;116;0;AT;de Rieumassel;Cours d'eau;1349,271734;1084,26915
92;116;0;AV;Ruisseau de Rieumassel;Cours d'eau;1143,031799;1536,66625
93;116;0;AV;Ruisseau;Cours d'eau;407,702625;284,631499
94;116;0;AW;(Ruisseau) Rieumassel;Cours d'eau;1497,735242;2647,2501
95;116;0;AX;Fosse;Cours d'eau;13,602313;10,692954
96;116;0;AX;Fosse Fosse;Cours d'eau;753,634821;421,25045
97;116;0;BA;Ruisseau Fossé du Rieumassel Fosse;Cours d'eau;856,523666;1392,667589
98;116;0;BB;(Ruisseau) Rieumassel Le;Cours d'eau;516,446959;550,6741
99;116;0;BC;La Mosson (Riviere);Cours d'eau;276,897691;932,433155
100;120;0;AR;Fossé;Cours d'eau;501,670914;513,820306
101;123;0;BC;Fosse des Gousses;Cours d'eau;876,53743;900,275502
102;123;0;BC;La Mosson (Riviere);Cours d'eau;2989,15829;15047,23159
103;123;0;BC;Fossé la de Ruisseau dit du Valat de la Fosse;Cours d'eau;262,46269;147,631799
104;123;0;BC;Fosse des Gousses;Cours d'eau;464,781796;885,518894
105;123;0;BC;des Fosse;Cours d'eau;659,389838;1636,88635
106;123;0;BC;Gousses;Cours d'eau;373,052062;199,435011
107;123;0;BD;Fossé des Gousses;Cours d'eau;230,77111;214,812167
108;123;0;BE;Valat du dit Ruisseau;Cours d'eau;362,686277;349,00405
109;123;0;BE;(Riviere) Mosson La;Cours d'eau;2424,702224;7947,360069
110;123;0;BI;(Riviere) La Mosson;Cours d'eau;589,128264;2386,197103
111;123;0;BM;Fosse;Cours d'eau;241,286024;100,1096
112;123;0;BM;Fosse;Cours d'eau;266,979794;290,2149
113;123;0;BM;La Mosson (Riviere);Cours d'eau;1234,093295;8899,365715
114;123;0;BO;(Riviere) La Mosson;Cours d'eau;1435,723763;6367,761853
115;123;0;BP;(Riviere) LA Mosson;Cours d'eau;863,559532;2577,319937
116;123;0;CA;Ruisseau de la Fontaine de Courpouiran La Mosson (Rivière);Cours d'eau;1237,906738;2902,830533
117;123;0;CD;La Mosson Rivière;Cours d'eau;1233,066735;2186,176347
118;123;0;CE;Ruisseau Ruisseau;Cours d'eau;824,68714;1701,407171
119;123;0;CE;(Rivière) Mosson La Source du Martinet;Cours d'eau;3811,091534;13236,29852
120;129;0;AD;Ruisseau Ruisseau Gramenet de du Ruisseau Rieucoulon;Cours d'eau;260,280871;1464,07341
121;129;0;AH; ;Cours d'eau;81,393403;174,528002
122;129;0;AK;Fossé;Cours d'eau;731,67821;1210,071904
123;129;0;AK; ;Cours d'eau;86,137065;108,554705
124;129;0;AK; ;Cours d'eau;494,795717;628,30695
125;129;0;AK; ;Cours d'eau;150,58064;209,428099
126;129;0;AK; ;Cours d'eau;248,941204;314,120834
127;129;0;AK; ;Cours d'eau;764,45265;1032,34395
128;129;0;AL;du Rieucoulon;Cours d'eau;904,85279;3154,37165
129;129;0;AL;Ruisseau;Cours d'eau;748,65231;2299,8913
130;129;0;AM; ;Cours d'eau;79,985291;87,895849
131;129;0;AM; ;Cours d'eau;160,348541;163,56865
132;129;0;AM; ;Cours d'eau;162,817851;157,76785
133;129;0;AN; ;Cours d'eau;112,418955;156,3633
134;129;0;AN; ;Cours d'eau;33,586669;33,35255
135;129;0;AN; ;Cours d'eau;19,913871;14,73395
136;129;0;AN; ;Cours d'eau;161,369368;157,86905
137;129;0;AN; ;Cours d'eau;63,517015;57,920399
138;129;0;AN; ;Cours d'eau;55,324961;29,159449
139;129;0;AO; ;Cours d'eau;213,243551;225,05045
140;129;0;AO; ;Cours d'eau;344,699639;344,340999
141;129;0;AO; ;Cours d'eau;158,938787;123,9974
142;129;0;AP; ;Cours d'eau;170,638734;195,181399
143;129;0;AP; ;Cours d'eau;159,16299;108,93025
144;129;0;AP; ;Cours d'eau;154,766801;149,880299
145;129;0;AP; ;Cours d'eau;421,281337;335,68355
146;129;0;AP; ;Cours d'eau;187,946097;150,0308
147;129;0;AP; ;Cours d'eau;1183,989516;1039,85125
148;129;0;AP; ;Cours d'eau;102,393836;86,64935
149;129;0;AP; ;Cours d'eau;44,627501;31,9847
150;129;0;AR;Fosse;Cours d'eau;651,236803;590,327749
151;129;0;AR; ;Cours d'eau;299,885885;194,91225
152;129;0;AR; ;Cours d'eau;212,36068;172,134749
153;129;0;AS; ;Cours d'eau;213,942109;154,3637
154;129;0;AS; ;Cours d'eau;1086,817079;1921,892021
155;129;0;AT; Ruisseau du Rieucoule;Cours d'eau;1104,436675;2305,365071
156;129;0;AT; ;Cours d'eau;230,813076;439,1574
157;129;0;AT; ;Cours d'eau;217,275033;427,556749
158;129;0;AT; ;Cours d'eau;392,622563;899,604799
159;129;0;AT; ;Cours d'eau;113,725724;236,852
160;129;0;AX;Rieucoulon du Ruisseau;Cours d'eau;83,510124;163,340529
161;129;0;AX; ;Cours d'eau;54,138908;41,727
162;129;0;AX; ;Cours d'eau;104,566635;104,36095
163;129;0;AX; ;Cours d'eau;171,879059;245,87065
164;129;0;AY; ;Cours d'eau;184,042531;282,5848
165;129;0;AY; ;Cours d'eau;273,402754;394,2839
166;129;0;AY; ;Cours d'eau;267,973294;322,6
167;129;0;AY; ;Cours d'eau;273,383505;425,563099
168;129;0;AY; ;Cours d'eau;151,141423;281,1885
169;129;0;AY;fosse;Cours d'eau;149,441354;306,28575
170;129;0;AY; ;Cours d'eau;832,656082;1878,6886
171;129;0;AY; ;Cours d'eau;769,10437;1198,8789
172;129;0;AY; ;Cours d'eau;346,205384;501,56525
173;129;0;AY; ;Cours d'eau;336,672436;628,937799
174;129;0;AY;fosse;Cours d'eau;231,065328;247,9067
175;129;0;AY; ;Cours d'eau;464,405913;737,11935
176;129;0;AY; ;Cours d'eau;165,808924;191,738249
177;129;0;AY; ;Cours d'eau;338,669011;431,41355
178;129;0;AY; ;Cours d'eau;308,284168;388,232199
179;129;0;AY; ;Cours d'eau;271,542367;805,438349
180;129;0;AY; ;Cours d'eau;226,464155;329,80995
181;129;0;AY; ;Cours d'eau;79,466152;66,35595
182;129;0;AY; ;Cours d'eau;15,903274;15,48025
183;129;0;AY; ;Cours d'eau;31,677331;13,8447
184;129;0;AY; ;Cours d'eau;16,089559;13,529749
185;129;0;AY; ;Cours d'eau;6,02316;1,980299
186;129;0;AZ; ;Cours d'eau;62,930144;80,0746
187;129;0;AZ; ;Cours d'eau;72,196874;58,93985
188;129;0;AZ;fosse;Cours d'eau;328,149938;561,31295
189;129;0;AZ; ;Cours d'eau;272,596862;672,846
190;129;0;AZ; ;Cours d'eau;882,947634;1087,0114
191;129;0;BA;Ruisseau du Gramenet fosse;Cours d'eau;867,973166;4933,3961
192;129;0;BA;fosse;Cours d'eau;514,477048;1026,8908
193;129;0;BB;fosse;Cours d'eau;201,439746;592,403349
194;129;0;BB; ;Cours d'eau;224,087546;666,8908
195;129;0;BB; ;Cours d'eau;134,900461;355,023399
196;129;0;BB;fosse;Cours d'eau;1031,361737;4499,9373
197;129;0;BB;fosse;Cours d'eau;293,318544;264,153249
198;129;0;BB; ;Cours d'eau;438,416449;1126,85715
199;129;0;BB; ;Cours d'eau;339,412233;220,0877
200;129;0;BB; ;Cours d'eau;338,425151;125,57565
201;129;0;BB;fosse;Cours d'eau;917,525222;1800,9668
202;129;0;BB; ;Cours d'eau;176,849791;328,71385
203;129;0;BB;fosse;Cours d'eau;392,757252;592,7021
204;129;0;BB; ;Cours d'eau;365,318132;451,81795
205;129;0;BB; ;Cours d'eau;130,703534;154,77815
206;129;0;BB;fosse;Cours d'eau;628,464292;1349,6472
207;129;0;BB; ;Cours d'eau;396,760859;794,948149
208;129;0;BB; ;Cours d'eau;153,79602;62,8615
209;129;0;BB; ;Cours d'eau;186,499838;86,983899
210;129;0;BB; ;Cours d'eau;154,916825;78,98215
211;129;0;BC;fosse;Cours d'eau;467,947791;743,735794
212;129;0;BC; ;Cours d'eau;530,650849;741,5495
213;129;0;BC; ;Cours d'eau;26,544501;34,849399
214;129;0;BC; ;Cours d'eau;27,422429;25,47545
215;129;0;BC; ;Cours d'eau;10,672409;6,732499
216;129;0;BC; ;Cours d'eau;256,47324;245,98715
217;129;0;BC; ;Cours d'eau;31,395222;28,5409
218;129;0;BC; ;Cours d'eau;34,328935;29,11745
219;129;0;BC; ;Cours d'eau;67,104696;70,022349
220;129;0;BC; ;Cours d'eau;33,835715;39,915999
221;129;0;BC; ;Cours d'eau;913,162419;1429,93515
222;129;0;BC; ;Cours d'eau;142,720205;187,292449
223;129;0;BC; ;Cours d'eau;13,506957;9,79385
224;129;0;BD;fosse fosse;Cours d'eau;516,35738;430,334249
225;129;0;BD; ;Cours d'eau;790,210707;648,59345
226;129;0;BD; ;Cours d'eau;410,002309;380,7755
227;129;0;BD; ;Cours d'eau;992,180676;986,965049
228;129;0;BD; ;Cours d'eau;681,537629;711,917649
229;129;0;BD; ;Cours d'eau;319,524628;368,7697
230;129;0;BD;Fosse;Cours d'eau;111,769222;171,2573
231;129;0;BD;fosse;Cours d'eau;690,56007;1281,01015
232;129;0;BD; ;Cours d'eau;378,873633;675,748399
233;129;0;BD;Fosse;Cours d'eau;574,19121;441,654549
234;129;0;BD; ;Cours d'eau;313,68539;131,085099
235;129;0;BD; ;Cours d'eau;356,16153;371,088899
236;129;0;BD; ;Cours d'eau;535,623163;419,16315
237;129;0;BD; ;Cours d'eau;81,077834;75,3874
238;129;0;BH; ;Cours d'eau;50,211273;85,684997
239;129;0;BH; ;Cours d'eau;169,574185;316,37795
240;129;0;BH; ;Cours d'eau;80,244868;140,105418
241;129;0;BH; ;Cours d'eau;165,14561;286,3071
242;129;0;BH; ;Cours d'eau;140,49418;232,5361
243;129;0;BH; ;Cours d'eau;207,76288;307,8861
244;129;0;BH; ;Cours d'eau;172,949384;191,23685
245;129;0;BH;Fosse;Cours d'eau;975,865661;1033,5077
246;129;0;BH; ;Cours d'eau;359,283051;598,5727
247;129;0;BH; ;Cours d'eau;163,025748;169,206049
248;129;0;BH; ;Cours d'eau;227,674267;207,0883
249;129;0;BI;fossé fossé;Cours d'eau;230,834816;302,31335
250;129;0;BI; ;Cours d'eau;313,876065;466,545499
251;129;0;BI;fossé;Cours d'eau;314,724414;228,242549
252;129;0;BI; ;Cours d'eau;119,324531;141,0889
253;129;0;BI;fossé;Cours d'eau;205,396728;257,739049
254;129;0;BI;fossé;Cours d'eau;95,976519;116,60875
255;129;0;BI;fosse;Cours d'eau;382,427438;1354,3395
256;129;0;BI;fossé;Cours d'eau;512,000939;659,128599
257;129;0;BI;fossé;Cours d'eau;470,879252;406,8855
258;129;0;BI;fosse;Cours d'eau;427,383342;690,06395
259;129;0;BI; ;Cours d'eau;232,875908;317,9095
260;129;0;BI;fossé;Cours d'eau;171,82727;243,85155
261;129;0;BI; ;Cours d'eau;14,61926;6,6523
262;129;0;BI; ;Cours d'eau;5,940392;2,1275
263;129;0;BI; ;Cours d'eau;42,656376;53,8383
264;129;0;BK;Le Lantissargues (Ruisseau);Cours d'eau;223,220632;1187,1405
265;129;0;BK; ;Cours d'eau;240,12292;1262,88195
266;129;0;BK; ;Cours d'eau;41,93997;38,180899
267;129;0;BK;fosse fosse;Cours d'eau;699,61014;660,607349
268;129;0;BL;fosse fosse;Cours d'eau;711,889616;1430,5619
269;129;0;BL;Le Lantissargues;Cours d'eau;547,750364;3035,06425
270;129;0;BM; ;Cours d'eau;385,724697;680,887349
271;129;0;BO; ;Cours d'eau;129,272921;104,80765
272;129;0;BO; ;Cours d'eau;99,385174;136,4622
273;129;0;BO; ;Cours d'eau;183,754806;253,2538
