"RÚgIE_ENTR","PROJET_O_N","DOM_PUBLIC","DOSSIER","O_N","NOM","CANTON","SS_QUARTIE","QUARTIER","QUARTIER0","SECTEUR","LIBSECTEUR","CAT?GORIE","LIBCATÚgOR","DATE_CR?AT","ADRESSE","PELOUSES","FLEURS","ARBUSTES","JEUX","ALL?ES","FRICHE","JARDINIERE","HAIES_LONG","WC_O_N","D?POT_JARD","ECLAIRAGE_","V?G?TAUX","BORNE_FONT","BASSINS_FO","DATE_MODIF","COORDONN?E","N_GEST","_LIBGESTI","N_MOEUVRE","_1_LIBGES","DATE_FICHE","GROUPE_ENT","LIBGROUPE","EAU_SURFAC","ROSIERS_SU","FEUILLUS_U","CONIFERE_U","PRAIRIE","PALMIERS_Q","BOISEMENT","XCOORD","YCOORD","ALLÚeS_NON","VIVACES","PROPRIÚt?","LIBPROPRI","UNIFIÚe","LIBTYPOLOG","SEV","NON_SEV","TOTALE","ARBRES","HORTICOLE","HISTORIQUE","ECOLOGIE","ACTIVIT?","COMPOSITIO","ZONE","CL¶tURÚ_O_","FERMETURE","LIBFERMETU","HANDICAPÚs","HANDICAP0","LIBEVOLUTI","ACCESSIBIL","MODIFICATI","TRAML1","BUS","MSEC","BALAYAGESE","NOMCOURT","LONGITUDE","LATITUDE"
"Oui","Non","20040901",988,"Non","Jardins Familaux de Malbosc",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Autre","Autres","20040901",,0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"D13",1,"SEV",50,"Sariviere",38145,2,"Normal",0,0,0,0,2600,0,0,"720347,1371554","148766,67783032",6000,0,1,"Ville de Montpellier","Jardins familliaux","Jardins familliaux",2600,0,8600,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",40060,,"6 - Prof. J. Blayac (420 m)",0,"Oui","J Familiaux Malbosc","3,827986","43,629033"
"Oui","Non",,1029,"Non","Jardins Familiaux Les Grands GrÞs",4,27,"MillÚnaire","Port Marianne","T1","Etudes 1","Autre","Autres","20060222","Rue de la Plauchude, 3132 ave Albert Einstein",0,0,325,0,1370,3510,0,0,"Non","Non","Non","cercis, Eleagnus, Arbutus en touffes",0,0,,"T10",1,"SEV",47,"UPEE7",38791,3,"Rustique",0,0,0,0,355,0,0,"729146,42933409","146753,51917779",6910,0,1,"Ville de Montpellier","Jardins familliaux","Jardins familliaux",5560,0,12470,0,0,0,0,0,0,"Etudes","Oui",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39626,,,0,"Oui","J Familiaux Gds GrÞs","3,936522","43,609429"
"Oui","Non","19780101",27,"Non","CimetiÞre Saint-Etienne",4,29,"Grammont","Port Marianne","J","Grammont Entretien","Cimeti","CimetiÞre","19780101","Ave Albert Einstein",26900,0,9200,0,0,0,0,640,"Non","Non","Non","2  trachycarpus fortunei, 1 c humilis",29,0,34445,"T11",1,"SEV",47,"UPEE7",33878,2,"Normal",0,0,0,0,20000,3,0,"729075,27404497","147644,16898574",32800,0,1,"Ville de Montpellier","CimetiÞres","CimetiÞres",56100,0,88900,3,0,0,0,0,0,"Est","Non",1,"Portail","Non",0,"Pas d'Úvolution possible","Non",37055,,"12 - CimetiÞre ST-Etienne (310 m)",0,"Non","CimetiÞre St-Etienne","3,935855","43,617457"
"Oui","Non","01/01/1750",33,"Non","CimetiÞre Saint-Lazare",3,18,"Aiguelongue","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Cimeti","CimetiÞre","01/01/1750","Ave St-Lazare",42,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,34451,"M13",20,"CimetiÞres",25,"Clanet",33633,2,"Normal",0,0,0,0,0,0,0,"725379,61337145","148545,74959143",168700,0,1,"Ville de Montpellier","CimetiÞres","CimetiÞres",42,0,168742,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Saint-Lazare (178 m)","La Ronde - JosÚphine Baker (205 m)",0,"Non","CimetiÞre St-Lazare","3,890286","43,626207"
"Oui","Non","01/01/1850",429,"Non","CimetiÞre de Celleneuve",9,3,"Celleneuve","La Mosson","G","Mosson","Cimeti","CimetiÞre","01/01/1850","rue Faure de St Castor",700,8,0,0,0,0,0,40,"Non","Non","Non","gros CyprÞs",1,0,34445,"D11",20,"CimetiÞres",47,"UPEE7",33633,2,"Normal",0,0,0,0,0,0,0,"720278,29415042","147382,25025534",2263,0,1,"Ville de Montpellier","CimetiÞres","CimetiÞres",708,0,2971,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39847,,"7 - Favre de st Castor (131 m)",0,"Non","CimetiÞre Celleneuve","3,826823","43,616585"
"Non","Non","19920312",6,"Non","CrÛche des sept nains",1,28,"Les Beaux Arts","Centre","A","Ecusson","Creche","CrÛche, halte-garderie","19920312","Rue de la Monnaie",32,0,12,0,0,0,0,0,"Non","Non","Non","2 platanes",0,0,34645,"L11",54,"Sce Enfance crÞche",1,"SEV",33675,2,"Normal",0,0,2,0,0,0,0,"724531,95102767","147211,98205982",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",44,0,44,2,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Louis Blanc (117 m)","4 - Proudhon (284 m)",0,"Non","CrÛche des 7 nains","3,879474","43,614347"
"Non","Non","19600101",164,"Non","Maison d'enfants",1,30,"ComÚdie","Centre","A","Ecusson","Creche","CrÛche, halte-garderie","19600101","Place PÚtrarque",0,0,0,0,200,0,0,0,"Non","Non","Oui","sureau",0,0,34101,"K10",54,"Sce Enfance crÞche",1,"SEV",33675,2,"Normal",0,0,0,0,0,0,0,"724501,99643772","146790,51572398",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",200,0,200,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - ComÚdie (245 m)","5 - Observatoire (429 m)",0,"Non","Maison d'enfants","3,879006","43,61056"
"Non","Non","19910901",175,"Non","CrÛche Louise Guiraud",9,2,"La Mosson","La Mosson","F","Hauts de Massane","Creche","CrÛche, halte-garderie","19910901","rue de Tipaza",140,0,80,0,100,0,0,159,"Non","Non","Non","acacia, pin parasol",0,0,34446,"B13",54,"Sce Enfance crÞche",1,"SEV",33633,2,"Normal",0,0,2,1,0,0,0,"719477,50811233","148706,45333894",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",320,0,320,3,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Halles de la Paillade (181 m)","15 - Halles de la Paillade (134 m)",0,"Non","CrÛche L Guiraud","3,817198","43,628632"
"Non","Non","19850101",193,"Non","CrÞche Antigone",4,23,"Gares","Centre","C","Antigone","Creche","CrÛche, halte-garderie","19850101","Rue Jeanne d'Arc",200,0,100,0,0,0,5,15,"Non","Non","Non","Lagerstroemia",0,0,34101,"L9",54,"Sce Enfance crÞche",1,"SEV",33675,2,"Normal",0,0,0,0,0,0,0,"724971,17990984","146437,15666635",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",305,0,305,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - H¶tel de Ville (109 m)","16 - H¶tel de Ville (228 m)",0,"Non","CrÞche Antigone","3,884735","43,607301"
"Non","Non","19900101",216,"Non","Halte garderie de l'Aiguelongue Picho Nanet",3,18,"Aiguelongue","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Creche","CrÛche, halte-garderie","19700101","rue des tourterelles",200,0,150,0,0,0,0,50,"Non","Non","Non",,0,0,34445,"K13",54,"Sce Enfance crÞche",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"724374,50549872","148724,74140438",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",350,0,350,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Aiguelongue (447 m)","La Ronde - Sainte-Catherine (156 m)",0,"Non","Garderie Picho Nanet","3,877874","43,627989"
"Non","Non","19820101",255,"Non","CrÛche Galinetta (ex CÚvennes)",7,5,"Alco","Les CÚvennes","H","CÚvennes","Creche","CrÛche, halte-garderie","19820101","Rue des Avants Monts",800,0,50,0,0,0,0,50,"Non","Non","Non","1 trachycarpus fortunei",0,0,34445,"F12",54,"Sce Enfance crÞche",1,"SEV",33633,2,"Normal",0,0,0,0,0,1,0,"721493,8198796","148019,38963884",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",850,0,850,1,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"16 - Sainte-GeneviÞve (155 m)",0,"Non","CrÛche Galinetta","3,842024","43,62212"
"Non","Non","19880101",293,"Non","CrÛche Blanche Neige",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Creche","CrÛche, halte-garderie","19880101","parc Tastavin",630,4,51,0,0,0,0,0,"Non","Non","Non",,0,0,35072,"J7",54,"Sce Enfance crÞche",1,"SEV",33681,2,"Normal",0,0,3,0,0,0,0,"723805,68360108","145201,13569142",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",685,0,685,3,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Mas Drevon (144 m)","5 - Mas Drevon (156 m)",0,"Non","CrÛche Blanche Neige","3,870014","43,596373"
"Non","Non","19700101",323,"Non","CrÛche Sophie-LagrÞze (ex Draparnaud)",7,20,"Les Arceaux","Centre","B","Peyrou","Creche","CrÛche, halte-garderie","01/01/1870","Rue Jacques Draparnaud",0,0,600,0,0,0,0,30,"Oui","Non","Oui","Kaki, cÞdre",0,0,34445,"J10",54,"Sce Enfance crÞche",1,"SEV",33633,2,"Normal",0,0,1,1,0,0,0,"723447,91018282","146720,72678458",33,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",600,0,633,2,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Plan Cabanes (206 m)",0,"Non","CrÛche LagrÞze","3,865934","43,610109"
"Non","Non","19920615",356,"Non","CrÛche ThÚrÞse Sentis",5,13,"Saint-Martin","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Creche","CrÛche, halte-garderie",,"Ave Marechal Leclerc",520,0,20,0,0,0,0,61,"Non","Non","Non","pin",0,0,35072,"L7",54,"Sce Enfance crÞche",1,"SEV",33770,2,"Normal",0,0,0,0,0,0,0,"724973,1768825","145061,97822792",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",540,0,540,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - La CrÞche (93 m)",0,"Non","CrÛche T Senti","3,88444","43,594924"
"Non","Non","19900101",425,"Non","CrÛche des boutons d'or",3,28,"Les Beaux Arts","Centre","E","Verdanson","Creche","CrÛche, halte-garderie","19900101","parc Edith Piaf",200,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,34445,"M12",54,"Sce Enfance crÞche",1,"SEV",33633,2,"Normal",0,0,0,0,300,0,0,"725261,7919843","148058,90867682",80,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",500,0,580,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Jeu de Mail des AbbÚs (414 m)","La Ronde - Le Mail (131 m)",0,"Non","CrÛche boutons d'or","3,888713","43,621846"
"Non","Non","19920131",428,"Non","Halte-garderie les chats bottÚs",9,3,"Celleneuve","La Mosson","G","Mosson","Creche","CrÛche, halte-garderie",,"avenue des Moulins",0,0,70,0,0,0,0,0,"Non","Non","Non",,0,0,34445,"D11",54,"Sce Enfance crÞche",1,"SEV",33634,2,"Normal",0,0,0,0,0,0,0,"720418,81796364","147432,80519488",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",70,0,70,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"6 - CampÚriols (139 m)",0,"Non","Garderie chat bottÚ","3,828576","43,617017"
"Oui","Non","19900401",501,"Non","CrÛche Agropolis",2,17,"H¶pitaux-FacultÚs","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Creche","CrÛche, halte-garderie","19900401","Breton (rue J. Franþois)",75,0,77,0,0,0,0,63,"Non","Non","Non","5 tulipiers, 4 albizzias, 1 tilleul, 5 pins pignons, 13 pins d'Alep, 2 chÛnes blancs, 3 robiniers",0,0,34451,"j17",54,"Sce Enfance crÞche",25,"Clanet",33644,2,"Normal",0,0,15,18,0,0,850,"723722,02095686","150581,19025473",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1002,0,1002,33,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39176,,"La Navette - Agropolis Lavalette (Terminus) (19 m)",0,"Non","CrÛche Agropolis","3,870219","43,644806"
"Non","Non","19920130",579,"Non","CrÛche Edelweiss",4,23,"Gares","Centre","C","Antigone","Creche","CrÛche, halte-garderie",,"21, rue GÚnÚral Rieu",0,0,20,0,0,0,0,20,"Non","Non","Non","2 Acacias, 1 Sophoras",0,0,34101,"L8",54,"Sce Enfance crÞche",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"724647,56523451","145995,4052924",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",20,0,20,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 et 2 - Gares (185 m)","16 - Gares (122 m)",0,"Non","CrÛche Edelweiss","3,880624","43,603379"
"Non","Non","19920615",640,"Non","Halte-garderie Mary Poppins",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Creche","CrÛche, halte-garderie","19920615","Place Cardinal Verdier, Gare Tastavin",100,5,10,0,0,0,0,0,"Non","Non","Non","1 Úrable, 2  trachycarpus fortunei, 1 bougainvi",0,0,35072,"J7",54,"Sce Enfance crÞche",1,"SEV",33793,2,"Normal",0,0,1,0,0,2,0,"723786,87001651","145178,01285006",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",115,0,115,3,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Mas Drevon (115 m)","5 - Mas Drevon (128 m)",0,"Non","Garderie M Poppins","3,869776","43,596167"
"Non","Non","19920630",641,"Non","CrÛche Franþoise Dolto",8,7,"La Chamberte","Les CÚvennes","H","CÚvennes","Creche","CrÛche, halte-garderie","19920630","Rte de LavÚrune",8,0,70,0,0,0,0,20,"Non","Non","Non","3 mÚlias, 1 Úrable negundo",0,0,35072,"G8",54,"Sce Enfance crÞche",1,"SEV",33793,2,"Normal",0,0,0,0,0,0,0,"722141,67985319","145734,85291172",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",78,0,78,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"11 - CitÚ Valette (37 m)",0,"Non","CrÛche Dolto","3,849531","43,601453"
"Non","Non","19940115",728,"Non","CrÛche LÚonice Pouzin",3,28,"Les Beaux Arts","Centre","E","Verdanson","Creche","CrÛche, halte-garderie","19940115","64, rue de Lunaret",0,0,61,0,0,0,0,0,"Non","Non","Non",,0,0,34445,"L11",54,"Sce Enfance crÞche",1,"SEV",34407,2,"Normal",0,0,0,0,0,0,0,"724715,46230508","147662,03663589",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",61,0,61,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Beaux Arts (188 m)","4 - Bernard DÚlicieux (158 m)",0,"Non","CrÛche Pouzin","3,881851","43,618367"
"Non","Non","19960615",813,"Non","Halte-garderie Villeneuve d'AngoulÛme",6,11,"Croix d'Argent","Croix d'Argent","W","Croix d'Argent","Creche","CrÛche, halte-garderie","19960615","Rue Fernandel",130,0,0,0,0,0,0,35,"Non","Non","Non","4 tilleuls, haie de buis",0,0,35347,"i5",54,"Sce Enfance crÞche",1,"SEV",35347,2,"Normal",0,0,4,0,0,0,0,"723364,45774625","144364,92966451",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",130,0,130,4,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Villeneuve d'AngoulÛme (125 m)","5 - Trifontaine (66 m)",0,"Non","Garderie V d'AngoulÛ","3,864359","43,588921"
