"RÚgIE_ENTR","PROJET_O_N","DOM_PUBLIC","DOSSIER","O_N","NOM","CANTON","SS_QUARTIE","QUARTIER","QUARTIER0","SECTEUR","LIBSECTEUR","CAT?GORIE","LIBCATÚgOR","DATE_CR?AT","ADRESSE","PELOUSES","FLEURS","ARBUSTES","JEUX","ALL?ES","FRICHE","JARDINIERE","HAIES_LONG","WC_O_N","D?POT_JARD","ECLAIRAGE_","V?G?TAUX","BORNE_FONT","BASSINS_FO","DATE_MODIF","COORDONN?E","N_GEST","_LIBGESTI","N_MOEUVRE","_1_LIBGES","DATE_FICHE","GROUPE_ENT","LIBGROUPE","EAU_SURFAC","ROSIERS_SU","FEUILLUS_U","CONIFERE_U","PRAIRIE","PALMIERS_Q","BOISEMENT","XCOORD","YCOORD","ALLÚeS_NON","VIVACES","PROPRIÚt?","LIBPROPRI","UNIFIÚe","LIBTYPOLOG","SEV","NON_SEV","TOTALE","ARBRES","HORTICOLE","HISTORIQUE","ECOLOGIE","ACTIVIT?","COMPOSITIO","ZONE","CL¶tURÚ_O_","FERMETURE","LIBFERMETU","HANDICAPÚs","HANDICAP0","LIBEVOLUTI","ACCESSIBIL","MODIFICATI","TRAML1","BUS","MSEC","BALAYAGESE","NOMCOURT","LONGITUDE","LATITUDE"
"Non","Non","19700101",694,"Non","Maternelle Calendreta dau ClapÓs",8,15,"Figuerolles","Centre","B","Peyrou","Mat.","Maternelle","19700101","rue du mas de merle",0,0,50,0,0,0,0,60,"Non","Non","Non",,0,0,34445,"H9",56,"Ecoles maternelles",1,"SEV",34205,2,"Normal",0,0,0,0,400,0,0,"722773,6691493","146157,16007815",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",450,0,450,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39374,,"11 - CitÚ GÚly (43 m)",0,"Non","Mat Calendreta","3,857453","43,605149"
"Non","Non","19930615",743,"Non","Maternelle Sarah Bernhardt (Blaise Pascal)",4,27,"MillÚnaire","Port Marianne","L","Port Marianne","Mat.","Maternelle","19930615","Rue Louis LÚpine",0,20,150,0,0,0,0,50,"Non","Non","Non",,0,0,35072,"P10",56,"Ecoles maternelles",1,"SEV",34452,2,"Normal",0,0,0,0,0,0,0,"726782,95963483","147000,30295748",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",170,0,170,0,0,0,0,0,0,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - Franþois Couperin (76 m)",0,"Non","Mat S Bernhardt","3,907307","43,61206"
"Non","Non","19951030",787,"Non","Maternelle Victor Duruy (Emile Combes)",7,5,"Alco","Les CÚvennes","H","CÚvennes","Mat.","Maternelle","19951030","Rue Edmont Lautard",0,0,182,0,0,0,0,46,"Non","Non","Non","10 frÛnes, 6 prunus.",0,0,35069,"F12",56,"Ecoles maternelles",1,"SEV",35069,2,"Normal",0,0,16,0,0,0,0,"721408,58067801","148116,50557259",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",182,0,182,16,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"16 - Sainte-GeneviÞve (52 m)",0,"Non","Mat Duruy","3,84099","43,623008"
"Non","Non","20080101",1083,"Non","Maternelle Michel de l'Hospital",4,31,"Port Marianne","Port Marianne","L","Port Marianne","Mat.","Maternelle","20080101","400 route de VauguiÞres",0,0,145,0,0,0,0,30,"Non","Non","Non","Micocoulier, judÚe,",0,0,,"P8",4,"DEES",1,"SEV",39706,2,"Normal",0,0,13,0,0,0,0,0,0,0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1145,0,1145,13,0,0,0,0,0,"Est","Non",0,,"Non",0,,"Non",39706,,,1000,"Non","Mat de l'Hospital","3,907611","43,604058"
"Non","Non","20080101",1084,"Non","Maternelle GeneviÞve De Gaulle Antonisio",4,31,"Port Marianne","Port Marianne","L","Port Marianne","Mat.","Maternelle","20080101","4 chemin des Barques",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"N8",4,"DEES",1,"SEV",39706,2,"Normal",0,0,0,0,0,0,0,0,0,0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",148,0,148,0,0,0,0,0,0,"Est","Non",0,,"Non",0,,"Non",39706,,,148,"Non","Mat De Gaulle","3,893793","43,604226"
"Non","Non","20080101",1085,"Non","Primaire Jean JaurÞs",4,31,"Port Marianne","Port Marianne","L","Port Marianne","Mat.","Maternelle","20080101","6 chemin des Barques",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"N8",4,"DEES",1,"SEV",39706,2,"Normal",0,0,0,0,0,0,0,0,0,0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",76,0,76,0,0,0,0,0,0,"Est","Non",0,,"Non",0,,"Non",39706,,,76,"Non","Prim JaurÞs","3,89428","43,604117"
"Non","Non","19700101",147,"Non","Primaire Heidelberg",9,2,"La Mosson","La Mosson","G","Mosson","Prim.","Primaire",,"Rue Charles Bonaparte",0,0,24,0,0,0,0,108,"Non","Non","Non",,0,0,34445,"B13",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"719190,78487937","148295,70759319",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",24,0,24,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Halles de la Paillade (387 m)","15 - Louisville (282 m)",0,"Non","Prim Heidelberg","3,813554","43,624982"
"Non","Non","19700101",148,"Non","Primaire Louisville",9,2,"La Mosson","La Mosson","G","Mosson","Prim.","Primaire","19700101","Avenue de Louisville",0,0,136,0,0,0,0,153,"Non","Non","Non",,0,0,34445,"B13",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"719312,81041949","148297,17904673",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",136,0,136,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Halles de la Paillade (297 m)","15 - Louisville (171 m)",0,"Non","Prim Louisville","3,815066","43,624976"
"Non","Non","19700101",165,"Non","Primaire GalilÚe (Troubadours)",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Prim.","Primaire","19700101",,0,0,840,0,0,0,0,0,"Non","Non","Non","magnolia",0,0,34445,"B15",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,8,0,0,0,0,"719628,96272329","149766,32030417",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",840,0,840,8,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Hauts de Massane (358 m)","15 - Pierre Cardenal (41 m)",0,"Non","Prim GalilÚe","3,819312","43,638146"
"Non","Non","19700101",166,"Non","Primaire Ushiro Kurosawa (les MÚnestrels)",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Prim.","Primaire","19700101",,0,0,1670,0,0,0,0,38,"Non","Non","Non","pin d'alep",0,0,34445,"C16",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,5,3,0,0,0,"719650,82431876","150037,59327494",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1670,0,1670,8,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Carriera (70 m)",0,"Non","Prim Kurosawa","3,819643","43,640584"
"Non","Non","19700101",170,"Non","Primaire Marc Bloch (les Tours)",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Prim.","Primaire","19700101","Les Tritons",0,0,473,0,22,0,15,91,"Non","Non","Non","olivier, pin d'alep",0,0,34445,"A15",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,3,2,0,0,0,"719032,49851982","149903,69100266",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",510,0,510,5,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - ComtÚ de Nice (202 m)",0,"Non","Prim Bloch","3,81195","43,63948"
"Non","Non","19700101",171,"Non","Primaire Virginia Woolf ( Barri)",9,2,"La Mosson","La Mosson","F","Hauts de Massane","Prim.","Primaire","19700101","Rue de Barri",0,0,469,0,0,0,0,0,"Non","Non","Non","peuplier, murier platane",0,0,34446,"C13",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,5,0,0,0,0,"719808,90047066","148653,69121909",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",469,0,469,5,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Saint-Paul (279 m)","15 - Lausanne (95 m)",0,"Non","Prim V Woolf","3,821292","43,628104"
"Non","Non","19700101",172,"Non","Primaire F. D. Roosevelt (Oxford)",9,2,"La Mosson","La Mosson","F","Hauts de Massane","Prim.","Primaire","19700101","Rue d'Oxford",0,0,566,0,0,0,0,78,"Non","Non","Non","peuplier, savonnier",0,0,34446,"C13",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,5,0,0,0,0,"719800,91258","148572,02554753",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",566,0,566,5,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Halles de la Paillade (303 m)","15 - Oxford (57 m)",0,"Non","Prim Roosevelt","3,821175","43,62737"
"Non","Non","19700101",201,"Non","Primaire Gambetta",1,22,"Gambetta","Centre","B","Peyrou","Prim.","Primaire","19700101","rue des soldats",0,0,7,0,0,0,0,0,"Non","Non","Non","6 platanes, 1 murier platane",0,0,34445,"J9",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"723858,55082475","146459,64888477",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",7,0,7,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Gambetta (106 m)",0,"Non","Prim Gambetta","3,87096","43,60769"
"Non","Non","19700101",212,"Non","Primaire PainlevÚ",4,26,"La Pompignane","Port Marianne","L","Port Marianne","Prim.","Primaire","19700101","Avenue de la Pompignane",0,0,950,0,0,0,0,46,"Non","Non","Non","7 arbres",0,0,34445,"N10",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"726043,55423018","146749,31502481",470,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",950,0,1420,0,0,0,0,0,0,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Pompignane (364 m)","9 - Place de l'Europe (243 m)",0,"Non","Prim PainlevÚ","3,89809","43,609927"
"Non","Non","19700101",213,"Non","Primaire Jean Mermoz",3,25,"Antigone","Centre","C","Antigone","Prim.","Primaire","19700101","Boulevard des Sports",0,0,950,0,0,0,0,0,"Non","Non","Non",,0,0,34445,"M10",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"725534,43130479","147114,1303993",460,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",950,0,1410,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Pompignane (267 m)","La Ronde - Jean Mermoz (47 m)",0,"Non","Primaire Jean Mermoz","3,891868","43,613298"
"Non","Non","19700101",222,"Non","Primaire Sun Yat Sen (Chamberte 2)",8,7,"La Chamberte","Les CÚvennes","H","CÚvennes","Prim.","Primaire","19700101","759 rue croix de figuerolles",0,0,311,0,0,0,0,47,"Non","Non","Non","5 sophoras",0,0,34445,"F8",55,"Affaires scolaires primaire",1,"SEV",33681,2,"Normal",0,0,0,0,300,0,0,"721785,9034076","146003,18297541",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",611,0,611,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"11 - Pas du Loup (375 m)",0,"Non","Prim Sun Yat Sen","3,845185","43,603927"
"Non","Non","19650101",325,"Non","Primaire Paul Langevin (citÚ Astruc)",7,6,"Les CÚvennes","Les CÚvennes","H","CÚvennes","Prim.","Primaire","19650101","CitÚ Astruc",0,0,325,0,0,0,0,120,"Non","Non","Oui",,0,0,35349,"H10",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,180,0,0,"722478,53761039","146809,85482767",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",505,0,505,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - CitÚ Astruc (76 m)",0,"Non","Prim Langevin","3,853948","43,611072"
"Non","Non","19700101",339,"Non","Primaire LÚopold Sedar Senghor (Bologne)",9,2,"La Mosson","La Mosson","F","Hauts de Massane","Prim.","Primaire","19700101","Rue de Bologne",0,0,989,0,0,0,0,61,"Non","Non","Non","sophora, olivier",0,0,34446,"B13",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,10,0,0,0,0,"719564,53407893","148576,54501198",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",989,0,989,10,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Halles de la Paillade (81 m)","15 - Halles de la Paillade (27 m)",0,"Non","Prim L Sedar Senghor","3,818248","43,627449"
"Non","Non","19700101",348,"Non","Primaire Antoine Balard (Salamanque)",9,2,"La Mosson","La Mosson","G","Mosson","Prim.","Primaire","19700101","Rue de Salamanque",0,0,100,0,0,0,0,75,"Non","Non","Non",,0,0,34445,"B12",55,"Affaires scolaires primaire",1,"SEV",33634,2,"Normal",0,0,0,0,0,0,0,"719579,98434112","148235,79841328",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",100,0,100,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Halles de la Paillade (302 m)","15 - Trident (134 m)",0,"Non","Prim A Balard","3,818363","43,624379"
"Non","Non","19700101",352,"Non","Primaire Julie DaubiÚ (ex  Cevennes)",7,5,"Alco","Les CÚvennes","H","CÚvennes","Prim.","Primaire","19700101","AllÚe de l'Aqueduc",0,0,122,0,0,0,0,50,"Non","Non","Non",,0,0,34862,"G12",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,60,0,0,"721510,32118003","147719,10801254",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",182,0,182,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"16 - CÚvennes (125 m)",0,"Non","Prim DaubiÚ","3,84216","43,619415"
"Non","Non","19700101",353,"Non","Primaire Simon Bolivar (Barcelone)",9,2,"La Mosson","La Mosson","G","Mosson","Prim.","Primaire","19700101","Avenue de Barcelone",0,0,125,0,0,0,0,240,"Non","Non","Non",,0,0,34445,"B12",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,55,0,0,"719542,8826911","148132,58645772",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",180,0,180,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Mosson (209 m)","15 - Trident (103 m)",0,"Non","Prim S Bolivar","3,817881","43,623457"
"Non","Non","19700101",354,"Non","Primaire LÚo Mallet (ex MoliÞre)",10,3,"Celleneuve","La Mosson","G","Mosson","Prim.","Primaire","19700101","5 AllÚe Pierre Carabasse",0,0,580,0,0,0,5,26,"Non","Non","Non",,0,0,34445,"D10",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"720651,62293469","146934,08754811",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",585,0,585,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Petit-Bard (253 m)",0,"Non","Prim L Mallet","3,831347","43,612491"
"Non","Non","19700101",359,"Non","Primaire B. Spinosa (la Martelle)",10,4,"La Martelle","Les CÚvennes","H","CÚvennes","Prim.","Primaire","19700101","rue Viollet le duc",0,0,290,0,0,0,0,84,"Non","Non","Non","2 pins",0,0,34445,"E9",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"721105,88166374","146498,9577151",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",290,0,290,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"La Ronde - La Colline (73 m)",0,"Non","Prim B. Spinosa","3,836876","43,608501"
"Non","Non","19700101",361,"Non","Primaire Charles Baudelaire (les Pins)",7,6,"Les CÚvennes","Les CÚvennes","H","CÚvennes","Prim.","Primaire","19700101",,0,0,367,0,0,0,0,177,"Non","Non","Non",,0,0,35076,"F11",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"721801,24856596","147440,58287788",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",367,0,367,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"6 - Las Cazes (118 m)",0,"Non","Prim Baudelaire","3,845702","43,61686"
"Non","Non","19750101",363,"Non","Primaire FrÚdÚric Bazille",8,15,"Figuerolles","Centre","B","Peyrou","Prim.","Primaire","19750101","146,rue du Mas de Merle",0,0,436,0,0,0,0,30,"Non","Non","Non","2 sophoras, 8 pins, 5 cyprÞs, 1 maclura",0,0,34445,"H9",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,3,13,0,0,0,"722807,61768459","146156,00393608",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",436,0,436,16,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39374,,"11 - CitÚ GÚly (14 m)",0,"Non","Prim Bazille","3,857873","43,605133"
"Non","Non","19700101",365,"Non","Primaire Victor Schoelcher (Pas du Loup)",8,8,"Pas du Loup","Croix d'Argent","W","Croix d'Argent","Prim.","Primaire","19700101","65, rue Robespierre",0,0,1504,0,0,0,0,30,"Non","Non","Non","3 albizia, 5 acacias de besson",0,0,34457,"G8",55,"Affaires scolaires primaire",1,"SEV",33681,2,"Normal",0,0,0,0,0,0,0,"721844,86665309","145614,50903278",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1504,0,1504,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"11 - Pas du Loup (20 m)",0,"Non","Prim V Schoelcher","3,845828","43,600419"
"Non","Non","19700101",367,"Non","Primaire Winston Churchill (Estanove)",8,9,"Estanove","Croix d'Argent","W","Croix d'Argent","Prim.","Primaire","19700101","424, rue du lavandin  Rue Font Couverte",0,0,255,0,0,0,0,78,"Non","Non","Non","2 albizias",0,0,34862,"H7",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"722565,03805787","145507,51333955",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",255,0,255,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"11 - Les Roses (439 m)",0,"Non","Prim W Churchill","3,854721","43,599336"
"Non","Non","19700101",400,"Non","Primaire Jean Mace (la Rauze)",5,14,"Les Aiguerelles","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Prim.","Primaire","19700101","289, rue de saint Hilaire",0,5,0,0,0,0,0,0,"Non","Non","Non","melias",0,0,34445,"N6",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"725971,24279899","144854,08286326",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",5,0,5,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39113,,"8 - Les CÞdres (202 m)",0,"Non","Prim J Mace","3,89675","43,592883"
"Non","Non","19700101",401,"Non","Primaire Jacques Brel CitÚ Mion 1 &2",5,13,"Saint-Martin","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Prim.","Primaire","19700101","rue FrÚdÚric FabrÞge",0,10,80,0,0,0,0,100,"Non","Non","Non","5 sophoras",0,0,34445,"L7",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,5,0,0,0,0,"724785,46145212","145338,82170138",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",90,0,90,5,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - Coquelicots (88 m)",0,"Non","Prim J Brel","3,882179","43,597447"
"Non","Non","19700101",404,"Non","Primaire Diderot (PrÞs d'ArÞnes)",5,13,"Saint-Martin","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Prim.","Primaire","19700101","rue de la Bandido",500,0,168,0,0,0,0,0,"Non","Non","Non","prunus",0,0,34445,"M6",55,"Affaires scolaires primaire",1,"SEV",33679,2,"Normal",0,0,0,0,0,0,0,"725183,3845313","144707,14771675",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",668,0,668,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - Saint-Martin (83 m)",0,"Non","Prim Diderot","3,886959","43,591695"
"Non","Non","19700101",410,"Non","Primaire Garibaldi (Mas Drevon)",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Prim.","Primaire","19700101","place Fontjun",0,0,1900,0,0,0,0,20,"Non","Non","Non","tamaris, peuplier, 10 pins d' halep",0,0,34445,"J6",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,2,10,0,0,0,"723699,63384226","144783,13778179",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1900,0,1900,12,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Croix d'Argent (192 m)","5 - Richemont (241 m)",0,"Non","Prim Garibaldi","3,868605","43,592629"
"Non","Non","19700101",414,"Non","Primaire Voltaire 1 et 2",6,11,"Croix d'Argent","Croix d'Argent","W","Croix d'Argent","Prim.","Primaire","19700101","rue Henri Sellier",0,20,740,0,0,0,0,140,"Non","Non","Non","15 sophora",0,0,34445,"i7",55,"Affaires scolaires primaire",1,"SEV",33770,2,"Normal",0,0,15,0,0,0,0,"723319,15799793","145072,38350654",314,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",760,0,1074,15,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Croix d'Argent (295 m)","6 - Croix d'Argent (206 m)",0,"Non","Prim Voltaire 1 et 2","3,86396","43,595295"
"Non","Non","19700101",416,"Non","Primaire Georges Simenon (Lantissargues)",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Prim.","Primaire","19700101","rue Alain",0,0,60,0,0,0,0,0,"Non","Non","Non","bouleau, nÚflier",0,0,34445,"J7",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,2,0,500,0,0,"723856,44874826","145102,54830414",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",560,0,560,2,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Mas Drevon (129 m)","5 - Mas Drevon (114 m)",0,"Non","Prim G Simenon","3,87062","43,595477"
"Non","Non","19700101",417,"Non","Primaire Dante AlighiÚri  (Chamberte 1)",8,7,"La Chamberte","Les CÚvennes","H","CÚvennes","Prim.","Primaire","19700101","rue de la croix de Figuerolles",0,0,234,0,0,0,0,50,"Non","Non","Non","sophora",0,0,34445,"F8",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"721804,92719982","145999,29413391",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",234,0,234,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"11 - Pas du Loup (368 m)",0,"Non","Prim AlighiÚri","3,845419","43,603888"
"Non","Non","19870101",473,"Non","Primaire PÚricles (Antigone)",3,25,"Antigone","Centre","C","Antigone","Prim.","Primaire","19870101","boulevard d'Antigone",0,0,26,0,0,0,0,0,"Non","Non","Non",,0,0,34445,"M9",55,"Affaires scolaires primaire",1,"SEV",33675,2,"Normal",0,0,0,0,0,0,0,"725258,74397339","146614,99233723",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",26,0,26,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Antigone (123 m)","8 - H¶tel de Ville (167 m)",0,"Non","Primaire PÚricles","3,888337","43,608852"
