Identifiant Observation,Ordre Observation,Nom Sélectionné,Numéro Nomenclatural Nom Selectionné,Nom Retenu,Numéro Nomenclatural Nom Retenu,Numéro Taxonomique,Famille,Référentiel Taxonomique,Code Insee,Commune,Lieu-Dit,Station,Milieu,Latitude,Longitude,Référentiel Géographique,Date Observation,Mots Clés,Commentaires,Date Création,Date Modification,Date Transmission
318665,1252,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318666,1253,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318667,1254,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318668,1255,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318669,1256,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318670,1257,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318671,1258,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318672,1259,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318673,1260,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318674,1261,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318675,1262,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318676,1263,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:04,2011-05-06 11:45:38,2011-05-06 11:45:38
318677,1264,Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318678,1265,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318679,1266,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318680,1267,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318681,1268,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318682,1269,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318683,1270,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318684,1271,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318685,1272,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318686,1273,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318687,1274,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318688,1275,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318689,1276,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318690,1277,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318691,1278,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318692,1279,Aesculus hippocastanum L.,1053,Aesculus hippocastanum L.,1053,3465,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-18 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318693,1280,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318694,1281,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318695,1282,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318696,1283,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318697,1284,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318698,1285,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318699,1286,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318700,1287,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318701,1288,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:05,2011-05-06 11:45:38,2011-05-06 11:45:38
318702,1289,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318703,1290,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318704,1291,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318705,1292,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318706,1293,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318707,1294,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318708,1295,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318709,1296,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318710,1297,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318711,1298,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318712,1299,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318713,1300,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318714,1301,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318715,1302,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318716,1303,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318717,1304,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318718,1305,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318719,1306,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318720,1307,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318721,1308,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318722,1309,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318723,1310,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318724,1311,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318725,1312,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318726,1313,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318727,1314,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318728,1315,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318729,1316,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318730,1317,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318731,1318,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318732,1319,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318733,1320,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318734,1321,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318735,1322,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318736,1323,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318737,1324,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318738,1325,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318739,1326,Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318740,1327,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318741,1328,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318742,1329,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318743,1330,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318744,1331,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318745,1332,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318746,1333,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318747,1334,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318748,1335,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318749,1336,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318750,1337,Fraxinus ornus L.,75140,Fraxinus ornus L.,75140,30132,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-05 00:00:00,,,2011-05-06 11:42:06,2011-05-06 11:45:38,2011-05-06 11:45:38
318751,1338,Olea europaea L.,44593,Olea europaea L.,44593,3956,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:07,2011-05-06 11:45:38,2011-05-06 11:45:38
318752,1339,Olea europaea L.,44593,Olea europaea L.,44593,3956,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:07,2011-05-06 11:45:38,2011-05-06 11:45:38
318753,1340,Olea europaea L.,44593,Olea europaea L.,44593,3956,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:07,2011-05-06 11:45:38,2011-05-06 11:45:38
318754,1341,Olea europaea L.,44593,Olea europaea L.,44593,3956,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:07,2011-05-06 11:45:38,2011-05-06 11:45:38
318755,1342,Olea europaea L.,44593,Olea europaea L.,44593,3956,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:07,2011-05-06 11:45:38,2011-05-06 11:45:38
318756,1343,Olea europaea L.,44593,Olea europaea L.,44593,3956,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:07,2011-05-06 11:45:38,2011-05-06 11:45:38
318757,1344,Olea europaea L.,44593,Olea europaea L.,44593,3956,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:07,2011-05-06 11:45:38,2011-05-06 11:45:38
318758,1345,Olea europaea L.,44593,Olea europaea L.,44593,3956,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-07 00:00:00,,,2011-05-06 11:42:07,2011-05-06 11:45:38,2011-05-06 11:45:38
