"REG","uu","dc","nomc","iris","nom","note","A","BCatABC","BCatA","BCatB","BCatC","BCatD","BCatE","AH","AF","AHLt25","AFLt25","AH2549","AF2549","AHGe50","AFGe50","BE","BEH","BEF","BFor6","BFor5","BFor4","BFor3","BFor12","BDur1","BDur2","BDur3","BDur4","BIns1","BIns2","BIns3","BRecu","BQal1","BQal2","BQal3","BQal4","BQal5","Bind","Brmi"
"Code région","Code unité urbaine (agglomération)","Code département / commune","Nom de la commune","Code IRIS","Nom de la zone","Disponibilité (voir documentation)","DEFM toutes catégories","Catégorie A, B ou C","Catégorie A","Catégorie B","Catégorie C","Catégorie D","Catégorie E","Hommes","Femmes","Hommes de moins de 25 ans","Femmes de moins de 25 ans","Hommes de 25 à moins de 50 ans","Femmes de 25 à moins de 50 ans","Hommes de 50 ans et +","Femmes de 50 ans et +","Etrangers","Hommes étrangers","Femmes étrangères","Niveau de formation : Sortie avant troisième","Niveau de formation : CEP SES","Niveau de formation : BEPC BEP CAP","Niveau de formation : Bac, BTn, BT, BP","Niveau de formation : Bac+2 et plus","Durée du chômage : Moins de 6 mois","Durée du chômage : 6 mois à moins d'un an","Durée du chômage : un an à moins de deux ans","Durée du chômage : plus de deux ans","Motif d'inscription : 1ère entrée sur le marché du travail","Motif d'inscription : Licenciement","Motif d'inscription : Fin de CDD","Réinscription depuis moins de 7 mois d’intervalle","Niveau de qualification : Manoeuvres ou ouvriers spécialisés","Niveau de qualification : Ouvriers qualifiés","Niveau de qualification : Employés non qualifiés","Niveau de qualification : Employés qualifiés","Niveau de qualification : Cadres, techniciens, agents de maitrise","Indemnisés","Titulaires du Revenu Minimum d'Insertion ou du revenu de Solidarité active"
"91","34701","34172","Montpellier","1603","LA RAUZE",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91","34701","34172","Montpellier","1701","TOURNEZY",0,477,431,320,44,67,19,27,204,227,31,31,155,174,18,22,50,24,26,44,41,166,88,91,212,91,79,49,14,100,97,141,28,49,101,207,45,292,87
"91","34701","34172","Montpellier","1802","PORT MARIANNE",4,534,472,332,55,85,25,37,243,229,40,39,178,162,25,28,76,47,29,27,26,115,119,185,222,87,89,74,16,86,127,138,23,36,89,231,92,307,99
"91","34701","34172","Montpellier","1803","LA LIRONDE",4,347,309,245,25,39,17,21,151,158,20,30,119,113,12,15,39,28,11,15,18,68,86,122,177,54,44,34,17,45,99,86,6,26,43,161,73,177,84
"91","34701","34172","Montpellier","1804","RIVE DU LEZ",4,411,356,255,50,51,28,27,164,192,25,25,129,145,10,22,41,17,24,23,13,98,70,152,200,53,70,33,7,100,95,84,15,29,51,168,93,251,57
"91","34701","34172","Montpellier","1901","EUREKA",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91","34701","34172","Montpellier","1903","MILLÉNAIRE",4,186,163,118,21,24,8,15,77,86,12,17,59,58,6,11,12,8,4,8,8,43,40,64,81,32,26,24,4,34,37,29,7,10,22,81,43,104,29
"91","34701","34172","Montpellier","1904","GRAMMONT",4,256,227,163,26,38,10,19,128,99,26,13,91,74,11,12,9,7,2,23,19,60,49,75,101,49,48,29,6,59,59,61,10,27,29,102,58,163,39
"91","34701","34172","Montpellier","2001","PONT DE SETE",0,338,301,224,44,33,16,21,163,138,29,26,118,100,16,12,40,25,15,16,16,82,73,114,160,47,48,46,18,42,78,90,13,26,53,141,66,181,72
"91","34701","34172","Montpellier","2002","MEDITERRANNEE",0,383,336,254,48,34,23,24,177,159,26,35,132,107,19,17,37,26,11,16,14,71,82,152,176,60,56,44,18,54,102,96,16,29,38,178,74,204,79
