"CIRCULATIO,C,50","CODCOMM,C,6","DOMAINE,C,50","HIERARCHIE,C,50","ID_ARC,N,10,0","F_ID_NODE,N,10,0","LONGUEUR,N,19,8","NOTES,C,80","NUM_D_D,N,10,0","NUM_D_F,N,10,0","NUM_G_D,N,10,0","NUM_G_F,N,10,0","NUMERO,C,20","OCCUPATION,C,50","PERIMETRE,N,19,8","RIVOLI,C,4","SUF_D_D,C,3","SUF_D_F,C,3","SUF_G_D,C,3","SUF_G_F,C,3","SURFACE,N,19,8","SYMBOL,N,10,0","T_ID_NODE,N,10,0","TYPE,C,50","DUOP,C,1","PROPRIO,C,50","ZAC,C,100","SHAPE_LEN,N,19,11","tarifs2011,C,50"
"DOUBLE SENS","340172","Privée",,325,380,46,,0,0,0,0,"FILAIRE_325",,0,"1145",,,,,0,0,382,,"N",,,"45,9836092233",
"DOUBLE SENS","340172","Privée",,326,379,"177,80000305",,0,0,0,0,"FILAIRE_326",,0,"455",,,,,0,0,380,,"N",,,"177,884970317",
"DOUBLE SENS","340172","Publique",,327,383,"231,30000305",,0,0,0,0,"FILAIRE_327",,0,"2342",,,,,0,0,384,,"N",,,"231,401064699",
"DOUBLE SENS","340172","Publique",,328,385,"54,29999924",,0,0,0,0,"FILAIRE_328",,0,"2343",,,,,0,0,384,,"N",,,"54,342013318",
"DOUBLE SENS","340172","Publique",,329,386,"146,19999695",,0,0,0,0,"FILAIRE_329",,0,"2343",,,,,0,0,385,,"N",,,"146,250279764",
"DOUBLE SENS","340172","Privée",,330,387,"93,09999847",,0,0,0,0,"FILAIRE_330",,0,"2347",,,,,0,0,386,,"N",,,"93,1804491753",
"DOUBLE SENS","340172","Privée",,331,387,157,,0,0,0,0,"FILAIRE_331",,0,"2346",,,,,0,0,385,,"N",,,"157,045529519",
"SENS UNIQUE","340172","Publique",,947,909,"119,59999847",,0,0,0,0,"FILAIRE_947",,0,"1084",,,,,0,0,44,,"N",,,"119,622444069","jaune"
"DOUBLE SENS","340172","Publique",,948,45,44,,0,0,0,0,"FILAIRE_948",,0,"1783",,,,,0,0,909,,"N",,,"44,0648701469","jaune"
"DOUBLE SENS","340172","Publique",,949,909,"78,69999695",,0,0,0,0,"FILAIRE_949",,0,"1783",,,,,0,0,904,,"N",,,"78,7638922194","jaune"
"SENS UNIQUE","340172","Publique",,950,905,"143,30000305",,0,0,0,0,"FILAIRE_950",,0,"1349",,,,,0,0,910,,"N",,,"143,369225091","jaune"
"SENS UNIQUE","340172","Publique",,951,910,"91,40000153",,0,0,0,0,"FILAIRE_951",,0,"433",,,,,0,0,911,,"N",,,"91,4651628217","jaune"
"SENS UNIQUE","340172","Publique",,952,911,"28,70000076",,0,0,0,0,"FILAIRE_952",,0,"433",,,,,0,0,908,,"N",,,"28,6690813123","orange"
"SENS UNIQUE","340172","Publique",,953,911,"85,5",,0,0,0,0,"FILAIRE_953",,0,"1515",,,,,0,0,128,,"N",,,"85,4899518256","jaune"
"SENS UNIQUE","340172","Publique",,954,905,"109,69999695",,0,0,0,0,"FILAIRE_954",,0,"1515",,,,,0,0,911,,"N",,,"109,78395619","jaune"
"DOUBLE SENS","340172","Publique",,957,913,"105,40000153",,0,0,0,0,"FILAIRE_957","Piéton",0,"2539",,,,,0,0,9717,,"N",,"ANTIGONE","105,402356782",
"DOUBLE SENS","340172","Publique",,958,913,"39,5",,0,0,0,0,"FILAIRE_958",,0,"2519",,,,,0,0,915,,"N",,"ANTIGONE","39,5429452666","jaune"
"DOUBLE SENS","340172","Publique",,959,915,"86,09999847",,0,0,0,0,"FILAIRE_959","Piéton",0,"2231",,,,,0,0,12197,,"N",,"ANTIGONE","86,1115588925","jaune"
"DOUBLE SENS","340172","Publique",,960,915,"11,80000019",,0,0,0,0,"FILAIRE_960",,0,"1607",,,,,0,0,916,,"N",,"ANTIGONE","11,8033449369",
"SENS UNIQUE","340172","Publique",,961,128,"123,80000305",,0,0,0,0,"FILAIRE_961",,0,"1515",,,,,0,0,917,,"N",,,"123,817597682","jaune"
"SENS UNIQUE","340172","Publique",,962,917,"42,09999847",,0,0,0,0,"FILAIRE_962",,0,"1515",,,,,0,0,918,,"N",,,"42,1496888781","jaune"
"SENS UNIQUE","340172","Publique",,964,920,"44,40000153",,0,0,0,0,"FILAIRE_964",,0,"544",,,,,0,0,123,,"N",,,"44,3790178609","orange"
"SENS UNIQUE","340172","Publique",,965,917,"54,5",,0,0,0,0,"FILAIRE_965",,0,"1453",,,,,0,0,920,,"N",,,"54,5654299089","orange"
"SENS UNIQUE","340172","Publique",,966,921,"44,59999847",,0,0,0,0,"FILAIRE_966",,0,"544",,,,,0,0,920,,"N",,,"44,57070964","orange"
"SENS UNIQUE","340172","Publique",,967,125,"17,5",,0,0,0,0,"FILAIRE_967",,0,"544",,,,,0,0,11678,,"N",,,"17,5145591763","orange"
"SENS UNIQUE","340172","Publique",,968,921,"73,19999695",,0,0,0,0,"FILAIRE_968",,0,"1344",,,,,0,0,918,,"N",,,"73,2107639491","orange"
"SENS UNIQUE","340172","Publique",,969,922,"33,40000153",,0,0,0,0,"FILAIRE_969",,0,"441",,,,,0,0,287,,"N",,,"33,3995547014",
"SENS UNIQUE","340172","Publique",,970,923,"64,80000305",,0,0,0,0,"FILAIRE_970",,0,"819",,,,,0,0,286,,"N",,,"64,8111286401","orange"
"DOUBLE SENS","340172","Publique",,971,183,"212,80000305",,0,0,0,0,"FILAIRE_971",,0,"819",,,,,0,0,923,,"N",,,"212,902414642","orange"
"SENS UNIQUE","340172","Publique",,972,925,"195,1000061",,0,0,0,0,"FILAIRE_972",,0,"1507",,,,,0,0,13579,,"N",,,"195,18446086","orange"
"SENS UNIQUE","340172","Publique",,973,288,"35,5",,0,0,0,0,"FILAIRE_973",,0,"1507",,,,,0,0,925,,"N",,,"35,5357993018","orange"
"SENS UNIQUE","340172","Privée",,974,926,"75,69999695",,0,0,0,0,"FILAIRE_974",,0,"2092",,,,,0,0,925,,"N",,,"75,7527734323","orange"
"SENS UNIQUE","340172","Publique",,975,7923,"141,1000061",,0,0,0,0,"FILAIRE_975",,0,"1783",,,,,0,0,926,,"N",,,"141,126882591","jaune"
"DOUBLE SENS","340172","Privée",,976,928,"37,59999847",,0,0,0,0,"FILAIRE_976",,0,"2712",,,,,0,0,8619,,"N","SERM","ANTIGONE","37,6432443082",
"DOUBLE SENS","340172","Publique départementale",,369,424,"102,09999847","RD 21",0,0,0,0,"FILAIRE_369",,0,"2984",,,,,0,0,425,,"N",,,"102,097520886",
"DOUBLE SENS","340172","Publique",,370,426,"107,59999847",,0,0,0,0,"FILAIRE_370",,0,"1446",,,,,0,0,427,,"N",,,"107,691632198",
"DOUBLE SENS","340172","Publique",,371,428,"138,8999939",,0,0,0,0,"FILAIRE_371",,0,"486",,,,,0,0,427,,"N",,,"138,977869404",
"DOUBLE SENS","340172","Publique",,372,429,"105,80000305",,0,0,0,0,"FILAIRE_372",,0,"486",,,,,0,0,428,,"N",,,"105,80220053",
"SENS UNIQUE","340172","Publique",,374,432,"39,59999847",,0,0,0,0,"FILAIRE_374",,0,"1433",,,,,0,0,85,,"N",,,"39,5932570057",
"DOUBLE SENS","340172","Publique",,375,433,"319,79998779",,0,0,0,0,"FILAIRE_375",,0,"1941",,,,,0,0,434,,"N",,,"319,950410639",
"DOUBLE SENS","340172","Publique",,376,86,"201,3999939",,0,0,0,0,"FILAIRE_376",,0,"1028",,,,,0,0,85,,"N",,,"201,525824802",
"SENS UNIQUE","340172","Publique",,377,429,"199,80000305",,0,0,0,0,"FILAIRE_377",,0,"411",,,,,0,0,435,,"N",,,"199,841030359",
"DOUBLE SENS","340172","Publique",,378,436,"361,20001221",,0,0,0,0,"FILAIRE_378",,0,"1247",,,,,0,0,6312,,"N",,,"361,378789517",
"DOUBLE SENS","340172","Publique",,379,438,"178,1000061",,0,0,0,0,"FILAIRE_379",,0,"1445",,,,,0,0,436,,"N",,,"178,204024173",
"DOUBLE SENS","340172","Publique",,380,440,"192,80000305",,0,0,0,0,"FILAIRE_380",,0,"1640",,,,,0,0,439,,"N",,,"192,862699203",
"DOUBLE SENS","340172","Publique",,381,441,"44,40000153",,0,0,0,0,"FILAIRE_381",,0,"2218",,,,,0,0,442,,"N",,,"44,3818844546",
"DOUBLE SENS","340172","Publique",,382,463,"25,29999924",,0,0,0,0,"FILAIRE_382",,0,"2214",,,,,0,0,444,,"N",,,"25,3502828038",
"DOUBLE SENS","340172","Publique",,383,444,"40,90000153",,0,0,0,0,"FILAIRE_383",,0,"2214",,,,,0,0,445,,"N",,,"40,904475035",
"DOUBLE SENS","340172","Publique",,386,442,"17,39999962",,0,0,0,0,"FILAIRE_386",,0,"2182",,,,,0,0,448,,"N",,,"17,363537262",
"DOUBLE SENS","340172","Publique",,387,449,"48,09999847",,0,0,0,0,"FILAIRE_387",,0,"2410",,,,,0,0,441,,"N",,,"48,0962730133",
"DOUBLE SENS","340172","Mixte",,388,450,"259,5",,0,0,0,0,"FILAIRE_388",,0,"2440",,,,,0,0,451,,"N",,,"259,579374959",
"DOUBLE SENS","340172","Publique",,389,9297,"62,40000153",,0,0,0,0,"FILAIRE_389",,0,"2438",,,,,0,0,453,,"N",,,"62,4008077301",
"DOUBLE SENS","340172","Publique",,390,454,"12,39999962",,0,0,0,0,"FILAIRE_390",,0,"2183",,,,,0,0,455,,"N",,,"12,4364823129",
"DOUBLE SENS","340172","Publique",,391,455,"25,60000038",,0,0,0,0,"FILAIRE_391",,0,"2183",,,,,0,0,10338,,"N",,,"25,6146420541",
"DOUBLE SENS","340172","Publique",,394,453,"84,90000153",,0,0,0,0,"FILAIRE_394",,0,"2438",,,,,0,0,455,,"N",,,"84,9420266384",
"SENS UNIQUE","340172","Publique",,395,448,"137,19999695",,0,0,0,0,"FILAIRE_395",,0,"2218",,,,,0,0,10338,,"N",,,"137,250576041",
"DOUBLE SENS","340172","Publique",,396,444,"39,40000153","Classée par acte notarié le 17/11/2006",0,0,0,0,"FILAIRE_396",,0,"2217",,,,,0,0,458,,"N",,,"39,4180502381",
"DOUBLE SENS","340172","Publique",,397,459,"17,89999962","Classée par acte notarié le 17/11/2006",0,0,0,0,"FILAIRE_397",,0,"2215",,,,,0,0,460,,"N",,,"17,9242574309",
"DOUBLE SENS","340172","Publique",,400,463,"59,40000153",,0,0,0,0,"FILAIRE_400",,0,"2213",,,,,0,0,462,,"N",,,"59,4250767257",
"DOUBLE SENS","340172","Publique",,402,464,"23,20000076",,0,0,0,0,"FILAIRE_402",,0,"2209",,,,,0,0,463,,"N",,,"23,1627275186",
"DOUBLE SENS","340172","Publique",,403,465,"21,10000038",,0,0,0,0,"FILAIRE_403",,0,"2210",,,,,0,0,466,,"N",,,"21,0776314412",
"DOUBLE SENS","340172","Publique",,404,465,"43,79999924",,0,0,0,0,"FILAIRE_404",,0,"2218",,,,,0,0,441,,"N",,,"43,8153414235",
"DOUBLE SENS","340172","Publique",,409,469,"23,29999924","Classée par acte notarié le 17/11/2006",0,0,0,0,"FILAIRE_409",,0,"2219",,,,,0,0,459,,"N",,,"23,3273533915",
"DOUBLE SENS","340172","Publique",,410,469,"50,20000076",,0,0,0,0,"FILAIRE_410",,0,"2241",,,,,0,0,470,,"N",,,"50,2016071086",
"DOUBLE SENS","340172","Publique",,411,459,"62,09999847","Classée par acte notarié le 17/11/2006",0,0,0,0,"FILAIRE_411",,0,"2219",,,,,0,0,6052,,"N",,,"62,0882614302",
"DOUBLE SENS","340172","Publique",,413,471,"27,20000076",,0,0,0,0,"FILAIRE_413",,0,"2241",,,,,0,0,469,,"N",,,"27,2299738614",
"DOUBLE SENS","340172","Publique",,414,472,"97,69999695",,0,0,0,0,"FILAIRE_414",,0,"2241",,,,,0,0,471,,"N",,,"97,7413283512",
"DOUBLE SENS","340172","Publique",,416,472,"228,69999695",,0,0,0,0,"FILAIRE_416",,0,"2364",,,,,0,0,471,,"N",,,"228,750982553",
"DOUBLE SENS","340172","Publique",,418,474,"78,59999847",,0,0,0,0,"FILAIRE_418",,0,"2241",,,,,0,0,472,,"N",,,"78,6263762175",
"DOUBLE SENS","340172","Publique",,419,448,"46,70000076",,0,0,0,0,"FILAIRE_419",,0,"2182",,,,,0,0,9298,,"N",,,"46,7454611727",
"INTERDIT","340172","Publique",,420,466,"23,89999962",,0,0,0,0,"FILAIRE_420",,0,"2210",,,,,0,0,468,,"N",,,"23,9026171241",
"DOUBLE SENS","340172","Publique",,421,475,"74,09999847",,0,0,0,0,"FILAIRE_421",,0,"2210",,,,,0,0,465,,"N",,,"74,1324263264",
"DOUBLE SENS","340172","Publique",,1924,1693,"18,89999962",,0,0,0,0,"FILAIRE_1924",,0,"2252",,,,,0,0,1694,,"N",,,"18,8906912327",
"DOUBLE SENS","340172","Publique",,1925,1694,"31,60000038",,0,0,0,0,"FILAIRE_1925",,0,"2252",,,,,0,0,1695,,"N",,,"31,6272119121",
"DOUBLE SENS","340172","Publique",,1927,1695,"59,79999924",,0,0,0,0,"FILAIRE_1927",,0,"2252",,,,,0,0,1696,,"N",,,"59,8500026307",
"DOUBLE SENS","340172","Publique",,1928,1696,"57,29999924",,0,0,0,0,"FILAIRE_1928",,0,"2252",,,,,0,0,1697,,"N",,,"57,3666934172",
"DOUBLE SENS","340172","Publique",,1929,1698,68,,0,0,0,0,"FILAIRE_1929",,0,"1167",,,,,0,0,1697,,"N",,,"68,0647760165",
"DOUBLE SENS","340172","En voie de classement (DCM)",,1930,1699,"122,09999847",,0,0,0,0,"FILAIRE_1930",,0,"2251",,,,,0,0,1698,,"N",,,"122,123324208",
"DOUBLE SENS","340172","Publique",,1931,1689,"154,8999939",,0,0,0,0,"FILAIRE_1931",,0,"1167",,,,,0,0,1698,,"N",,,"154,913316582",
"DOUBLE SENS","340172","Publique",,1932,1689,"62,20000076",,0,0,0,0,"FILAIRE_1932",,0,"1544",,,,,0,0,1700,,"N",,,"62,2682339691",
"DOUBLE SENS","340172","Publique",,1933,1697,"55,90000153",,0,0,0,0,"FILAIRE_1933",,0,"1167",,,,,0,0,1701,,"N",,,"55,9207736271",
"DOUBLE SENS","340172","Publique",,1934,1702,"29,89999962","Classée par acte notarié le 05/07/2007",0,0,0,0,"FILAIRE_1934",,0,"2404",,,,,0,0,1703,,"N",,,"29,9479814533",
"DOUBLE SENS","340172","Publique",,1935,1703,32,"Classée par acte notarié le 05/07/2007",0,0,0,0,"FILAIRE_1935",,0,"2403",,,,,0,0,1704,,"N",,,"32,0172077123",
"DOUBLE SENS","340172","Publique",,1936,1700,"417,1000061",,0,0,0,0,"FILAIRE_1936",,0,"888",,,,,0,0,1705,,"N",,,"417,222141503",
"DOUBLE SENS","340172","Publique",,1937,1706,"24,79999924","Classée par acte notarié en juin 2007",0,0,0,0,"FILAIRE_1937",,0,"2255",,,,,0,0,1707,,"N",,,"24,8090425277",
"DOUBLE SENS","340172","Publique",,1938,1707,"26,5","Classée par acte notarié en juin 2007",0,0,0,0,"FILAIRE_1938",,0,"2254",,,,,0,0,1708,,"N",,,"26,5284300465",
"DOUBLE SENS","340172","Publique",,1939,1709,"43,40000153","Classée par acte notarié en juin 2007",0,0,0,0,"FILAIRE_1939",,0,"2254",,,,,0,0,1707,,"N",,,"43,462654411",
"DOUBLE SENS","340172","Publique",,1940,157,"20,89999962",,0,0,0,0,"FILAIRE_1940",,0,"2252",,,,,0,0,1709,,"N",,,"20,949807902",
"DOUBLE SENS","340172","Privée",,1941,1710,"75,5",,0,0,0,0,"FILAIRE_1941",,0,"2257",,,,,0,0,156,,"N",,,"75,4876448582",
"DOUBLE SENS","340172","Privée",,1942,1710,"48,90000153",,0,0,0,0,"FILAIRE_1942",,0,"2258",,,,,0,0,1711,,"N",,,"48,8938734523",
"DOUBLE SENS","340172","Publique",,539,596,"224,3999939",,0,0,0,0,"FILAIRE_539",,0,"2190",,,,,0,0,13557,,"N",,,"224,507976275",
"DOUBLE SENS","340172","Publique",,540,598,"23,79999924",,0,0,0,0,"FILAIRE_540",,0,"2549",,,,,0,0,599,,"N",,,"23,7642880508",
"SENS UNIQUE","340172","Publique",,541,600,"50,70000076",,0,0,0,0,"FILAIRE_541",,0,"2549",,,,,0,0,598,,"N",,,"50,6909440805",
"DOUBLE SENS","340172","Publique",,542,493,"69,19999695",,0,0,0,0,"FILAIRE_542",,0,"2552",,,,,0,0,601,,"N",,,"69,2062461095",
"DOUBLE SENS","340172","Publique",,543,601,102,,0,0,0,0,"FILAIRE_543",,0,"2543",,,,,0,0,602,,"N",,,"102,021587208",
"SENS UNIQUE","340172","Publique",,544,598,"110,59999847",,0,0,0,0,"FILAIRE_544",,0,"2551",,,,,0,0,602,,"N",,,"110,677629391",
"DOUBLE SENS","340172","Publique",,545,491,60,"Classée par acte notarié en novembre 2003",0,0,0,0,"FILAIRE_545",,0,"2841",,,,,0,0,602,,"O",,,"59,9946299805",
"DOUBLE SENS","340172","Publique",,546,506,"55,20000076",,0,0,0,0,"FILAIRE_546",,0,"2543",,,,,0,0,601,,"N",,,"55,220330094",
"DOUBLE SENS","340172","Publique",,547,493,"36,70000076",,0,0,0,0,"FILAIRE_547",,0,"2544",,,,,0,0,507,,"N",,,"36,7137805015",
"SENS UNIQUE","340172","Publique",,548,498,"142,80000305",,0,0,0,0,"FILAIRE_548",,0,"2546",,,,,0,0,603,,"N",,,"142,820655167",
"SENS UNIQUE","340172","Publique",,549,600,"83,40000153",,0,0,0,0,"FILAIRE_549",,0,"2550",,,,,0,0,604,,"N",,,"83,3870902892",
"DOUBLE SENS","340172","Publique",,550,605,"12,80000019",,0,0,0,0,"FILAIRE_550",,0,"2543",,,,,0,0,604,,"N",,,"12,853066517",
"DOUBLE SENS","340172","Publique",,551,602,"34,90000153",,0,0,0,0,"FILAIRE_551",,0,"2543",,,,,0,0,605,,"N",,,"34,9009925435",
"DOUBLE SENS","340172","Publique",,552,606,"64,40000153",,0,0,0,0,"FILAIRE_552",,0,"2839",,,,,0,0,605,,"O",,,"64,3837251791",
"DOUBLE SENS","340172","Publique",,554,607,"46,70000076",,0,0,0,0,"FILAIRE_554",,0,"2544",,,,,0,0,491,,"N",,,"46,6758100422",
"DOUBLE SENS","340172","Publique",,555,607,"44,70000076",,0,0,0,0,"FILAIRE_555",,0,"2814",,,,,0,0,606,,"O",,,"44,7307478025",
"DOUBLE SENS","340172","Publique",,556,609,"137,19999695",,0,0,0,0,"FILAIRE_556",,0,"1254",,,,,0,0,489,,"N",,,"137,302613117",
"DOUBLE SENS","340172","Publique",,557,609,"33,59999847",,0,0,0,0,"FILAIRE_557",,0,"2544",,,,,0,0,607,,"N",,,"33,6025413069",
"DOUBLE SENS","340172","Publique",,558,495,"132,3999939",,0,0,0,0,"FILAIRE_558",,0,"1254",,,,,0,0,609,,"N",,,"132,42871652",
"DOUBLE SENS","340172","Publique",,559,490,"35,59999847","Classée par acte notarié le 13/11/2003",0,0,0,0,"FILAIRE_559",,0,"2697",,,,,0,0,609,,"N",,,"35,5802651768",
"DOUBLE SENS","340172","Publique",,560,606,"47,90000153",,0,0,0,0,"FILAIRE_560",,0,"2814",,,,,0,0,610,,"O",,,"47,9061387266",
"DOUBLE SENS","340172","Publique",,561,611,31,,0,0,0,0,"FILAIRE_561",,0,"2543",,,,,0,0,489,,"N",,,"31,0456944638",
"DOUBLE SENS","340172","Publique",,562,604,"97,80000305",,0,0,0,0,"FILAIRE_562",,0,"2543",,,,,0,0,611,,"N",,,"97,8648679232",
"SENS UNIQUE","340172","Publique",,563,611,"138,6000061",,0,0,0,0,"FILAIRE_563",,0,"2549",,,,,0,0,600,,"N",,,"138,66080496",
"DOUBLE SENS","340172","Publique",,564,497,104,,0,0,0,0,"FILAIRE_564",,0,"2057",,,,,0,0,612,,"N",,,"104,08570417",
"DOUBLE SENS","340172","Privée",,565,613,"227,8999939",,0,0,0,0,"FILAIRE_565",,0,"858",,,,,0,0,612,,"N",,,"227,986321579",
"DOUBLE SENS","340172","Privée",,566,614,"39,20000076",,0,0,0,0,"FILAIRE_566",,0,"2283",,,,,0,0,615,,"N",,,"39,1728917167",
"DOUBLE SENS","340172","Privée",,567,616,"20,20000076",,0,0,0,0,"FILAIRE_567",,0,"2278",,,,,0,0,617,,"N",,,"20,2444203703",
"DOUBLE SENS","340172","Privée",,568,617,"60,09999847",,0,0,0,0,"FILAIRE_568",,0,"2278",,,,,0,0,618,,"N",,,"60,1671951441",
"DOUBLE SENS","340172","En voie de classement (DCM)",,569,619,"69,80000305",,0,0,0,0,"FILAIRE_569",,0,"2277",,,,,0,0,620,,"N",,,"69,7999617335",
"DOUBLE SENS","340172","Privée",,570,619,"69,30000305",,0,0,0,0,"FILAIRE_570",,0,"2278",,,,,0,0,617,,"N",,,"69,3456957138",
"DOUBLE SENS","340172","En voie de classement (DCM)",,571,621,"39,90000153",,0,0,0,0,"FILAIRE_571",,0,"2279",,,,,0,0,622,,"N",,,"39,8786012665",
"DOUBLE SENS","340172","En voie de classement (DCM)",,572,622,"41,70000076",,0,0,0,0,"FILAIRE_572",,0,"2277",,,,,0,0,619,,"N",,,"41,7215127822",
"DOUBLE SENS","340172","Privée",,574,621,"384,6000061",,0,0,0,0,"FILAIRE_574",,0,"2280",,,,,0,0,623,,"O",,,"384,709482533",
"DOUBLE SENS","340172","Publique",,575,624,"106,19999695",,0,0,0,0,"FILAIRE_575",,0,"2280",,,,,0,0,621,,"N",,,"106,273417519",
"DOUBLE SENS","340172","Publique",,577,626,"69,80000305",,0,0,0,0,"FILAIRE_577",,0,"2279",,,,,0,0,621,,"N",,,"69,8447553432",
"DOUBLE SENS","340172","Publique",,579,629,"31,89999962",,0,0,0,0,"FILAIRE_579",,0,"2281",,,,,0,0,628,,"N",,,"31,9317392047",
"DOUBLE SENS","340172","Publique",,580,629,"169,19999695",,0,0,0,0,"FILAIRE_580",,0,"2281",,,,,0,0,630,,"N",,,"169,317749101",
"DOUBLE SENS","340172","Publique",,581,630,"25,5",,0,0,0,0,"FILAIRE_581",,0,"2281",,,,,0,0,626,,"N",,,"25,4822907332",
"DOUBLE SENS","340172","Publique",,582,631,"21,20000076",,0,0,0,0,"FILAIRE_582",,0,"2281",,,,,0,0,629,,"N",,,"21,1655182063",
"DOUBLE SENS","340172","Publique",,583,630,"90,19999695",,0,0,0,0,"FILAIRE_583",,0,"2282",,,,,0,0,631,,"N",,,"90,2771091643",
"DOUBLE SENS","340172","Publique",,584,632,"99,80000305",,0,0,0,0,"FILAIRE_584",,0,"3082",,,,,0,0,627,,"N","SERM","DES GRISETTES","99,8272778962",
"SENS UNIQUE","340172","Publique",,585,624,142,,0,0,0,0,"FILAIRE_585",,0,"3082",,,,,0,0,632,,"N",,,"142,014248198",
"DOUBLE SENS","340172","Publique",,586,632,"45,40000153",,0,0,0,0,"FILAIRE_586",,0,"2279",,,,,0,0,633,,"N",,,"45,3704680867",
"DOUBLE SENS","340172","Publique",,587,633,53,,0,0,0,0,"FILAIRE_587",,0,"2279",,,,,0,0,626,,"N",,,"53,0327850128",
"DOUBLE SENS","340172","Publique",,588,633,"63,09999847",,0,0,0,0,"FILAIRE_588",,0,"2281",,,,,0,0,631,,"N",,,"63,1433336627",
"DOUBLE SENS","340172","Publique",,591,637,"12,80000019",,0,0,0,0,"FILAIRE_591",,0,"1825",,,,,0,0,10867,,"N",,"OVALIE","12,7845501121",
"DOUBLE SENS","340172","Publique",,593,640,"23,5",,0,0,0,0,"FILAIRE_593",,0,"1645",,,,,0,0,641,,"N",,,"23,5107435412",
"DOUBLE SENS","340172","Publique",,598,647,"122,90000153",,0,0,0,0,"FILAIRE_598","Piéton",0,"3247",,,,,0,0,3430,,"N",,,"122,948160719",
"DOUBLE SENS","340172","Publique départementale",,601,649,"55,70000076","RD 21",0,0,0,0,"FILAIRE_601",,0,"3225",,,,,0,0,13177,,"N",,,"55,7295112069",
"DOUBLE SENS","340172","Privée",,603,650,"37,79999924",,0,0,0,0,"FILAIRE_603",,0,"2323",,,,,0,0,12357,,"N","SERM","JARDINS DE LA LIRONDE","37,7803697073",
"DOUBLE SENS","340172","Publique",,604,652,134,,0,0,0,0,"FILAIRE_604",,0,"1802",,,,,0,0,653,,"N",,"BLAISE PASCAL","134,098378394",
"DOUBLE SENS","340172","Privée",,605,654,"12,89999962",,0,0,0,0,"FILAIRE_605",,0,"3286",,,,,0,0,655,,"O","SERM","JARDINS DE LA LIRONDE","12,9454935622",
"DOUBLE SENS","340172","Privée",,606,655,"38,29999924",,0,0,0,0,"FILAIRE_606",,0,"3286",,,,,0,0,656,,"O","SERM","JARDINS DE LA LIRONDE","38,3336566701",
"DOUBLE SENS","340172","Privée",,607,655,37,,0,0,0,0,"FILAIRE_607",,0,"3286",,,,,0,0,657,,"O","SERM","JARDINS DE LA LIRONDE","36,9678218381",
"DOUBLE SENS","340172","Privée",,608,657,"38,09999847",,0,0,0,0,"FILAIRE_608",,0,"3286",,,,,0,0,658,,"O","SERM","JARDINS DE LA LIRONDE","38,1253370163",
"DOUBLE SENS","340172","Publique",,609,659,"162,8999939",,0,0,0,0,"FILAIRE_609",,0,"1481",,,,,0,0,660,,"N",,,"162,953674431",
"DOUBLE SENS","340172","Privée",,610,661,"87,80000305",,0,0,0,0,"FILAIRE_610",,0,"3282",,,,,0,0,662,,"N","SERM","JARDINS DE LA LIRONDE","87,7908044189",
"DOUBLE SENS","340172","Publique",,612,663,"58,5",,0,0,0,0,"FILAIRE_612",,0,"1525",,,,,0,0,664,,"N",,,"58,5580669136",
"SENS UNIQUE","340172","Publique",,613,666,"188,69999695",,0,0,0,0,"FILAIRE_613",,0,"1314",,,,,0,0,665,,"N",,,"188,803594087",
"DOUBLE SENS","340172","Publique",,614,667,"77,09999847",,0,0,0,0,"FILAIRE_614",,0,"1894",,,,,0,0,668,,"N",,,"77,1712628655",
"DOUBLE SENS","340172","Publique",,615,669,64,,0,0,0,0,"FILAIRE_615",,0,"949",,,,,0,0,670,,"N",,,"64,0165039294",
"DOUBLE SENS","340172","Publique",,616,664,"54,40000153",,0,0,0,0,"FILAIRE_616",,0,"600",,,,,0,0,671,,"N",,,"54,4182750928",
"DOUBLE SENS","340172","En voie de classement (DCM)",,617,672,"73,40000153","Classement : DCM oct 1965",0,0,0,0,"FILAIRE_617",,0,"1457",,,,,0,0,673,,"N",,,"73,4743990383",
"DOUBLE SENS","340172","En voie de classement (DCM)",,618,674,106,"Classement : DCM oct 1965",0,0,0,0,"FILAIRE_618",,0,"1718",,,,,0,0,672,,"N",,,"106,071589072",
"DOUBLE SENS","340172","Publique",,619,675,"68,69999695",,0,0,0,0,"FILAIRE_619",,0,"643",,,,,0,0,668,,"N",,,"68,7019709896",
"DOUBLE SENS","340172","Publique",,620,675,"66,59999847",,0,0,0,0,"FILAIRE_620",,0,"517",,,,,0,0,676,,"N",,,"66,6597535917",
"DOUBLE SENS","340172","Publique",,621,676,"68,90000153",,0,0,0,0,"FILAIRE_621",,0,"517",,,,,0,0,677,,"N",,,"68,919155227",
"DOUBLE SENS","340172","Publique",,622,678,"73,90000153",,0,0,0,0,"FILAIRE_622",,0,"643",,,,,0,0,675,,"N",,,"73,9398858685",
"DOUBLE SENS","340172","Publique",,623,679,"76,80000305",,0,0,0,0,"FILAIRE_623",,0,"675",,,,,0,0,678,,"N",,,"76,8682404893",
"DOUBLE SENS","340172","Publique",,624,678,"137,5",,0,0,0,0,"FILAIRE_624",,0,"675",,,,,0,0,680,,"N",,,"137,589031406",
"DOUBLE SENS","340172","Publique",,625,680,"66,5",,0,0,0,0,"FILAIRE_625",,0,"806",,,,,0,0,681,,"N",,,"66,5020480825",
"DOUBLE SENS","340172","Publique",,626,677,"43,09999847",,0,0,0,0,"FILAIRE_626",,0,"517",,,,,0,0,681,,"N",,,"43,1010022354",
