"ID_ARC,N,10,0","VOI_NOM,C,80","ACC_OIMP,C,10","ACV_ILAR,N,19,8","ACC_OPAI,C,10","ACV_PLAR,N,19,8","ACC_1I2P,C,21","Shape_LEN,N,19,11","SHAPE_FID,N,9,0"
5047,"Rue du Cardinal de Cabrières",,0,,0,"_","40,7341478729",919
5053,"Rue de la Providence",,0,,0,"_","67,8429707162",920
5073,"Rue de l'Ecole Mage",,0,,0,"_","124,517945184",921
5075,"Rue du Refuge",,0,,0,"_","63,1992347844",922
5084,"Rue Jean-Jacques Rousseau",,0,,0,"_","10,0765882842",923
5105,"Rue du Plan du Palais",,0,,0,"_","21,8625390961",924
5112,"Rue du Palais des Guilhem",,0,,0,"_","10,4927853623",925
5113,"Rue Sainte Croix",,0,,0,"_","29,6794676895",926
5115,"Rue du Palais des Guilhem",,0,,0,"_","16,2665367058",927
5119,"Rue du Palais des Guilhem",,0,,0,"_","12,4699847574",928
5121,"Rue de la Barralerie",,0,,0,"_","46,0060090184",929
5123,"Rue du Pistolet",,0,,0,"_","16,1083210025",930
5130,"Place Chabaneau",,0,,0,"_","21,425335041",931
5153,"Rue de la Carbonnerie",,0,,0,"_","33,31287136",932
5155,"Rue de l'Aiguillerie",,0,,0,"_","17,0497542519",933
5159,"Place Notre Dame",,0,,0,"_","22,6677173875",934
5166,"Rue Bocaud",,0,,0,"_","52,9692943927",935
5167,"Descente En Barrat",,0,,0,"_","100,847843806",936
5229,"Place de la Comédie",,0,,0,"_","84,2035194149",937
5233,"Rue de l'Argenterie",,0,,0,"_","36,1661996046",938
5243,"Rue de l'Argenterie",,0,,0,"_","4,7645550611",939
5404,"Rue Vanneau",,0,,0,"_","57,7339962374",940
5244,"Rue Cauzit",,0,,0,"_","61,0401339835",941
5246,"Rue Voltaire",,0,,0,"_","19,8951666505",942
5262,"Rue des Soeurs Noires",,0,,0,"_","68,0401985271",943
5265,"Rue du Puits du Temple",,0,,0,"_","12,6638480226",944
5266,"Rue du Puits du Temple",,0,,0,"_","23,1987182909",945
5273,"Rue En Rouan",,0,,0,"_","14,5011899218",946
5276,"Rue de l'Ancien Courrier",,0,,0,"_","37,648071921",947
5282,"Place Saint Côme",,0,,0,"_","36,8300562428",948
5831,"Rue Cité Saint Roch",,0,,0,"_","166,793801091",949
5865,"Impasse Nadar",,0,,0,"_","118,167069151",950
6145,"Rue Le Titien",,0,,0,"_","119,717104349",951
6261,"Allée Albert Calmette",,0,,0,"_","51,9910023172",952
2418,"Cour Frédéric Rossif",,0,,0,"_","48,607343317",1631
2450,"Allée de la Gardiole",,0,,0,"_","88,7797126617",1632
2472,"Cour Malbosc",,0,,0,"_","62,3366262035",1633
2531,"Square de Bonnier",,0,,0,"_","50,1144762392",1634
2593,"Allée du Pays d'Oc",,0,,0,"_","61,630607799",1635
2633,"Allée Adam de la Halle",,0,,0,"_","25,4699228621",1636
2634,"Allée Rutebeuf",,0,,0,"_","18,0938929642",1637
2635,"Allée Rutebeuf",,0,,0,"_","30,7023126767",1638
2666,"Cour Poulbot",,0,,0,"_","54,6581816603",1639
2847,"Rue Robert Capa",,0,,0,"_","571,769664815",1640
2851,"Rue Ambroise Paré",,0,,0,"_","144,27467886",1641
2884,"Impasse du Bois du Pâtus",,0,,0,"_","140,629455063",1642
3419,"Impasse Charcot",,0,,0,"_","116,353348682",1643
2944,"Rue du Clos Saint Georges",,0,,0,"_","126,102899322",1644
2965,"Allée du Pic Cassini",,0,,0,"_","52,1807978407",1645
2974,"Place de l'Estérel",,0,,0,"_","21,8134701451",1646
3027,"Impasse Jacques de Molay",,0,,0,"_","46,4845001329",1647
3038,"Plan Lamennais",,0,,0,"_","29,0063051909",1648
3052,"Impasse des Templiers",,0,,0,"_","35,9600996845",1649
3096,"Allée Jeanne Bourgeois dite Mistinguett",,0,,0,"_","11,8323891015",1650
3143,"Impasse Plaisance",,0,,0,"_","110,532530966",1651
3149,"Impasse du Hameau des Mésanges",,0,,0,"_","118,491313554",1652
3151,"Rue des Musardises",,0,,0,"_","87,545388868",1653
3152,"Rue de l'Aiglon",,0,,0,"_","88,4504624993",1654
5207,"Place Pétrarque",,0,,0,"_","36,2533094547",1655
5209,"Rue Embouque d'Or",,0,,0,"_","79,9407762854",1656
3280,"Rue René Laënnec",,0,,0,"_","43,5394296701",1657
3296,"Place de Barbizon",,0,,0,"_","44,9981050224",1658
3335,"Allée des Jardins de Phyllis",,0,,0,"_","14,7951584135",1659
3376,"Impasse d'Arcole",,0,,0,"_","71,7378627039",1660
3382,"Allée des Jardins de Pomone",,0,,0,"_","26,5872734224",1661
3391,"Passage Alexandre Yersin",,0,,0,"_","118,877398514",1662
3490,"Rue du Grenache",,0,,0,"_","19,7506916765",1663
3534,"Place Magellan",,0,,0,"_","24,7075158705",1664
3723,"Rue des Canepetières",,0,,0,"_","149,014773467",1665
3729,"Rue du Jeu de Boules",,0,,0,"_","195,000527737",1666
3732,"Rue des Sarcelles",,0,,0,"_","61,6918146056",1667
3765,"Impasse Blazy",,0,,0,"_","49,4588355129",1668
3788,"Rue Claude Brousson",,0,,0,"_","224,292108985",1669
3790,"Rue Pierre Laporte dit Roland",,0,,0,"_","52,0183610441",1670
3816,"Rue des Glycines",,0,,0,"_","201,025492162",1671
3843,"Rue du Figuier",,0,,0,"_","48,5945913026",1672
3924,"Rue de la Sarriette",,0,,0,"_","162,852376974",1673
3639,"Rue Emile Picard",,0,,0,"_","157,906949178",1674
6164,"Rue Doyen Pierre Jourda",,0,,0,"_","21,8917080633",953
6191,"Rue Richard Mique",,0,,0,"_","18,9321167451",954
5998,"Rue du Latium",,0,,0,"_","115,931847617",955
6040,"Rue Pierre Bon",,0,,0,"_","100,161567482",956
6130,"Allée du Tourisme",,0,,0,"_","130,742907503",957
1570,"Rue Vincent Euvrard",,0,,0,"_","46,1976849214",958
6458,"Rue Commandant Massoud",,0,,0,"_","168,53009454",959
6691,"Rue Raymond Recouly",,0,,0,"_","268,414030959",960
6705,"Rue Michel Henry",,0,,0,"_","92,9905408295",961
6720,"Jardin d'Assas",,0,,0,"_","26,6103663609",962
6469,"Rue Patrice Lumumba",,0,,0,"_","185,344785366",963
6470,"Rue Patrice Lumumba",,0,,0,"_","123,618976531",964
6499,"Rue des Jardins Omeyades",,0,,0,"_","165,972973865",965
6511,"Rue Tomaso Francini",,0,,0,"_","29,5830780415",966
6514,"Rue Jean-Baptiste Laquintinie",,0,,0,"_","52,6295605691",967
6520,"Avenue Achille Duchène",,0,,0,"_","33,48665881",968
6754,"Rue Titan",,0,,0,"_","85,6398551562",969
6755,"Square André Guillard",,0,,0,"_","39,7109494709",970
6763,"Rue Enclos des Carmes",,0,,0,"_","161,128418922",971
6768,"Rue Emile Julien",,0,,0,"_","275,684299748",972
6200,"Rue Claude Percier",,0,,0,"_","66,8339616058",973
6203,"Rue François Monville",,0,,0,"_","32,0777341045",974
6211,"Rue Thomas Paxton",,0,,0,"_","121,199984204",975
6221,"Avenue Adolphe Alphand",,0,,0,"_","69,4497029628",976
6222,"Avenue Adolphe Alphand",,0,,0,"_","61,9610395872",977
6243,"Rue Jean-Baptiste Laquintinie",,0,,0,"_","55,1053614589",978
6002,"Rue du Tournoi des Six Nations",,0,,0,"_","143,355528935",979
12693,"Rue William Webb Ellis",,0,,0,"_","94,1838912581",980
12738,"Rue Pierre Bouyeron",,0,,0,"_","75,3207449961",981
12892,"Rue de l'Escoutadou",,0,,0,"_","107,861118459",983
18232,"Place Albert 1er",,0,,0,"_","126,104731321",984
18053,"Place de Jérusalem",,0,,0,"_","30,0361283685",985
17914,"Carrefour d'Alexandrie",,0,,0,"_","33,0989460144",986
17913,"Carrefour d'Alexandrie",,0,,0,"_","58,2135247684",987
18097,"Place de Troie",,0,,0,"_","23,5083608164",988
17259,"Avenue de la Réglisse",,0,,0,"_","79,660552491",989
17258,"Avenue des Bergamotes",,0,,0,"_","92,8892921614",990
6773,"Rue Claude Nougaro",,0,,0,"_","90,7836324537",991
6777,"Rue de l'Epire","Oui",0,"Oui",0,"Oui_Oui","67,5599650803",992
6782,"Rue de l'Epire","Oui",0,"Oui",0,"Oui_Oui","77,8660100101",993
6388,"Rue Frédéric Pottecher",,0,,0,"_","22,7827746644",994
7028,"Passage Nicolas IV",,0,,0,"_","19,6299710698",995
13592,"Rue Jugurtha",,0,,0,"_","412,408389257",996
3640,"Rue Emile Picard",,0,,0,"_","198,633359232",1675
4309,"Rue du Champ d'Azur",,0,,0,"_","47,3616093397",1676
4370,"Allée Béranger",,0,,0,"_","145,175482842",1677
4451,"Allée Guy de Montpellier",,0,,0,"_","77,2353621661",1678
4453,"Rue Fabri de Peiresc",,0,,0,"_","260,950885796",1679
4076,"Impasse Pertrach",,0,,0,"_","16,9440196128",1680
4080,"Quai du Verdanson",,0,,0,"_","192,314568273",1681
4350,"Rue des Terrets-Bourrets",,0,,0,"_","156,499797109",1682
4220,"Impasse Leboux",,0,,0,"_","28,8596565498",1683
4222,"Rue Abbé Marcel Montels",,0,,0,"_","93,3522807015",1684
4409,"Rue Coligny",,0,,0,"_","62,7133191775",1685
4418,"Rue Calvin",,0,,0,"_","199,579878291",1686
4424,"Square Cézanne",,0,,0,"_","68,0090026353",1687
4510,"Rue Watteau",,0,,0,"_","183,287354583",1688
4922,"Rue des Cordeliers",,0,,0,"_","111,168912249",1689
4933,"Rue Augereau",,0,,0,"_","29,8325039285",1690
4938,"Rue Augereau",,0,,0,"_","55,2119473369",1691
4983,"Rue Aventurin",,0,,0,"_","58,1506137267",1692
4989,"Rue des Ecoles Laïques",,0,,0,"_","18,3154175235",1693
4995,"Rue du Chapeau Rouge",,0,,0,"_","75,1464078472",1694
5027,"Rue d'Aigrefeuille",,0,,0,"_","31,5061968511",1695
4755,"Allée Jean Raymond",,0,,0,"_","23,0882519962",1696
4758,"Allée Jean Raymond",,0,,0,"_","71,8372013863",1697
4774,"Place Saint Pierre",,0,,0,"_","29,1335161546",1698
4857,"Rue de la Danse du Chevalet",,0,,0,"_","51,004677555",1699
4860,"Rue de la Danse du Chevalet",,0,,0,"_","91,538236186",1700
4894,"Allée des Açores",,0,,0,"_","133,942471978",1701
4491,"Allée Giotto",,0,,0,"_","162,719822379",1702
5286,"Rue Saint Côme",,0,,0,"_","33,3569093",1703
5288,"Place Saint Roch",,0,,0,"_","20,6044164397",1704
5298,"Rue de la Fontaine","Oui",0,"Oui",0,"Oui_Oui","25,3058693054",1705
5312,"Rue Massane",,0,,0,"_","45,6206518783",1706
5316,"Rue Four des Flammes",,0,,0,"_","23,058441986",1707
5326,"Rue Poitevine",,0,,0,"_","46,267302051",1708
5327,"Rue de la Valfère",,0,,0,"_","42,334043265",1709
5333,"Rue de l'Amandier",,0,,0,"_","30,5939005584",1710
5339,"Rue Rebuffy",,0,,0,"_","26,2402378235",1711
5347,"Rue Ranchin",,0,,0,"_","32,8945447152",1712
5352,"Rue de l'Amandier",,0,,0,"_","7,6646922143",1713
5377,"Rue Eugène Lisbonne",,0,,0,"_","23,3117447489",1714
5381,"Rue Eugène Lisbonne",,0,,0,"_","19,5268715121",1715
5034,"Rue de la Confrérie",,0,,0,"_","31,4011998968",1716
5035,"Impasse de Ratte",,0,,0,"_","35,5984777618",1717
5055,"Rue de la Providence",,0,,0,"_","37,131867288",1718
5064,"Rue Fouquet",,0,,0,"_","21,6991639933",1719
332,"Allée Charles Darwin",,0,,0,"_","100,484079978",997
7888,"Place Harriet Tubman",,0,,0,"_","100,973888153",999
8048,"Rue Francisco Goya",,0,,0,"_","45,8672282224",1000
13832,"Rue de Braine",,0,,0,"_","25,4623012183",1001
14055,"Allée Volta",,0,,0,"_","137,494120742",1002
14173,"Voie non dénommée",,0,,0,"_","56,6481688284",1003
2182,"Rue Eurydice",,0,,0,"_","23,263820225",1004
2193,"Impasse Ella Fitzgerald",,0,,0,"_","103,767219522",1005
2195,"Impasse des Tonneliers",,0,,0,"_","20,2818743872",1006
8071,"Rue Frédéric Ozanam",,0,,0,"_","88,2591884497",1007
14212,"Rue Courte Oreille",,0,,0,"_","165,959895576",1008
1012,"Esplanade de L'Europe",,0,,0,"_","748,10317954",1009
1017,"Allée Capitaine Dreyfus",,0,,0,"_","122,566394973",1010
9252,"Allée Marie Laurencin",,0,,0,"_","50,3645900876",1011
15076,"Rue Andy Warhol",,0,,0,"_","114,5685444",1012
2539,"Allée de Zeus",,0,,0,"_","180,49978018",1013
2541,"Allée de Coventry",,0,,0,"_","32,5784476552",1014
3008,"Rue Sonja Hénie",,0,,0,"_","15,252829507",1015
9872,"Rue Saint Firmin",,0,,0,"_","16,8165466877",1016
9993,"Rue Marcel Pagnol",,0,,0,"_","92,3629510241",1017
15233,"Place Paul Vigné d'Octon",,0,,0,"_","16,9483468861",1018
15453,"Rue de Crête",,0,,0,"_","39,2802601968",1019
1727,"Rue Castel Ronceray",,0,,0,"_","282,214167792",1020
10293,"Rue du Palais d'Eté",,0,,0,"_","27,2039845616",1021
4951,"Impasse des Giroflées",,0,,0,"_","75,705272642",1022
10795,"Rue Maurice Ravel",,0,,0,"_","67,4473514366",1023
10854,"Rue Jacques Lafont",,0,,0,"_","109,512910643",1025
10893,"Place de Thessalie",,0,,0,"_","37,3198523376",1026
10912,"Impasse Caravelle",,0,,0,"_","90,7061936663",1027
11093,"Avenue de Fès",,0,,0,"_","40,2933599648",1028
11432,"Impasse du Jusant",,0,,0,"_","102,037891239",1029
11514,"Allée de l'Attique",,0,,0,"_","39,0995447678",1030
16232,"Rue François Henry d'Harcourt",,0,,0,"_","49,2608921294",1031
3605,"Rue Adrien Proby",,0,,0,"_","46,1915616416",1032
3612,"Rue Adrien Proby",,0,,0,"_","24,4708205586",1033
3624,"Impasse Villehardouin",,0,,0,"_","163,390737636",1034
11614,"Rue de l'Espinouse",,0,,0,"_","12,3114258817",1035
11874,"Passage Hans Christian Andersen",,0,,0,"_","45,3025761586",1036
16673,"Square Dominique Bagouet",,0,,0,"_","13,3609716582",1037
6026,"Passage du Lez",,0,,0,"_","45,6090067555",1038
6367,"Rue de l'Améthyste",,0,,0,"_","57,6928291465",1039
6371,"Rue Henri Moissan",,0,,0,"_","53,7558228148",1040
12232,"Allée des Républicains Espagnols",,0,,0,"_","198,015260005",1041
4997,"Rue des Ecoles Laïques",,0,,0,"_","25,7445982585",1042
5066,"Rue Saint Pierre",,0,,0,"_","7,1349928395",1720
5069,"Rue d'Aigrefeuille",,0,,0,"_","6,3407217838",1721
5083,"Rue Jean-Jacques Rousseau",,0,,0,"_","60,2508635093",1722
5150,"Impasse Montferrier",,0,,0,"_","19,7867058562",1723
5215,"Rue de la Loge",,0,,0,"_","44,3359988132",1724
5813,"Rue de Suez",,0,,0,"_","61,1885668871",1725
5247,"Rue de l'Ancien Courrier",,0,,0,"_","4,1875748399",1726
5248,"Rue de l'Ancien Courrier",,0,,0,"_","57,6437259533",1727
5249,"Rue des Trésoriers de la Bourse",,0,,0,"_","88,4391627551",1728
5255,"Rue Draperie Rouge",,0,,0,"_","36,0537566127",1729
5256,"Rue de l'Herberie",,0,,0,"_","45,8797110475",1730
5269,"Rue des Teissiers",,0,,0,"_","20,0277960907",1731
5571,"Rue des Cassis",,0,,0,"_","149,110003618",1733
5601,"Rue des Candeliers",,0,,0,"_","127,799557502",1734
5891,"Rue du Littoral",,0,,0,"_","18,0475865215",1735
5906,"Impasse lou Trapet",,0,,0,"_","42,2749690105",1736
5850,"Avenue du Petit Train",,0,,0,"_","74,5378547621",1737
5853,"Rue Charles Perrault",,0,,0,"_","149,874208372",1738
5695,"Rue Pascal Rose",,0,,0,"_","35,7981859769",1739
5702,"Allées Maurice Bonafos",,0,,0,"_","84,9847666482",1740
6146,"Place Pierre Duhem",,0,,0,"_","91,9830223086",1741
6264,"Rue René Laënnec",,0,,0,"_","26,2211375653",1742
6305,"Rue d'Odin",,0,,0,"_","247,135645973",1743
6170,"Square le Trident",,0,,0,"_","123,755966382",1744
6171,"Square Uranus",,0,,0,"_","231,106685747",1745
6184,"Allée Henri Fermaud",,0,,0,"_","149,216461124",1746
6194,"Avenue Achille Duchène",,0,,0,"_","45,3964511207",1747
6309,"Rue de Freyr",,0,,0,"_","79,6546411546",1748
6104,"Allée Jules Milhau",,0,,0,"_","191,019780184",1749
6126,"Allée Anne-Marie de Backer",,0,,0,"_","93,4163206803",1750
6337,"Rue Jacques Esperandieu",,0,,0,"_","27,0111097514",1751
6621,"Allée Marcel Achard",,0,,0,"_","47,2385345253",1752
6132,"Rue Charles Amans",,0,,0,"_","80,1538744105",1753
6133,"Rue Baudin",,0,,0,"_","71,189832192",1754
6690,"Rue Raymond Recouly",,0,,0,"_","170,669710442",1755
6710,"Place Romain Rolland",,0,,0,"_","34,598919856",1756
6719,"Rue de la Salle-l'Evêque",,0,,0,"_","42,1750741216",1757
6460,"Rue Ettore Bugatti",,0,,0,"_","333,236566012",1758
6502,"Rue Jean-Claude Forestier",,0,,0,"_","107,202101307",1759
6509,"Square Angello Bramante",,0,,0,"_","28,4270114034",1760
6510,"Square Pierro Ligorio",,0,,0,"_","31,0100534938",1761
6603,"rue Adolphe Benamour",,0,,0,"_","14,0062290732",1762
6616,"Rue Daniel Sorano",,0,,0,"_","70,1822454348",1763
6617,"Rue Daniel Sorano",,0,,0,"_","48,3540081755",1764
4999,"Impasse de la Petite Corraterie",,0,,0,"_","73,6406849831",1043
5004,"Rue de l'Ecole de Pharmacie",,0,,0,"_","24,4538626554",1044
5006,"Rue de l'Aiguillerie",,0,,0,"_","28,9570535144",1045
5009,"Rue du Refuge",,0,,0,"_","28,608245531",1046
12458,"Rue Wangari Maathai",,0,,0,"_","59,8291024497",1047
12644,"Allée Jean Poiret",,0,,0,"_","56,6839799748",1048
17552,"Allée du Pigeonnier",,0,,0,"_","98,7649876852",1049
19133,"Rue Saint Pierre",,0,,0,"_","13,6532892747",1050
19419,"Avenue Nina Simone",,0,,0,"_","104,341227298",1051
19600,"Avenue des Justes",,0,,0,"_","123,570348575",1052
19601,"Avenue Claude Levi-Strauss",,0,,0,"_","127,252915243",1053
19603,"Avenue des Justes",,0,,0,"_","69,0579661083",1054
19604,"Avenue des Justes",,0,,0,"_","170,274432192",1055
19650,"Place Georges Frêche",,0,,0,"_","106,137524575",1056
19672,"Cour Pierre Boniface",,0,,0,"_","16,2339745525",1057
19737,"Rambla des Calissons",,0,,0,"_","49,1379043395",1058
163,"Rue du Cardinal de Cabrières",,0,,0,"_","28,0363711334",1059
193,"Square Murillo",,0,,0,"_","88,4300336178",1060
195,"Impasse des Multipliants",,0,,0,"_","28,6334021381",1061
211,"Allée Michel Austasie",,0,,0,"_","176,843055007",1062
235,"Place du Millénaire",,0,,0,"_","39,5268512893",1063
240,"Allée de Delos",,0,,0,"_","67,4920340497",1064
241,"Place Dionysos",,0,,0,"_","39,993543147",1065
44,"Rue de La Rochelle",,0,,0,"_","51,0041380635",1066
86,"Rue Sainte Anne",,0,,0,"_","33,6439764346",1067
365,"Impasse du Gal",,0,,0,"_","209,932402301",1068
565,"Impasse de la Croix d'Argent",,0,,0,"_","227,986321579",1069
568,"Rue d'Albe",,0,,0,"_","60,1671951441",1070
574,"Rue Jacques-Louis David",,0,,0,"_","384,709482533",1071
610,"Rue Le Titien",,0,,0,"_","87,7908044189",1072
837,"Square de la Babote",,0,,0,"_","60,3976032717",1073
848,"Rue Diderot",,0,,0,"_","55,1104898866",1074
862,"Rue des Etuves",,0,,0,"_","48,8495123769",1075
1328,"Allée des Saintes Maries",,0,,0,"_","22,5050878765",1076
1332,"Cour des Néreïdes",,0,,0,"_","68,9887107033",1077
478,"Allée de l'Oisans",,0,,0,"_","57,8571152993",1078
515,"Place des Iles Marquises",,0,,0,"_","52,0686409464",1079
432,"Allée Sacha Guitry",,0,,0,"_","18,3201048974",1080
325,"Square George Sand",,0,,0,"_","45,9836092233",1081
992,"Rue de l'Epire","Oui",0,"Oui",0,"Oui_Oui","20,954261316",1082
1050,"Rue Madeleine Renaud",,0,,0,"_","87,0267059647",1083
1051,"Rue Willy Klein",,0,,0,"_","178,212951341",1084
1072,"Impasse Archimède",,0,,0,"_","99,0969345131",1085
665,"Rue Jacques Prévert",,0,,0,"_","33,9707074265",1086
6197,"Avenue Achille Duchène",,0,,0,"_","41,0027034131",1765
6219,"Avenue de Fès",,0,,0,"_","170,852083299",1766
12645,"Allée Michel Serrault",,0,,0,"_","34,5208797045",1767
12649,"Rue Emmanuel Hère",,0,,0,"_","50,6253241227",1768
12651,"Rue de l'Arganier",,0,,0,"_","33,5241960268",1769
5013,"Rue de l'Université",,0,,0,"_","5,874821342",1770
5014,"Rue de Candolle",,0,,0,"_","18,8943046535",1771
5016,"Plan de l'Université",,0,,0,"_","24,6248878497",1772
5182,"Rue Bonnier d'Alco",,0,,0,"_","46,4876084475",1773
5189,"Impasse du Musée",,0,,0,"_","11,4712523889",1774
5192,"Rue Girard",,0,,0,"_","98,8757876429",1775
17673,"Rond-point de l'Oasis",,0,,0,"_","21,9702764054",1776
270,"Rue Georges Méliès",,0,,0,"_","217,121816587",1777
18075,"Place de Lisbonne",,0,,0,"_","28,865004172",1778
1113,"Boulevard Télémaque",,0,,0,"_","384,720801487",1779
17262,"Rue des Cachous",,0,,0,"_","85,2062701942",1780
6774,"Rue Claude Nougaro",,0,,0,"_","109,159663817",1781
6011,"Rue Doris",,0,,0,"_","59,8012919878",1782
7348,"Allée du Tourisme",,0,,0,"_","139,752169776",1783
13272,"Allée Capitaine Dreyfus",,0,,0,"_","418,720821754",1784
334,"Allée Charles Darwin",,0,,0,"_","21,5457815883",1786
335,"Allée Charles Darwin",,0,,0,"_","28,7110462366",1787
7988,"Impasse Jacques de Vaucanson",,0,,0,"_","96,0345581557",1788
14172,"Cour Jules Hardouin",,0,,0,"_","64,2923074265",1789
8052,"Rue Francisco Goya",,0,,0,"_","36,9189416041",1790
8492,"Rue du Grenache",,0,,0,"_","47,7458642176",1791
8795,"Rue Armand Lunel",,0,,0,"_","86,1648482103",1792
15033,"Rue de Cheng-Du",,0,,0,"_","18,1105656617",1793
15078,"Rue Andy Warhol",,0,,0,"_","76,792800442",1794
9492,"Rue Léonard de Vinci",,0,,0,"_","114,363190121",1795
9593,"Rue de la Corraterie Saint Germain",,0,,0,"_","49,1906730949",1796
9853,"Rue Robert Fabre",,0,,0,"_","86,5636799925",1797
9973,"Place Charles Péguy",,0,,0,"_","33,7656270969",1798
10052,"Rue des Jardins Omeyades",,0,,0,"_","46,8090513223",1799
10154,"Plan Lamennais",,0,,0,"_","32,1698722809",1800
15672,"Voie non dénommée",,0,,0,"_","84,5326204478",1801
10292,"Rue du Palais d'Eté",,0,,0,"_","82,7784798282",1802
10554,"Impasse d'Arcole",,0,,0,"_","45,9224722847",1803
10556,"Impasse d'Arcole",,0,,0,"_","53,8648603602",1804
10577,"Rue des Colverts",,0,,0,"_","120,155688069",1805
10593,"Allée Salomon de Brosse",,0,,0,"_","27,0963481675",1806
10617,"Rue Professeur Henri Roseau",,0,,0,"_","29,2007937683",1807
4104,"Impasse Grimaud",,0,,0,"_","42,4996487262",1808
4118,"Rue Nozeran",,0,,0,"_","41,3378816585",1809
4581,"Passage Gaston Bonheur",,0,,0,"_","22,1191538292",1810
666,"Rue Jacques Prévert",,0,,0,"_","90,8618514267",1087
668,"Rue Rémy Belleau",,0,,0,"_","83,650390283",1088
681,"Rue Ronsard",,0,,0,"_","104,94089955",1089
920,"Rue de Verdun",,0,,0,"_","109,06874711",1090
925,"Rue de Maguelone",,0,,0,"_","132,74606782",1091
1152,"Rue Jacquard",,0,,0,"_","89,9065184797",1092
1161,"Allée Niels Bohr",,0,,0,"_","79,2365033949",1093
1170,"Rue Louis Lépine",,0,,0,"_","40,1647255317",1094
1486,"Rue Karl Liebknecht",,0,,0,"_","175,110504696",1095
1502,"Rue Léon Trotski",,0,,0,"_","214,548496932",1096
1236,"Place Marcel Légaut",,0,,0,"_","47,4954904863",1097
1244,"Impasse du Levant",,0,,0,"_","75,4189083739",1098
1308,"Rue de Messine",,0,,0,"_","9,5973569929",1099
1380,"Rue de l'Herbe Figuière",,0,,0,"_","60,2677487525",1100
1406,"Rue Sainte Sara",,0,,0,"_","161,762662284",1101
1435,"Allée François-Adrien Boieldieu",,0,,0,"_","149,522682043",1102
1111,"Boulevard Pénélope",,0,,0,"_","137,927642652",1103
1896,"Impasse Jacques-Ange Gabriel",,0,,0,"_","28,6066532576",1104
2607,"Place Mimi Azais",,0,,0,"_","45,5340102185",1105
1636,"Rue du Mas de Villaret",,0,,0,"_","117,95815302",1106
1673,"Rue Félix Sahut",,0,,0,"_","92,4256776015",1107
1690,"Rue des Viguiers",,0,,0,"_","44,747974838",1108
1733,"Impasse du Clos Hélios",,0,,0,"_","157,8970898",1109
1779,"Impasse Mozart",,0,,0,"_","42,3998407455",1110
1792,"Rue Jacques Tati",,0,,0,"_","71,0284016049",1111
2119,"Impasse du Roc Blanc",,0,,0,"_","138,778370556",1112
2326,"Rue du Petit Séminaire",,0,,0,"_","111,630932951",1113
