"ID_ARC,N,10,0","VOI_NOM,C,80","ACC_OIMP,C,10","ACV_ILAR,N,19,8","ACC_OPAI,C,10","ACV_PLAR,N,19,8","ACC_1I2P,C,21","Shape_LEN,N,19,11","SHAPE_FID,N,9,0"
1016,"Parc Richter","Non",27,"Non",0,"Non_Non","30,1652338849",488
3429,"Avenue des Moulins","Oui","11,8","Non","3,7","Oui_Non","139,794020672",3646
2269,"Rue des Corrégiers","Non","1,55","Non","1,45","Non_Non","190,280822333",3692
4748,"Rue Fizes","Non",0,"Non",0,"Non_Non","38,068726845",5288
1240,"Impasse de l'Autan","Non","3,25","Non","1,35","Non_Non","63,716798356",3014
4011,"Rue Camille Descossy","Non","0,7","Oui","3,65","Non_Oui","78,5263542892",4556
4259,"Rue Francèze de Cézelli","Non","0,8","Non","0,9","Non_Non","43,2562469182",5099
17816,"Rond-Point Léon Bourgeois","Non",0,"Non","5,1","Non_Non","30,5357934857",6513
572,"Rue des Horaces","Non","1,6","Non","0,9","Non_Non","41,7215127822",2380
14193,"Rond-point Evariste Galois","Non",3,"Non",8,"Non_Non","26,4525871697",6796
6117,"Boulevard d'Antigone","Oui","5,25","Non","3,45","Oui_Non","84,034778742",6000
13334,"Avenue du Professeur Etienne Antonelli","Oui","12,1","Non","2,6","Oui_Non","79,911957431",6641
5629,"Avenue Georges Clémenceau","Non","1,95","Oui","1,45","Non_Oui","47,5325785383",5527
3476,"Rue Jean François Champollion","Non","1,4","Non","1,4","Non_Non","166,604351853",7336
4301,"Rue du Sagittaire","Non",1,"Non","0,9","Non_Non","39,3835686275",4821
1663,"Avenue de Toulouse","Oui","1,95","Non","6,3","Oui_Non","18,8758253775",3322
5893,"Avenue Albert Dubout","Non",0,"Non",0,"Non_Non","108,112508031",5548
9292,"Impasse des Coccinelles","Non",0,"Non",0,"Non_Non","22,7684223265",6902
391,"Rue du Pasteur Jean Cadier","Non","1,4","Non","1,3","Non_Non","25,6146420541",2269
1616,"Avenue de Villeneuve-Angoulème","Oui","2,3","Non","7,15","Oui_Non","90,1276988181",3285
2416,"Route de Lodève","Non","1,45","Non",2,"Non_Non","156,288770948",3808
6135,"Route de Vauguières","Non","0,3","Non","1,4","Non_Non","69,6832194754",5727
1975,"Rue André-Marie Ampère","Non","1,4","Non",3,"Non_Non","92,6283712953",3208
13652,"Boulevard Jacques Fabre de Morlhon","Non","0,2","Non","0,5","Non_Non","685,679468776",6720
5200,"Rue des Augustins","Non","0,7","Non",1,"Non_Non","32,0111586215",5411
4670,"Cours Gambetta","Oui","1,5","Oui",3,"Oui_Oui","72,3916615934",5240
4904,"Avenue de la Colline","Non","1,9","Non","3,8","Non_Non","47,0867982676",5342
14892,"Route de Vauguières","Oui",3,"Non","1,6","Oui_Non","81,0190072102",6923
5505,"Rue Coulondre","Non",0,"Non",0,"Non_Non","52,3719583407",6278
2829,"Rue Georges Denizot","Non","2,9","Non",0,"Non_Non","350,928213636",4274
6530,"Rond-point de Guernica","Non",6,"Non",0,"Non_Non","16,1169628344",6141
1564,"Avenue de Maurin",,0,,0,"_","49,9060542379",6024
6151,"Avenue Albert Einstein","Oui","5,15","Non","0,9","Oui_Non","66,0920587594",5854
5438,"Avenue Albert Dubout","Non","1,6","Oui","3,9","Non_Oui","176,544302257",5793
5227,"Rue Jacques Coeur","Non","0,9","Non","1,4","Non_Non","81,7189533399",5414
3101,"Rue du Pressoir","Non",0,"Non","0,75","Non_Non","43,4277265517",4142
2638,"Rue Bigot","Oui","2,9","Oui","2,8","Oui_Oui","41,7013239551",3932
1258,"Rue Nicolas Copernic","Non","0,9","Oui","2,3","Non_Oui","150,920279731",3026
943,"Rue Isidore Girard","Non",2,"Non",0,"Non_Non","21,5423084011",2895
14672,"Carrefour Paul Henri Spaak",,0,,0,"_","63,0481426328",6830
6056,"Allée Alegria Beracasa","Non",0,"Non","3,15","Non_Non","106,843809466",5980
2313,"Avenue des Moulins","Non","1,35","Non","1,1","Non_Non","96,3170889811",3715
6587,"Rue du Mas de Verchant","Non",1,"Oui","5,1","Non_Oui","152,587642783",6191
2664,"Avenue Guilhem de Poitiers","Oui",2,"Oui","7,2","Oui_Oui","429,095090957",3951
18714,"Place de Strasbourg","Non","1,4","Non","2,75","Non_Non","24,2844260422",7575
2456,"Rue d'Alco","Non","4,8","Non","1,85","Non_Non","138,555676906",3826
6285,"Impasse Saint Sauveur","Non",0,"Oui","2,65","Non_Oui","60,0402418736",5837
5533,"Boulevard de la Perruque","Non","4,8","Oui","1,9","Non_Oui","50,842514111",5453
6594,"Rue de la Cavalade","Non",0,"Non",0,"Non_Non","134,697670784",6193
5995,"Place Flandres-Dunkerque","Non",0,"Non","2,1","Non_Non","54,6219837538",5960
2273,"Rue Paul Rimbaud","Non","1,6","Non","1,35","Non_Non","149,4046623",3696
6523,"Rond-Point de Stalingrad","Non",0,"Non","6,3","Non_Non","40,7606290511",6134
375,"Rue de Saint Hilaire","Non","5,65","Non","3,4","Non_Non","319,950410639",2255
3373,"Rue Jules Isaac","Oui","2,45","Non","2,5","Oui_Non","72,1520584926",4463
960,"Allée du Nouveau Monde","Non","3,5","Non","1,5","Non_Non","11,8033449369",2590
1769,"Rue Blaise Pascal","Non","1,2","Non","0,8","Non_Non","100,389076829",3380
6310,"Rue des Marels","Non",8,"Non","1,5","Non_Non","35,2558553942",5880
14773,"Voie non dénommée","Non",0,"Non",0,"Non_Non","170,962285051",6913
2023,"Allée du Briol","Non",0,"Non",0,"Non_Non","61,9393327182",3744
3648,"Rue du Muscadet","Non","0,85","Non","0,75","Non_Non","22,1921833649",4785
3351,"Avenue Saint Maurice de Sauret","Non","1,7","Non","2,6","Non_Non","79,4901227036",4445
1958,"Place de la Clamouse","Non",0,"Non",0,"Non_Non","89,2503975288",3192
993,"Rue Don Bosco","Non","3,9","Oui",4,"Non_Oui","75,8384805996",6691
1394,"Rue de Montels-Eglise","Non",2,"Non","1,75","Non_Non","534,290840356",2770
261,"Rue Sieyès","Non","1,4","Non",1,"Non_Non","75,0934165144",2174
3730,"Avenue de la Pompignane","Non","3,5","Non","3,6","Non_Non","35,2989556786",4231
4908,"Rue des Eglantiers","Non",0,"Non","1,15","Non_Non","132,079733103",5346
8214,"Rue du Petit Verger","Non","0,95","Non","0,9","Non_Non","212,527786105",6773
3700,"Allée René Descartes","Oui","6,5","Oui","2,2","Oui_Oui","38,1094490652",4213
7889,"Rue Jessee Owens","Non",3,"Non",0,"Non_Non","109,676497543",6710
798,"Rue Brueys","Non","1,1","Non","1,45","Non_Non","24,767961444",2818
4593,"Rue Valette","Non","0,2","Non","0,5","Non_Non","75,9717082396",4282
4673,"Rue Général Vincent","Non","1,2","Non","0,8","Non_Non","98,1469128998",5243
4094,"Rue Pouget","Non",0,"Non","1,3","Non_Non","54,3151966361",7349
4520,"Avenue de l'Ecole d'Agriculture-Gabriel Buchet","Non","1,5","Non","1,6","Non_Non","191,372534492",5131
6539,"Rue de Malbosc","Oui","5,8","Non","1,3","Oui_Non","18,2471804756",6150
2069,"Rue de la Belle","Oui","2,9","Non","1,8","Oui_Non","75,1578936028",3435
5521,"Boulevard Rabelais","Oui","3,5","Non","3,65","Oui_Non","36,7877078091",5816
4187,"Rue de l'Ecole Normale","Oui",4,"Non","2,1","Oui_Non","136,118179616",5049
4531,"Rue des Fraisiers","Non","1,2","Non","1,25","Non_Non","147,757883628",5139
5800,"Rue des Asphodèles","Non","2,05","Non","2,2","Non_Non","118,573144351",5535
5573,"Avenue du Maréchal Leclerc","Non","0,9","Non","1,25","Non_Non","40,2337576242",5491
2174,"Rue Orphée","Non","3,95","Non","0,85","Non_Non","63,3763499341",3611
1475,"Avenue de Villeneuve-Angoulème","Oui","10,55","Oui",2,"Oui_Oui","205,172329542",2963
16300,"Avenue des Prés d'Arènes",,0,,0,"_","35,5651917028",7323
6737,"Square de Diane","Non",0,"Non","1,6","Non_Non","20,7398192265",6115
2774,"Place du Comté de Toulouse","Oui",2,"Non","1,35","Oui_Non","73,224612938",4195
5582,"Impasse Bizeray","Non",0,"Non",0,"Non_Non","56,5638298542",5499
1748,"Rue de Font Couverte","Oui","1,5","Non","1,5","Oui_Non","77,8116143532",3361
3898,"Avenue Jacques Cartier","Non","3,5","Oui","3,9","Non_Oui","145,293220446",4354
2691,"Avenue du Comté de Nice","Oui","1,8","Oui","4,45","Oui_Oui","106,454961838",3763
5409,"Rue Flaugergues","Non","1,15","Non","1,15","Non_Non","63,0805117983",5427
2467,"Rue Paul Eluard","Non","1,3","Non","1,4","Non_Non","130,696002186",3835
2639,"Rue Pierre d'Auvergne","Oui","2,85","Oui","2,9","Oui_Oui","80,6255638374",3933
6729,"Rue Georges Brassens","Non","2,05","Non","1,4","Non_Non","188,169777408",6107
2586,"Rue de La Haye","Oui","0,8","Non","4,55","Oui_Non","135,771045026",3902
14952,"Rue Jean-Joseph Laborde","Non",7,"Non",0,"Non_Non","54,0139769736",6928
549,"Allée Pierre Brasseur","Non",0,"Non",0,"Non_Non","83,3870902892",2316
79,"Rue des Ecureuils","Non","0,9","Non","1,4","Non_Non","42,0016682842",2216
3672,"Rue des Ibis","Non","1,35","Non","1,3","Non_Non","72,3083069271",4532
1318,"Avenue  de Boirargues","Oui",7,"Non","1,05","Oui_Non","62,2578988373",2453
3307,"Avenue de la Reine Hélène D'Italie","Non","1,85","Non","1,9","Non_Non","93,9241856624",4408
6485,"Avenue Etienne Mehul","Non","1,7","Oui","1,8","Non_Oui","32,1020827556",6127
1181,"Rue Alfred Nobel","Non","1,4","Oui","4,2","Non_Oui","177,523181427",2930
1257,"Avenue du Pont Trinquat","Non","1,6","Non","0,8","Non_Non","195,39547876",3025
13134,"Rue d'Epidaure","Oui","2,1","Non","3,2","Oui_Non","47,913292235",6622
2037,"Rue Maryse Bastié","Non","1,2","Non","0,9","Non_Non","33,9971875072",3408
2216,"Rue Viollet Le Duc","Non","3,4","Non","1,45","Non_Non","33,4622673906",3619
1610,"Rue Guillaume d'Autignac","Non","1,9","Non","6,1","Non_Non","26,2842096767",3281
1893,"Rue du Pas du Loup","Non",0,"Non",0,"Non_Non","72,4930896219",3164
18314,"Rue des Pétunias","Oui","9,3","Non","1,15","Oui_Non","18,7644831541",6428
10173,"Rue du Muscadet","Non","0,85","Non","0,7","Non_Non","16,5448594509",7005
3082,"Rue Floréal","Non",0,"Non",0,"Non_Non","80,8195105276",4129
5615,"Rue Bazille Balard","Non","1,25","Non","1,2","Non_Non","94,7370247614",5513
3389,"Rue Pierre Semard","Non","2,1","Non",2,"Non_Non","83,20894806",4471
2674,"Rue des Baléares","Oui",2,"Oui","3,25","Oui_Oui","245,997747428",3749
6160,"Rue Michel de l'Hospital","Oui",4,"Non",6,"Oui_Non","40,3852896754",5861
15593,"Avenue Etienne Mehul","Non",0,"Non",0,"Non_Non","170,813143122",7028
8654,"Rue de la Sardane","Non","1,3","Non",1,"Non_Non","25,1688610759",6870
697,"Rue du Faubourg Figuerolles","Non","1,25","Non",1,"Non_Non","52,4284040365",2698
874,"Rue Farges","Non","1,2","Non",1,"Non_Non","101,548817236",2448
3119,"Rue du Pioch de Boutonnet","Non","1,35","Non","1,2","Non_Non","93,8936700591",7070
1155,"Esplanade Gabriel Michel","Non",0,"Non",0,"Non_Non","139,009167291",2911
3637,"Rue de la Clairière","Non","1,05","Non",0,"Non_Non","76,9565591069",4776
4253,"Rue Lakanal","Non",1,"Non","1,65","Non_Non","36,7966265939",5093
118,"Rue du Languedoc","Non",1,"Non",1,"Non_Non","66,5234273322",6672
3893,"Quai de Cythère","Non",0,"Non",6,"Non_Non","44,7415763792",4350
1171,"Allée Teilhard de Chardin","Non","1,45","Non",0,"Non_Non","30,1690543148",2923
8068,"Chemin de Poutingon","Non","2,5","Non",6,"Non_Non","184,872906983",6759
4323,"Avenue Frédéric Sabatier d'Espeyran","Oui","3,1","Non","1,4","Oui_Non","90,6415677187",4922
1888,"Rue du Pas du Loup","Non","1,8","Non",1,"Non_Non","48,0139777334",3160
1009,"Avenue du Pirée","Oui","9,7","Oui","6,9","Oui_Oui","112,322201165",6841
285,"Rue de Mourèze","Non","4,05","Non","1,4","Non_Non","56,2980461453",2135
4328,"Rond-point Jules Ventre","Non",0,"Non","3,5","Non_Non","24,8551995377",4926
421,"Rue Simone Signoret","Non","3,25","Non","3,15","Non_Non","74,1324263264",2289
17336,"Rue de la Valsière","Oui","4,65","Oui","2,9","Oui_Oui","61,2839823476",7051
4440,"Avenue Saint Clément","Non","1,4","Non","1,45","Non_Non","26,0302449151",4865
394,"Allée Georges Pitoeff","Non","4,8","Non","4,7","Non_Non","84,9420266384",2270
3166,"Avenue du Major Flandre","Non","1,05","Non","1,3","Non_Non","95,8066898775",4163
4211,"Rue Bonnard","Non","1,3","Non","1,1","Non_Non","145,216802868",5067
2106,"Rue de Bionne","Non","1,35","Non",0,"Non_Non","62,0351246944",3469
1427,"Avenue Etienne Mehul","Non",0,"Non","1,8","Non_Non","461,509940844",2794
5870,"Pont Jean Zuccarelli","Oui","4,2","Non",0,"Oui_Non","83,4868799477",5608
1078,"Avenue Henri Becquerel","Non","4,65","Oui","8,7","Non_Oui","100,41518477",3098
6524,"Avenue des Moulins","Non","1,1","Non","1,45","Non_Non","60,8646101146",6135
4697,"Cours Gambetta","Non","8,4","Non","6,2","Non_Non","37,6764764987",5266
4337,"Rue Saint Pierre de Trivisy","Non","1,55","Non","1,6","Non_Non","139,783981398",4935
11033,"Place de Tibériade","Non",0,"Non",0,"Non_Non","28,3253605619",7269
5484,"Boulevard d'Orient","Non",0,"Non","1,3","Non_Non","38,2907297092",6260
6134,"Route de Vauguières","Non","0,4","Non","1,4","Non_Non","9,7327999055",5726
2045,"Place de Lascaux","Non","22,75","Non","1,45","Non_Non","27,6907180806",3416
3163,"Rue Jean Thuile","Non","1,75","Non","0,15","Non_Non","45,1803277647",4160
3645,"Avenue des Moulins","Non","1,55","Non",2,"Non_Non","153,557992612",4782
18458,"Place des Beaux Arts","Non",0,"Non",0,"Non_Non","31,6579790363",7555
3531,"Rue Edmond Lautard","Non","1,85","Non",2,"Non_Non","57,416295394",4515
4490,"Rue de Las Sorbes","Oui","1,95","Oui","1,95","Oui_Oui","53,2184569225",5367
3716,"Rue Léonard de Vinci","Oui","9,4","Oui","5,5","Oui_Oui","54,3877521404",4225
3178,"Avenue de la Justice de Castelnau","Oui","4,4","Oui","7,4","Oui_Oui","23,3698542206",4171
3319,"Rue des Loriots","Non","0,7","Non","0,5","Non_Non","226,149898558",4418
5820,"Boulevard d'Orient","Oui","3,6","Oui",4,"Oui_Oui","39,0459741382",5440
3007,"Avenue du Val de Montferrand","Oui","4,66","Oui","2,25","Oui_Oui","43,9788201971",6975
2420,"Rue Jeanne de Charrin","Non",0,"Non","1,2","Non_Non","105,558201861",3811
5867,"Avenue du Professeur Etienne Antonelli","Non","0,8","Non",1,"Non_Non","286,425093778",5605
116,"Rue de Catalogne","Oui",1,"Non","1,15","Oui_Non","60,1294331076",6670
2700,"Avenue du Puech de Massane","Oui",2,"Non","0,8","Oui_Non","28,8903839815",3770
6742,"Avenue de Heidelberg","Oui",6,"Oui","4,7","Oui_Oui","163,686401427",6546
4760,"Impasse Richer de Belleval","Non",0,"Non",0,"Non_Non","29,5621629172",4939
15015,"Avenue Etienne Mehul","Oui","1,6","Non","4,5","Oui_Non","28,1057440815",6932
144,"Avenue de la Pompignane","Non","3,2","Oui","8,4","Non_Oui","137,76769115",2237
1954,"Rue des Bouisses","Non","3,75","Non","3,1","Non_Non","149,030005875",3188
6085,"Rue Léon Blum","Non","0,8","Non","5,15","Non_Non","46,7370903718",5569
4561,"Rue des Roses","Non","1,3","Non","1,2","Non_Non","75,3197403863",5147
19514,"Impasse des Mourons","Non",3,"Non",3,"Non_Non","14,0907424943",7628
2301,"Allée de Paris","Non","1,1","Non","1,3","Non_Non","97,9319360187",3704
18692,"Rue des Deux Ponts","Non","1,2","Non",2,"Non_Non","115,385746634",7572
6066,"Avenue du Pirée","Oui","3,7","Non","1,5","Oui_Non","24,6987582362",5983
2684,"Avenue Guilhem de Poitiers","Oui","3,05","Oui","7,75","Oui_Oui","75,1936743527",3757
4119,"Rue des Carmélites","Non",0,"Non",0,"Non_Non","77,1286214581",7232
18019,"Carrefour Jean-Pierre Suc","Non","4,3","Non",2,"Non_Non","15,0140247738",6417
4073,"Rue de la Cavalerie","Non","1,2","Non","1,4","Non_Non","133,092428996",4889
2756,"Rue de Sicile","Oui","2,15","Oui","3,65","Oui_Oui","54,4394441202",3491
1960,"Place du Mas d'Azil","Non",0,"Non",0,"Non_Non","34,7681782619",3194
16012,"Carrefour de l'Aéroport International","Non",0,"Non","11,05","Non_Non","66,5542019571",6752
1142,"Allée Léon Foucault","Non",5,"Oui",3,"Non_Oui","91,1434774433",2905
3528,"Allée du Mas Vanneau","Non",0,"Non",0,"Non_Non","29,4106830752",4513
5711,"Avenue de Villeneuve-Angoulème","Oui","1,5","Non","1,55","Oui_Non","45,9034250733",5659
3778,"Rue du Professeur Sarda","Non","0,8","Non","0,5","Non_Non","88,0321055099",4610
18715,"Place de Strasbourg","Non","1,4","Non","2,75","Non_Non","14,3262529993",7576
9813,"Rue Marcellin Albert","Non",0,"Non",0,"Non_Non","8,4267209714",6989
4844,"Rue de Majorque","Non","1,2","Non","1,2","Non_Non","41,2302102693",4983
1751,"Impasse Manon Lescaut","Non","1,2","Non",0,"Non_Non","43,6739702989",3364
5715,"Rue des Fustiers","Oui","2,05","Non","2,05","Oui_Non","48,7228680652",5663
4216,"Rue de l'Ambre","Non","0,4","Non","0,7","Non_Non","42,9468733117",5070
4726,"Rue Clapiès","Non","1,2","Non",0,"Non_Non","71,6911621595",6431
18453,"Rue Bernard Délicieux","Non",3,"Non","1,7","Non_Non","68,1729689406",7550
6629,"Rue des Araucarias","Non","1,65","Non","1,6","Non_Non","154,265559807",6016
2050,"Rue de Château Bon","Non","0,7","Non","0,6","Non_Non","134,742013507",3419
785,"Rue Chaptal","Non","1,2","Non","2,7","Non_Non","69,7908665143",2758
964,"Rue de Barcelone","Oui",3,"Oui","2,9","Oui_Oui","44,3790178609",2594
4629,"Boulevard des Arceaux","Oui","6,7","Non","0,7","Oui_Non","64,9997461867",5193
5418,"Rue Aristide Ollivier","Non","2,6","Non","2,1","Non_Non","41,8860326587",5436
5527,"Rue Denise","Non","1,15","Non","1,45","Non_Non","38,8504053374",5447
15912,"Passage Armande Béjart","Non","4,9","Non","2,7","Non_Non","60,3896012421",7204
1022,"Pont Juvénal","Non","1,3","Non","1,6","Non_Non","28,9405871767",2614
18416,"Place Germaine Richier","Non",0,"Non",0,"Non_Non","17,6816980204",7542
2854,"Avenue Vincent Auriol","Non",0,"Oui","1,55","Non_Oui","186,811332923",3967
6656,"Rue Marius Petipa","Non",0,"Non",0,"Non_Non","25,5952766332",6211
1524,"Rue de la Marquerose","Non","1,6","Non","3,2","Non_Non","242,265928058",3212
5597,"Avenue de Maurin","Non","10,6","Non","1,5","Non_Non","106,310806264",4298
5193,"Boulevard de Bonnes Nouvelles","Oui","4,4","Non","0,2","Oui_Non","35,6126739824",6296
16814,"Place Marcel Godechot","Oui","4,5","Non","2,1","Oui_Non","20,9012103961",6492
6661,"Rond-point Antonin Artaud","Non",8,"Non","1,4","Non_Non","33,6425343729",6215
5658,"Rue de Claret","Oui","2,2","Non","1,15","Oui_Non","154,580593909",5619
4460,"Rue des Avant-Monts","Non","1,7","Non","1,3","Non_Non","111,057568372",5351
17874,"Rue Michel Crépeau","Non","1,35","Non","1,6","Non_Non","115,177953361",6527
3047,"Rue des Deux Manses","Non",0,"Non","0,95","Non_Non","25,1390390239",4105
6024,"Rue des Gabares","Non","4,8","Oui","3,9","Non_Oui","59,2314470926",7434
1490,"Rue de la Castelle","Non","6,25","Non","2,2","Non_Non","183,78156314",2974
18436,"Place Charles Camproux","Oui","1,95","Non",2,"Oui_Non","17,0002422435",7547
4200,"Rue Croix Catelan","Non","0,5","Non","1,4","Non_Non","106,63445882",5057
6121,"Rue de la Spirale","Non","0,85","Non","5,85","Non_Non","84,8189355101",6001
5394,"Rue Saint Louis","Non","1,3","Non","5,1","Non_Non","74,3396310243",5418
2797,"Voie non dénommée","Non",0,"Oui","2,8","Non_Oui","20,7779177047",4254
1895,"Rue Rouget de Lisle","Non","0,9","Oui","4,4","Non_Oui","82,0269489689",3166
5843,"Rue de l'Origan","Non","0,55","Non",2,"Non_Non","135,695167983",5590
5520,"Rue Boyer","Non","0,9","Non","1,1","Non_Non","109,24971871",5815
1399,"Impasse des Roses Trémières","Non",0,"Non",0,"Non_Non","64,4624912039",2774
12912,"Avenue  de Boirargues","Oui",4,"Non","1,5","Oui_Non","335,642540443",6323
4788,"Rue Marguerite","Non",1,"Non","1,05","Non_Non","47,864616269",4957
2934,"Rond-Point de la Lyre","Non",10,"Non",1,"Non_Non","32,4016685733",4063
2410,"Rue André Le Nôtre","Oui","1,55","Non","2,25","Oui_Non","111,055579233",3518
3804,"Avenue de Nîmes","Oui","8,9","Oui",0,"Oui_Oui","91,125948857",4628
3553,"Avenue du Professeur Louis Ravaz","Non","2,1","Non","4,7","Non_Non","72,7140819659",4314
1680,"Impasse du Passage Soixante Quinze","Non",0,"Non",0,"Non_Non","82,8380687189",3336
4867,"Rue Edouard VII","Non",1,"Non","1,3","Non_Non","50,4358770973",5310
4008,"Rue Jules Grévy","Oui",0,"Oui","33,6","Oui_Oui","48,8863132144",4553
2984,"Avenue Abbé Paul Parguel","Non","1,4","Non","0,65","Non_Non","13,7919809665",4075
1352,"Rue de la Géode","Non",0,"Non",1,"Non_Non","56,0079850853",3068
4404,"Rue du Fesquet","Non",0,"Non",0,"Non_Non","216,806793604",5112
7747,"Passage Sarah Bernhardt","Non","0,95","Non","5,45","Non_Non","50,8818667811",6704
8147,"Allée de la Belle Treille","Non",0,"Non",0,"Non_Non","18,9291408746",6766
936,"Rue de la Méditerranée","Non","1,05","Non","1,9","Non_Non","49,2183295818",2888
18117,"Rue du Mas de Brousse","Non",0,"Non",0,"Non_Non","106,508268959",6396
4816,"Rue des Sureaux","Oui","2,8","Non","1,2","Oui_Non","63,4123557917",7178
2099,"Rue des Grèzes","Non","0,2","Non","1,45","Non_Non","113,267157447",3463
2025,"Rue du Mas de Perrette","Oui","1,45","Non","1,5","Oui_Non","34,9940407452",3745
3030,"Avenue du Père Prévost","Non",0,"Non",0,"Non_Non","286,921980819",4089
15022,"Voie non dénommée","Non",5,"Non","5,5","Non_Non","26,4410019556",6937
1276,"Rue de Messine","Non",0,"Non","2,5","Non_Non","58,0696481513",3037
6558,"Rue de la Thériaque","Non","0,75","Non","1,1","Non_Non","474,171332642",6166
6551,"Rue Jeanne Demessieux","Oui","1,9","Non","3,55","Oui_Non","101,188250595",6161
4019,"Place Albin Tixador","Oui","59,9","Non",0,"Oui_Non","34,687563537",4564
3469,"Rue du Carignan","Non","1,35","Non","0,8","Non_Non","54,0450547068",7334
6398,"Rue de Montels-Eglise","Non","1,5","Non","2,1","Non_Non","37,9221781498",7162
6023,"Rue des Caupols",,0,,0,"_","49,7767982291",7433
3872,"Rue des Grandes Terres","Non",0,"Non","2,2","Non_Non","79,6043851255",4669
1216,"Rue de la Courbe","Non","0,45","Non",1,"Non_Non","78,693339151",2955
5686,"Rue Catalan","Non","1,75","Oui","19,5","Non_Oui","120,915625439",5645
1296,"Rue Vendémiaire","Oui","2,9","Oui",3,"Oui_Oui","71,2841915303",3052
2387,"Rue André Le Nôtre","Non","1,8","Non","2,55","Non_Non","51,1645260269",3507
2698,"Avenue du Puech de Massane","Non","4,85","Oui","2,5","Non_Oui","112,88942224",3768
4689,"Rue Général Mathieu Dumas","Non",0,"Non",0,"Non_Non","103,943470185",5259
16313,"Boulevard Jacques Fabre de Morlhon","Non",0,"Non",0,"Non_Non","28,4995327276",7326
663,"Rue Joachim Du Bellay","Non","2,3","Non","1,4","Non_Non","96,4540705451",2675
11154,"Rue Magnol","Non","0,6","Non","1,2","Non_Non","8,0678763811",7275
2224,"Avenue de Monsieur Teste","Non","1,45","Non","3,5","Non_Non","12,3276754094",3621
5581,"Boulevard Berthelot","Non","1,3","Non","1,5","Non_Non","43,5530573536",5498
6783,"Avenue Jacques Cartier","Oui","2,6","Oui","7,8","Oui_Oui","62,4682490682",6556
6723,"Les Jardins du Corum","Non",0,"Non","6,8","Non_Non","29,241616939",6104
114,"Rue Washington","Non",1,"Non","1,2","Non_Non","37,0476361505",6668
2686,"Avenue de Rome","Oui","3,8","Oui","2,7","Oui_Oui","51,0297172534",3759
630,"Rue de la Métairie de l'Oiseau","Non","4,85","Non","2,6","Non_Non","167,726899141",2649
2171,"Avenue de Monsieur Teste","Non","1,65","Non","1,1","Non_Non","46,9361966049",3609
9832,"Rue des Ecoles","Non","2,65","Non","2,65","Non_Non","43,1356214566",6990
3751,"Avenue de Saint Maur","Non","0,9","Non","1,2","Non_Non","64,973153468",4541
15032,"Rue de Cheng-Du","Oui","3,4","Non",0,"Oui_Non","12,7796855286",6938
5966,"Rue Ferdinand de Lesseps","Non",0,"Non","1,4","Non_Non","34,0404161956",5937
19671,"Allée Firmin Coquerel","Oui",18,"Non","6,5","Oui_Non","18,5159097711",7633
5138,"Rue Foch","Non","1,4","Non","2,7","Non_Non","11,0877630012",5402
2059,"Rue de la Pierre Saint Martin","Non",0,"Non",0,"Non_Non","58,2462418837",3426
4151,"Rue Emile Duployé","Non","1,6","Non","1,6","Non_Non","60,0824995143",5014
7868,"Place Rosa Parks","Non","1,5","Oui","2,35","Non_Oui","27,2752466424",6708
8412,"Rue Circé","Non","1,25","Non","1,35","Non_Non","156,832296166",6390
5907,"Avenue du Maréchal Leclerc","Non","0,9","Non","1,05","Non_Non","179,130692437",5555
5493,"Place Carnot","Non",0,"Non","1,7","Non_Non","20,4414319599",6266
12572,"Voie non dénommée","Non",3,"Non",0,"Non_Non","248,797021035",7517
14192,"Rond-point Evariste Galois","Non","0,5","Non","7,5","Non_Non","78,4110072968",6795
9373,"Avenue de Toulouse","Non","3,5","Oui","4,5","Non_Oui","10,5324494435",6905
6058,"Passerelle du Moulin de l'Evêque","Oui","3,6","Non",0,"Oui_Non","36,3147632582",1488
17335,"Route de Grabels","Oui",5,"Oui","2,85","Oui_Oui","44,1302250243",7048
775,"Rue Adolphe Nourrit","Non",3,"Oui","1,9","Non_Oui","103,083105073",2750
5578,"Avenue de Villeneuve-Angoulème",,0,"Non","2,15","_Non","34,8520742213",5495
1420,"Rue de Montels-Eglise","Non","1,8","Non","1,9","Non_Non","187,96998922",2790
18016,"Carrefour Jean-Pierre Suc","Non","3,8","Non","2,85","Non_Non","14,918304691",6418
3946,"Rue du Moulin de Sémalen","Non",0,"Oui","2,9","Non_Oui","230,911353777",4704
11452,"Avenue du Pont Trinquat","Non","2,1","Non","1,95","Non_Non","50,3591791818",7282
15932,"Avenue de Toulouse","Oui","7,6","Non","2,5","Oui_Non","67,519223202",7205
3588,"Rue des Tamaris","Non","0,7","Non","0,95","Non_Non","170,874720915",4759
1749,"Rue Rossini","Non","1,3","Non","1,15","Non_Non","166,265719575",3362
3725,"Avenue de la Pompignane","Non","3,5","Oui","6,5","Non_Oui","51,5237059056",4229
13137,"Rue du Moulin de Sémalen","Non",3,"Non",0,"Non_Non","36,8583580191",6625
9379,"Avenue de Toulouse","Non","1,7","Oui",5,"Non_Oui","11,4076519166",6908
3875,"Rue du Mas Saint Pierre","Non",2,"Non",3,"Non_Non","81,2710616205",4672
1594,"Place de Pédralbès","Oui","3,5","Non","0,7","Oui_Non","42,5242391185",3270
4556,"Rue du Lierre","Non","1,2","Non","0,9","Non_Non","108,714280856",4855
762,"Rue Rambaud","Non","1,1","Non","1,3","Non_Non","69,6543575035",2738
