"AREA_,N,19,8","PERIMETER,N,19,8","BATIMENTS_,N,10,0","PATRLIB,C,36","CLEFPATR,C,8","CDCOL,C,1","CDPAT,C,5","CDELEM,C,2","CLASS,C,5","SYMBOLE,N,5,0","ID,N,10,0","AREA,N,19,11","LEN,N,19,11"
"95,98638445","68,11655062",390,Eglise Don Bosco,88888888,0,00000,0,CE,0,0,"96,0628","68,143711"
"516,59395938","123,13001981",391,,99999999,0,00000,0,NP,170,0,"517,00228","123,178896"
"815,6895219","119,61516663",393,Maison des Sports LR,,,,,BT,104,0,"816,33242","119,662336"
"728,51504688","116,5969942",394,,99999999,0,00000,0,NP,170,0,"729,08941","116,642786"
"812,88810612","119,03149054",396,FRANCE TELECOM - Antigone,70023400,7,00234,00,NP,170,0,"813,53082","119,078353"
"586,27417507","99,6095876",397,Ecole maternelle Francis Garnier,00030902,0,00309,02,BC,109,0,"586,73609","99,648746"
"634,07009387","108,00874506",568,Lycée Jean Mermoz,70009900,7,70099,00,BT,104,0,"634,56934","108,051147"
"276,05806574","138,39648212",569,Palais de Justice,70005500,7,00055,00,BT,104,0,"276,27449","138,450568"
"3084,3311752","223,90830286",571,Lycée Joffre,88888888,0,00000,0,CI,0,0,"3086,75303","223,99618"
"443,9609562","129,38619935",572,Maison de Quartier Jacques Prévert,00012500,0,00125,00,BC,109,0,"444,30999","129,437255"
"118,12286869","48,90801829",573,Lycée Jules Guesdes,70010300,7,00103,00,BT,104,0,"118,21623","48,927295"
"1086,25058445","176,27766422",575,Salle Guillaume de Nogaret,88888888,0,00000,0,BC,109,0,"1087,10165","176,346486"
"247,10562492","74,23657041",576,Chateau de la Piscine,99999999,0,00000,0,BC,109,0,"247,29856","74,265322"
"420,72692811","113,39308525",577,Chateau de la Piscine,99999999,0,00000,0,BC,109,0,"421,05653","113,438066"
"1420,44392455","207,20700965",579,Ecole maternelle Sarah Bernhardt,00106201,0,01062,01,BC,109,0,"1421,55422","207,28812"
"116,57948132","49,27561014",580,,88888888,,,,CI,0,0,"116,67094","49,295051"
"195,79731409","66,42445976",582,,00031800,0,00318,00,BT,104,0,"195,95077","66,45051"
"559,53500041","104,93585562",584,Mairie annexe Celleneuve,00057400,0,00574,00,BC,109,0,"559,97442","104,977132"
"833,24824669","179,13799128",586,,99999999,,,,BT,104,0,"833,89951","179,207979"
"294,21842492","86,37722115",587,Lycée Joffre,70009700,7,00097,00,BT,104,0,"294,4478","86,410996"
"159,49091869","59,68944767",588,Lycée Jules Guesdes,70010300,7,00103,00,BT,104,0,"159,61511","59,7127"
"129,10240938","45,72389098",590,Ecole Maternelle J.J Rousseau,00033401,0,00334,01,BC,109,0,"129,20382","45,741785"
"52,31107812","54,44327687",591,Eglise St Matthieu,00070600,0,00706,00,CE,0,0,"52,35241","54,464273"
"719,94639681","115,78732387",593,Piscine Pitot,88888888,,,,BT,104,0,"720,51028","115,832751"
"1411,87585315","231,27106805",595,Piscine Pitot,70008600,7,00086,00,BT,104,0,"1412,9838","231,361823"
"407,04917183","155,52008206",597,Eglise St Matthieu,00070600,0,00706,00,BT,104,0,"407,36714","155,580319"
"37,43899065","26,39304779",599,Clinique Clémentville,70015400,7,00154,00,BT,104,0,"37,46834","26,40355"
"921,85262398","231,23364931",600,D.R.A.C,70000300,7,00003,00,BT,104,0,"922,57691","231,324207"
"783,03649382","121,10220212",601,Lycée Joffre,70009700,7,00097,00,BT,104,0,"783,65095","121,149681"
"996,78889358","188,65830521",504,Ecole élémentaire Paul Langevin,00029003,0,00290,03,BC,109,0,"997,57264","188,732399"
"756,16034049","116,52668381",509,Château de Flaugergues,70008100,7,00081,00,CI,0,0,"756,75264","116,572087"
"1447,67075629","345,03392971",510,Ecole élémentaire Painlevé,00039701,0,00397,01,BC,109,0,"1448,80813","345,169598"
"1498,40929682","290,74387554",515,Cité Universitaire des Arceaux,70019900,7,70199,00,BT,104,0,"1499,58894","290,857504"
"1152,29327219","266,36609819",516,Hôtel de Varennes,00050000,0,00500,00,BT,104,0,"1153,19778","266,470477"
"661,45475312","152,78903039",520,Ecole maternelle Louise Michel,0039702,0,00397,02,BC,109,0,"661,97346","152,849029"
"3252,32253146","427,98701993",522,C.R.D.P,70002600,7,00026,0,BT,104,0,"3254,8764","428,155133"
"76,19505308","35,34181081",526,Sabatier d'Esperan,00058300,0,00583,00,CI,0,0,"76,25478","35,35556"
"572,87634367","153,33353376",529,Sabatier d'Esperan,00058300,0,00583,00,BT,104,0,"573,32673","153,39369"
"2407,52731561","291,96063862",531,Lycée Joffre,70009900,7,70099,00,BT,104,0,"2409,4186","292,074753"
"14,99677501","15,44602985",535,Hôtel de la Préfecture,70006200,7,00062,00,CI,0,0,"15,00865","15,4521"
"3145,94863104","402,46477977",538,Collège Joffre,70011500,7,00115,00,BT,104,0,"3148,41774","402,62294"
"351,5922186","131,19792176",541,Musée Fabre,70021100,7,00211,00,BT,104,0,"351,86765","131,24929"
"1485,86171523","193,37511718",543,Cave Coopérative,99999999,0,00000,0,NP,170,0,"1487,02542","193,450395"
"2968,1080063","429,96598242",549,Hôtel de la Préfecture,70006200,7,00062,00,BT,104,0,"2970,43698","430,13426"
"252,06974687","74,70111031",552,Chateau de la Piscine,99999999,0,00000,0,BC,109,0,"252,26824","74,730255"
"448,69175623","93,46096007",556,Centre de secours M. Dormoy,70008900,7,00089,00,BT,104,0,"449,04214","93,497665"
"5942,30696232","324,55037132",560,Centre Commercial,99999999,0,00000,0,NP,170,0,"5946,96779","324,677846"
"3881,62145611","596,94574746",561,Musée Fabre,70105800,7,01058,00,BT,104,0,"3884,66791","597,180215"
"53,08421252","55,08204374",567,Basilique Notre Dame des Tables,00058900,0,00589,00,CE,0,0,"53,12693","55,103454"
"708,89167803","168,91790398",570,Basilique Notre Dame des Tables,00058900,0,00589,00,BT,104,0,"709,44602","168,983911"
"502,59331564","121,11507743",574,Ecole élémentaire Léo Malet,00028201,0,00282,01,BC,109,0,"502,98709","121,162779"
"1111,39581548","205,59846728",578,Ecole élémentaire Léo Malet,00028101,0,00281,01,BC,109,0,"1112,2675","205,67893"
"1573,13347202","233,98913975",581,Lycée Joffre,70009700,7,00097,00,BT,104,0,"1574,36553","234,080864"
"9883,61170004","551,89205852",583,Lycée Jean Mermoz,70009900,7,70099,00,BT,104,0,"9891,35817","552,108257"
"268,59563133","110,6874015",585,Clinique Clémentville,70015400,7,00154,00,BT,104,0,"268,80592","110,730349"
"473,3842344","92,95556264",589,Clinique Clémentville,70015400,7,00154,00,BT,104,0,"473,75498","92,992111"
"71,20633751","55,45446177",592,Eglise Ste Croix,88888888,0,00000,0,CE,0,0,"71,26276","55,476202"
"8978,82895615","1065,63897471",594,Lycée Professionnel Jean Mermoz,70010100,7,00101,00,BT,104,0,"8985,86706","1066,057368"
"195,54110109","133,47951443",596,Eglise Ste Croix,99999999,0,00000,0,BT,104,0,"195,69375","133,531493"
"1191,47044111","218,96056825",598,Ecole élémentaire Blaise Pascal,00106203,0,01062,03,BC,109,0,"1192,40134","219,046065"
"717,86300314","142,98281977",602,Piscine Pitot,88888888,,,,BT,104,0,"718,42573","143,038437"
"40,23478127","32,10194992",603,Clinique Clémentville,70015400,7,00154,00,BT,104,0,"40,26595","32,114543"
"2559,51985679","275,27369021",605,Lycée Joffre,70009700,7,00097,00,BT,104,0,"2561,52554","275,381288"
"805,08042189","186,26639829",608,,99999999,0,00000,0,BT,104,0,"805,70793","186,339551"
"17,09677809","16,82153851",609,D.R.A.C,99999999,,,,CI,0,0,"17,11017","16,828138"
"169,52921559","66,6560201",610,Complexe Sportif de Grammont,00016200,0,00162,00,BC,109,0,"169,66155","66,681979"
"242,13324993","65,87233355",611,Lycée Jules Guesdes,00014200,0,00142,00,BT,104,0,"242,32236","65,898186"
"613,51870312","97,49303723",614,La Panacée,99999999,0,00000,0,CI,0,0,"613,99815","97,531104"
"1270,70939991","143,98197438",615,Gymnase Michelle Ostermeyer,00014200,0,00142,00,BC,109,0,"1271,70402","144,038391"
"489,91461863","139,75165949",616,,99999999,0,00000,0,BT,104,0,"490,30002","139,806305"
"119,68723438","44,50440329",617,Faculté de Médecine,88888888,0,00000,0,CI,0,0,"119,77989","44,521665"
"2375,30511256","207,0174819",460,Salle des Rencontres,00054600,0,00546,00,BC,109,0,"2377,17517","207,098991"
"318,52656646","81,86592844",461,Musé Languedocien,,,,,BT,104,0,"318,77643","81,897897"
"63,32823123","32,44478512",463,,70002600,7,00026,00,CI,0,0,"63,37769","32,457461"
"289,22723125","98,37094774",464,Moulin de l'Evèque,00007702,0,00077,02,BC,109,0,"289,45438","98,409295"
"276,15416252","111,67059037",467,Crèche Lagrèze,00022001,0,00220,01,BC,109,0,"276,37161","111,714538"
"1015,55850962","162,34956416",468,DRCE,70001200,7,00012,00,BT,104,0,"1016,35733","162,413027"
"614,68116238","141,92875474",469,Office du Tourisme,00057602,0,00576,02,BC,109,0,"615,16506","141,984648"
"616,72348125","166,20324354",471,,70002600,7,00026,0,NP,170,0,"617,21056","166,26862"
"827,58416282","140,35362793",472,DRTE,99999999,,,,BT,104,0,"828,23416","140,408792"
"1595,24416873","162,53746391",473,D.A.P,70006800,7,00068,00,BC,109,0,"1596,50273","162,601412"
"26,96838749","21,43575772",474,Crypte,00021500,0,00215,00,BT,104,0,"26,98978","21,444205"
"213,40635316","63,1687486",476,Ecole élémentaire Auguste Comte,00026702,0,00267,00,BC,109,0,"213,57547","63,193803"
"144,82068749","60,81489551",477,INSEE,70001500,7,70015,00,CI,0,0,"144,93533","60,839041"
"158,43037814","50,4268992",478,Cité Universitaire des Arceaux,70019900,7,70199,00,BT,104,0,"158,55574","50,446838"
"2827,66495607","217,94678555",480,DRASS,99999999,,,,BT,104,0,"2829,88796","218,032416"
"1763,52732201","204,56353424",481,Trésorerie Générale de l'Hérault,70001800,7,00018,00,BT,104,0,"1764,91485","204,643816"
"857,31930609","131,97749852",483,Direction Régionale France Télécom,99999999,,,,NP,170,0,"857,99352","132,029389"
"867,21874062","143,84835764",484,Carré Sainte Anne,00090400,0,00904,00,BC,109,0,"867,89973","143,904692"
"69,75734373","32,81537699",486,,99999999,,,,CI,0,0,"69,81224","32,828276"
"1297,17971236","157,55972823",488,Halles Castellane,99999999,,,,BC,109,0,"1298,20325","157,621445"
"737,66942495","120,18198303",489,Pavillon Populaire,00064400,0,00644,00,BC,109,0,"738,25005","120,229174"
"54,13345","56,22898846",491,Dominicains-chapelle,88888888,0,00000,0,CE,0,0,"54,17528","56,250786"
"27,02726873","23,53526613",492,Gendarmerie Nationale,70001100,7,00011,00,BT,104,0,"27,04895","23,544616"
"741,47612201","173,57392463",493,Gendarmerie Nationale,70001100,7,00011,00,BT,104,0,"742,057","173,642109"
"14,68602187","15,1751839",494,Gendarmerie Nationale,70001100,7,00011,00,BT,104,0,"14,69758","15,181143"
"78,53356877","38,46757935",496,Château de Flaugergues,70008100,7,00081,00,NP,170,0,"78,59506","38,482712"
"28,86238748","25,03674518",497,Gendarmerie Nationale,70001100,7,00011,00,BT,104,0,"28,88506","25,046552"
"219,14148426","75,69970197",498,Salle Rabelais,00008500,0,00085,00,BC,109,0,"219,31367","75,729488"
"411,49972814","81,65515137",499,Lycée Professionnel Jean Mermoz,70009900,7,70099,00,BT,104,0,"411,82306","81,687212"
"1335,93455947","147,59879862",500,Lycée Professionnel Jean Mermoz,70009900,7,70099,00,BT,104,0,"1336,98344","147,656712"
"7521,67118737","352,18281023",403,Piscine olympique Neptune,00255000,0,02550,00,BT,104,0,"7527,60838","352,321591"
"1025,4426625","149,89509007",405,Hôtel de Région,70005900,7,00059,00,BT,104,0,"1026,25232","149,954365"
"376,00294683","116,00832661",410,Chambre de Commerce,70004500,7,00045,00,BT,104,0,"376,29971","116,054055"
"1191,73827734","216,03209",413,,99999999,0,00000,0,NP,170,0,"1192,68035","216,116843"
"3027,36418071","239,44229764",414,Opéra Comédie,70059200,7,00592,00,BT,104,0,"3029,7556","239,537289"
"2265,15503706","534,86667687",417,,99999999,0,00000,0,NP,170,0,"2266,94271","535,077838"
"593,5420907","119,50147022",423,,99999999,0,00000,0,NP,170,0,"594,00967","119,54832"
"1228,45355623","217,68469749",425,,99999999,0,00000,0,NP,170,0,"1229,42378","217,770277"
"2082,49302189","269,65091609",427,Hôtel d'Agglomération,00056300,0,00563,00,BT,104,0,"2084,13684","269,757494"
"1259,42423131","265,18699734",430,,99999999,0,00000,0,NP,170,0,"1260,41676","265,291617"
"539,87038241","189,26555097",431,Eglise Saint Roch,00070900,0,00709,00,BT,104,0,"540,2971","189,340149"
"951,06604057","164,50543883",437,M.P.T. André Chamson,00053202,0,00532,02,BC,109,0,"951,81889","164,56966"
"2266,77209049","534,52449591",439,,99999999,0,00000,0,NP,170,0,"2268,55839","534,735711"
"54,37110938","30,32955773",502,Hôtel de Varennes,00050000,0,00500,00,CI,0,0,"54,41374","30,341412"
"2846,55850012","454,40241765",441,,99999999,0,00000,0,NP,170,0,"2848,80073","454,582561"
"1592,04826566","276,73897301",442,,00000000,0,00000,00,NP,170,0,"1593,30257","276,847871"
"24509,88830957","1356,65644097",446,Centre Commercial le Polygone,99999999,,,,NP,170,0,"24529,21289","1357,188671"
"210,11500942","120,70718227",449,Eglise Sainte Eulalie,00071300,0,00713,00,BT,104,0,"210,28009","120,754473"
"456,32873119","158,72141256",452,,99999999,0,00000,0,BT,104,0,"456,68827","158,784276"
"1465,2646064","330,500178",455,Maison de Retraite les Violettes,99999999,0,00000,0,NP,170,0,"1466,4169","330,630317"
"2960,46540376","523,75614869",456,Clinique Beau Soleil,70015500,7,00155,00,BT,104,0,"2962,79785","523,963052"
"470,24486573","113,01122926",459,,,,,,BM,109,0,"470,61422","113,055899"
"868,8207001","155,22618324",462,D.R Impôts,99999999,,,,BT,104,0,"869,50339","155,287495"
"266,34198445","68,32031804",465,Gendarmerie Nationale,70001100,7,00011,00,BT,104,0,"266,55056","68,346995"
"6294,99632812","511,01115205",466,Hôtel de Ville,00053500,0,00535,00,BC,109,0,"6299,95441","511,211377"
"946,8869813","155,70655713",470,Direction Régionale de l'Equipement,70003600,7,00036,00,BC,109,0,"947,63285","155,768094"
"261,96204062","81,85614357",475,D.E.J.S,00055800,0,00558,00,BC,109,0,"262,16766","81,888048"
"194,70588753","60,73104941",479,Maison de l'Energie,00064400,0,00644,00,BC,109,0,"194,85904","60,754861"
"2307,81201881","263,02307338",482,INSEE,70001500,7,70015,00,BT,104,0,"2309,62908","263,126755"
"543,53995001","113,86947241",485,Cité Universitaire des Arceaux,70019900,7,70199,00,BT,104,0,"543,96751","113,914071"
"5380,81022764","498,10307627",487,Cité Judiciaire,70005400,7,00054,00,BT,104,0,"5385,04289","498,299052"
"371,55440633","124,50287372",490,,99999999,0,00000,0,BC,109,0,"371,84679","124,551874"
"2211,24105924","259,60610572",495,Gendarmerie Nationale,70001100,7,00011,00,BT,104,0,"2212,98053","259,707476"
"626,61116874","166,01138209",501,Dominicains-chapelle,99999999,,,,BT,104,0,"627,10301","166,076112"
"333,57543751","94,53170466",503,Gendarmerie Nationale,70001100,7,00011,00,BT,104,0,"333,83663","94,568786"
"956,72464358","190,35347691",505,Ecole maternelle Goethe,00029102,0,00291,02,BC,109,0,"957,47822","190,428368"
"175,81556248","67,96420851",506,Château de Flaugergues,70008100,7,00081,00,NP,170,0,"175,95439","67,990949"
"46,54607811","27,34151279",507,Hôtel de Varennes,00050000,0,00500,00,CI,0,0,"46,58254","27,352121"
"142,96258126","47,86851151",508,Kiosque Bosc,00023300,0,00233,00,BC,109,0,"143,07506","47,887342"
"1482,59151876","136,8133243",511,C.R.D.P,70002600,0,00000,0,CI,0,0,"1483,75707","136,867082"
"154,58849684","52,17663602",512,Collège Joffre,70011500,7,00115,00,BT,104,0,"154,71037","52,197176"
"343,29793136","76,04583991",513,Poste - Arceaux,70025900,7,00259,00,NP,170,0,"343,56821","76,075659"
"180,60477207","131,02873378",514,Lycée Joffre,70009700,7,00097,00,BT,104,0,"180,74707","131,080062"
"1970,6929605","303,61112397",517,Cité Universitaire des Arceaux,70019900,7,70199,00,BT,104,0,"1972,24309","303,730277"
"1449,48298453","324,73560078",518,Château de Flaugergues,70008100,7,00081,00,NP,170,0,"1450,61938","324,862594"
"97,7817156","40,1779797",519,Poste - Préfecture,70022900,7,00229,00,CI,0,0,"97,85862","40,193763"
"312,0492749","98,72285261",521,Château de Flaugergues,70008100,7,00081,00,NP,170,0,"312,29238","98,761605"
"639,49021339","146,80318781",523,Poste - Préfecture,70022900,7,00229,00,NP,170,0,"639,99286","146,860907"
"907,7131562","218,02935217",524,Chapelle de la Miséricorde,00008200,0,00082,00,BC,109,0,"908,42588","218,115534"
"167,34017602","67,92836381",525,Arc de triomphe,00067400,0,00674,00,BC,109,0,"167,47094","67,955253"
"140,3859437","58,33664648",527,Cité Universitaire des Arceaux,70019900,7,70199,00,BT,104,0,"140,49652","58,359463"
"221,84379377","69,88264145",528,Ecole maternelle Chaptal,00028903,0,00289,03,BC,109,0,"222,01874","69,910106"
"394,95979995","106,86786799",530,Ecole élémentaire Jeanne d'Arc,00028803,0,00288,03,BC,109,0,"395,26979","106,909746"
"1432,0910816","216,62792314",532,Lycée Joffre,70009700,7,00097,00,BT,104,0,"1433,21437","216,713025"
"1554,12163748","235,84463792",533,Lycée Joffre,70009700,7,00097,00,BT,104,0,"1555,34159","235,937481"
"120,04010626","43,7421273",534,Hôtel de la Préfecture,70006200,7,00062,00,CI,0,0,"120,13373","43,759136"
"263,34775933","71,53729907",536,Lycée Jules Guesde,70010000,7,00100,00,BT,104,0,"263,55428","71,565482"
"285,18443108","84,21882238",537,Collège Joffre,70011500,7,00115,00,BT,104,0,"285,40774","84,251957"
"418,42955002","91,46580899",539,Musée Fabre,00105800,0,01058,00,CI,0,0,"418,7598","91,501712"
"2024,56182498","326,45425498",540,Lycée Jules Guesde,70010300,7,00103,00,BT,104,0,"2026,15096","326,582579"
"134,23248753","46,82981588",542,Cave Coopérative,70005500,7,00055,00,CI,0,0,"134,33785","46,84819"
"134,31119063","46,70598794",544,Palais de Justice,70005500,7,00055,00,CI,0,0,"134,41645","46,724306"
"92,98906247","44,33429761",545,Lycée Joffre,70009700,7,00097,00,BT,104,0,"93,06135","44,351542"
"7,46676874","11,08392432",546,Hôtel de la Préfecture,70006200,7,00062,00,CI,0,0,"7,47251","11,088203"
"208,58333121","65,98006607",547,Chateau de la Piscine,99999999,,,,BC,109,0,"208,74655","66,006097"
"129,81161243","51,08468374",548,Lycée Jules Guesdes,70010300,7,00103,00,BT,104,0,"129,91403","51,104765"
"343,20399699","106,31385193",550,Club de loisirs Jeanne Galzy,00052800,0,00528,00,BC,109,0,"343,47464","106,355835"
"3299,55397507","417,667098",551,Palais de Justice,70005500,7,00055,00,BT,104,0,"3302,14516","417,831125"
"1348,86467493","180,64547373",553,Lycée Joffre,70009700,7,00097,00,BT,104,0,"1349,92244","180,716289"
"28,36046874","21,73412639",554,,88888888,,,,CI,0,0,"28,38271","21,742628"
"299,70853754","70,69695492",555,Musée Fabre,00050400,0,00504,00,CI,0,0,"299,94466","70,724773"
"301,1780656","129,88147647",557,Palais de Justice,70005500,7,00055,00,BT,104,0,"301,41457","129,932315"
"128,90068123","51,24568942",558,Lycée Jules Guesde,70010300,7,00103,00,BT,104,0,"129,00255","51,26581"
"584,41245937","140,17873528",559,,99999999,,,,BT,104,0,"584,87166","140,233956"
"1277,75714984","145,20544212",562,Lycée Professionnel Jean Mermoz,70009900,7,70099,00,BT,104,0,"1278,76025","145,262407"
"1420,35200326","232,71134379",563,Lycée Joffre,70009700,7,00097,00,BT,104,0,"1421,46596","232,802582"
"965,22195322","165,17368094",564,Centre de secours M. Dormoy,70008900,7,00089,00,BT,104,0,"965,97662","165,238459"
"215,20566565","66,7390369",565,Chateau de la Piscine,99999999,,,,BT,104,0,"215,37321","66,765246"
"126,1100187","50,79599876",566,Lycée Jules Guesdes,70010300,7,00103,00,BT,104,0,"126,20859","50,81582"
"4013,07071534","711,25731412",646,Rectorat Montpellier,88888888,,,,BT,104,0,"4016,20647","711,535028"
"935,19836861","329,82739519",651,Le Corum,70019900,7,00119,00,CI,0,0,"935,92886","329,957116"
"1760,52699389","382,08558366",653,Faculté de Droit,70019900,7,00199,00,BT,104,0,"1761,90645","382,235894"
"3436,38731596","359,8003589",656,Le Corum,70019900,7,00199,00,BT,104,0,"3439,07541","359,941991"
"852,6009935","337,60611269",657,Le Corum,70019900,7,00119,00,CI,0,0,"853,269","337,739183"
"83,7534656","38,16359587",661,Faculté de Droit,70012900,7,00129,00,CI,0,0,"83,81911","38,178582"
"5329,98218014","292,9092829",662,Zénith,70084800,7,00848,00,BT,104,0,"5334,1335","293,023244"
"460,26793136","85,82438412",666,Faculté de Droit,70012900,7,00129,00,CI,0,0,"460,62547","85,857718"
"458,75780926","124,44792217",668,Vestiaire Football,,,,,BC,109,0,"459,11552","124,496454"
"3716,49620306","494,4105589",671,Faculté de Droit,70012900,7,00129,00,BT,104,0,"3719,40495","494,603336"
"962,48453123","197,81318147",674,Domaine Bonnier de la Mosson,00003400,0,00034,00,BC,109,0,"963,23851","197,890462"
"327,56593089","76,70363032",678,AGORA,00019800,0,00198,00,CI,0,0,"327,82204","76,733622"
"285,21419689","86,68724458",680,,70013100,7,00131,00,CI,0,0,"285,43777","86,721149"
"1152,89493507","367,86562542",682,AGORA,00019800,0,00198,00,BC,109,0,"1153,79446","368,008873"
"3453,40739922","689,00947093",683,AGORA,00083900,0,00839,00,BC,109,0,"3456,09823","689,278625"
"805,90679064","180,31416171",689,Moulin de Salicate,99999999,,,,BT,104,0,"806,53534","180,384346"
"1861,12714677","236,7914276",693,France3 Sud,,,,,NP,170,0,"1862,57447","236,883442"
"30698,07636189","1080,3714907",766,IBM France,99999999,0,00000,0,NP,170,0,"30721,86996","1080,790323"
"34,34490622","28,00962138",767,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"34,37192","28,020489"
"1175,12241869","145,04775159",769,Gymnase Les Arts,00047800,0,00478,00,BC,109,0,"1176,03394","145,103914"
"985,02723129","129,32352494",770,Centre équestre de Grammont,00246400,0,02464,00,BC,109,0,"985,78797","129,373372"
"417,06221875","101,07460061",772,DIPAN,00045300,0,00453,00,BC,109,0,"417,3832","101,11374"
"197,95855634","62,02584768",773,Centre équestre de Grammont,00246400,0,02464,00,BC,109,0,"198,11163","62,04974"
"833,51615325","120,12817326",774,Salle de sports Louis Nègre,00048800,0,00488,00,BC,109,0,"834,16262","120,174709"
"174,1155031","57,24045959",776,Centre équestre de Grammont,00246400,0,02464,00,BC,109,0,"174,25039","57,262619"
"178,47800928","57,77846203",777,Centre équestre de Grammont,00246400,0,02464,00,BC,109,0,"178,61504","57,800723"
"482,26712192","87,84557845",778,Parc Technologique Pompignane,99999999,0,00000,0,CI,0,0,"482,63879","87,879422"
"27,91621878","23,987435",779,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"27,93751","23,996566"
"582,37603754","155,82937042",781,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"582,82661","155,889355"
"621,20580623","131,50710469",782,D.R.J.S,70000400,7,00004,00,BT,104,0,"621,6871","131,558018"
"224,97656242","64,88589954",784,DIPAN,00045300,0,00453,00,BC,109,0,"225,15075","64,91108"
"231,88835003","66,58018747",785,Caserne Tastavin,88888888,0,00000,0,CI,0,0,"232,06758","66,605776"
"1021,50014999","141,37164662",786,Gymnase Alain Achille,00046400,0,00464,00,BC,109,0,"1022,29041","141,426353"
"469,25277492","108,87910831",788,Salle des Aubes,00069000,0,00690,00,BC,109,0,"469,61454","108,920975"
"464,75335006","92,2129964",789,Centre équestre de Grammont,00246400,0,02464,00,BC,109,0,"465,11151","92,248513"
"283,62949691","67,37275022",790,Caserne Tastavin,88888888,,,,CI,0,0,"283,84951","67,39888"
"42,04620626","50,72088303",792,Eglise Sainte Léon,,,,,CE,0,0,"42,07869","50,740615"
"700,02961886","164,42682001",793,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"700,5728","164,4908"
"760,30788477","110,25710726",796,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"760,8979","110,299759"
"373,48279684","99,49656245",797,Point de propreté Demeter - Mosson,00085900,0,00859,00,BT,104,0,"373,77204","99,535067"
"276,36729376","67,81232019",798,Ecole élémentaire Julie Daubié,99999999,0,00000,0,BC,109,0,"276,58241","67,838644"
"326,78728432","81,76483286",799,Poste,70022800,7,00228,00,NP,170,0,"327,03979","81,796147"
"290,9161937","72,99865297",800,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"291,14095","73,027054"
"1115,70582076","278,63451752",694,Institut de Botanique,70012800,7,00128,00,BT,104,0,"1116,57577","278,74295"
"1574,57251553","470,12215102",695,Trésorerie Montp. 2ième division,77001600,7,70016,00,BT,104,0,"1575,79797","470,305227"
"2785,02440673","441,15519577",696,Institut de Biologie,70013100,7,00131,00,BT,104,0,"2787,19598","441,328094"
"1296,71538845","194,01326746",700,Ecole maternelle Jules Michelet,00106102,0,01061,02,BC,109,0,"1297,72676","194,088884"
"445,6928656","87,75624927",703,Institut de Biologie,70012800,7,00128,00,CI,0,0,"446,03985","87,79035"
"1296,94875631","161,53117979",705,Gymnase Arthur Rimbaud,99999999,0,00000,0,BT,104,0,"1297,9592","161,594181"
"1170,06988432","199,76572638",706,Ecole élémentaire Joseph Delteil,00143201,0,01432,01,BC,109,0,"1170,98243","199,843331"
"241,62878756","99,75970001",709,Maison des Choeurs,88888888,7,00161,00,CE,0,0,"241,81577","99,79807"
"631,13078756","101,69584854",710,Maison des Choeurs,70016100,7,00161,00,CI,0,0,"631,62284","101,735397"
"55,50782188","31,34163784",711,Centre Horticole Grammont,00045400,0,00454,00,BC,109,0,"55,5507","31,353752"
"2308,78168744","216,05620947",712,Centre Horticole Grammont,00045400,0,00454,00,BC,109,0,"2310,57327","216,14009"
"605,52067501","98,65126414",713,Ecole maternelle Rudyard Kipling,00036402,0,00364,02,BC,109,0,"605,99045","98,689556"
"647,57125626","102,78015183",715,Maison des Choeurs,70016100,7,00161,00,CI,0,0,"648,07553","102,82007"
"1126,31169997","143,60370671",716,Ecole élémentaire Charles Baudelaire,00036501,0,00365,01,BC,109,0,"1127,18685","143,659725"
"197,1847469","89,72873953",718,Halte-garderie les Chats Bottés,00049200,0,00492,00,BC,109,0,"197,33826","89,763809"
"448,77419375","100,77311213",719,M.P.T. Frédéric Chopin,00001800,0,00018,00,BC,109,0,"449,12188","100,812203"
"53,57095307","30,53017754",720,,99999999,,,,NP,170,0,"53,61213","30,541961"
"363,41911561","90,8623024",722,,70016100,7,00161,00,NP,170,0,"363,70168","90,897487"
"105,76297182","71,77442422",724,,,,,,CE,0,0,"105,84514","71,802451"
"39,23328124","26,06480886",725,E.H.P.A.D Michel Bélorgeot,70018000,7,00180,00,BC,109,0,"39,26404","26,075016"
"1297,85676889","147,28431234",728,I.N.R.A,70012700,7,00127,00,BT,104,0,"1298,86463","147,341375"
"1362,57944378","236,11000358",730,Domaine de Grammont,00044002,0,00440,02,BC,109,0,"1363,63441","236,201453"
"343,09006243","85,66437392",731,,70016100,7,00161,00,NP,170,0,"343,3558","85,697427"
"22,82158127","24,75031549",733,La Maison des Seniors,00024100,0,00241,00,CI,0,0,"22,83932","24,759778"
"244,29878592","74,0042813",735,Domaine de Grammont,00044002,0,00440,02,BC,109,0,"244,48844","74,033187"
"180,4817094","65,361716",737,Domaine de Grammont,00044002,0,00440,02,BC,109,0,"180,62213","65,386869"
"1488,40534682","306,71792878",738,Collège Camille Claudel,70011300,7,00113,00,BT,104,0,"1489,55764","306,836096"
"513,76702183","147,21964084",739,,99999999,,,,NP,170,0,"514,16628","147,276685"
