"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"MERLETS             ","Chemin des Merlets                                              ",1,99999,"I","Ecole Elémentaire SPINOZA                                   "
"MERLETS             ","Chemin des Merlets                                              ",2,99998,"P","Ecole Elémentaire SPINOZA                                   "
"MERLOT              ","Allée du Merlot                                                 ",1,99999,"I","Ecole Elémentaire Julie DAUBIE                              "
"MERLOT              ","Allée du Merlot                                                 ",2,99998,"P","Ecole Elémentaire Julie DAUBIE                              "
"MERMOZ              ","Carrefour Mermoz                                                ",1,99999,"I","Ecole Elémentaire Jean MERMOZ                               "
"MERMOZ              ","Carrefour Mermoz                                                ",2,99998,"P","Ecole Elémentaire Jean MERMOZ                               "
"MERMOZ              ","Avenue Jean Mermoz                                              ",1,99999,"I","Ecole Elémentaire Jean MERMOZ                               "
"MERMOZ              ","Avenue Jean Mermoz                                              ",2,99998,"P","Ecole Elémentaire Jean MERMOZ                               "
"MESANGE             ","Rue de la Mésange                                               ",1,99999,"I","Ecole Elémentaire Sigmund FREUD                             "
"MESANGE             ","Rue de la Mésange                                               ",2,99998,"P","Ecole Elémentaire Sigmund FREUD                             "
"MESANGES HAMEAU DES ","Impasse du Hameau des Mésanges                                  ",1,99999,"I","Ecole Elémentaire Sigmund FREUD                             "
"MESANGES HAMEAU DES ","Impasse du Hameau des Mésanges                                  ",2,99998,"P","Ecole Elémentaire Sigmund FREUD                             "
"MESSIDOR            ","Rue Messidor                                                    ",1,99999,"I","Ecole Elémentaire Jean JAURES                               "
"MESSIDOR            ","Rue Messidor                                                    ",2,99998,"P","Ecole Elémentaire Jean JAURES                               "
"MESSIER             ","Cour Messier                                                    ",1,99999,"I","Ecole Elémentaire Blaise PASCAL                             "
"MESSIER             ","Cour Messier                                                    ",2,99998,"P","Ecole Elémentaire Blaise PASCAL                             "
"MESSINE             ","Rue de Messine                                                  ",1,99999,"I","Ecole Primaire Michel de l' Hospital (Element)              "
"MESSINE             ","Rue de Messine                                                  ",2,99998,"P","Ecole Primaire Michel de l' Hospital (Element)              "
"METAIRIE DE L'OISEAU","Rue de la Métairie de l'Oiseau                                  ",1,99999,"I","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"METAIRIE DE L'OISEAU","Rue de la Métairie de l'Oiseau                                  ",2,99998,"P","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"METAIRIE DE SAYSSET ","Rue de la  Métairie de Saysset                                  ",1,99999,"I","Ecole Elémentaire Jean MACE                                 "
"METAIRIE DE SAYSSET ","Rue de la  Métairie de Saysset                                  ",2,99998,"P","Ecole Elémentaire Jean MACE                                 "
"METEZEAU            ","Allée Métezeau                                                  ",1,99999,"I","Ecole Elémentaire Léo MALET                                 "
"METEZEAU            ","Allée Métezeau                                                  ",2,99998,"P","Ecole Elémentaire Léo MALET                                 "
"METZ                ","Rue de Metz                                                     ",1,99999,"I","Ecole Elémentaire GAMBETTA                                  "
"METZ                ","Rue de Metz                                                     ",2,99998,"P","Ecole Elémentaire GAMBETTA                                  "
"MEUNG               ","Allée Jean de Meung                                             ",1,99999,"I","Ecole Elémentaire KUROSAWA                                  "
"MEUNG               ","Allée Jean de Meung                                             ",2,99998,"P","Ecole Elémentaire KUROSAWA                                  "
"MEYRUEIS            ","Rue Meyrueis                                                    ",1,99999,"I","Ecole Elémentaire Marie CURIE                               "
"MEYRUEIS            ","Rue Meyrueis                                                    ",2,99998,"P","Ecole Elémentaire Marie CURIE                               "
"MICHALON            ","Rue Vital Michalon                                              ",2,99998,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
"MICHALON            ","Rue Vital Michalon                                              ",1,99999,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"MICHEL              ","Esplanade Gabriel Michel                                        ",2,99998,"P","Ecole Elémentaire Blaise PASCAL                             "
"MICHEL              ","Esplanade Gabriel Michel                                        ",1,99999,"I","Ecole Elémentaire Blaise PASCAL                             "
"MICHEL ANDRE        ","Rue André Michel                                                ",1,99999,"I","Ecole Elémentaire SEVIGNE                                   "
"MICHEL ANDRE        ","Rue André Michel                                                ",2,99998,"P","Ecole Elémentaire SEVIGNE                                   "
"MICHEL ERNEST       ","Rue Ernest Michel                                               ",23,99999,"I","Ecole Elémentaire Marie CURIE                               "
"MICHEL ERNEST       ","Rue Ernest Michel                                               ",6,99998,"P","Ecole Elémentaire Marie CURIE                               "
"MICHEL ERNEST       ","Rue Ernest Michel                                               ",2,4,"P","Ecole Elémentaire SEVIGNE                                   "
"MICHEL ERNEST       ","Rue Ernest Michel                                               ",1,21,"I","Ecole Elémentaire SEVIGNE                                   "
"MICHEL HENRI        ","Square Henri Michel                                             ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"MICHEL HENRI        ","Square Henri Michel                                             ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"MICHEL LOUISE       ","Rue Louise Michel                                               ",1,99999,"I","Ecole Elémentaire Jean ZAY                                  "
"MICHEL LOUISE       ","Rue Louise Michel                                               ",2,99998,"P","Ecole Elémentaire Jean ZAY                                  "
"MICHEL-ANGE         ","Rue Michel-Ange                                                 ",1,99999,"I","Ecole Elémentaire Charles BAUDELAIRE                        "
"MICHEL-ANGE         ","Rue Michel-Ange                                                 ",2,99998,"P","Ecole Elémentaire Charles BAUDELAIRE                        "
"MICHELET            ","Rue Michelet                                                    ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"MICHELET            ","Rue Michelet                                                    ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"MICOCOULIER         ","Rue du Micocoulier                                              ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"MICOCOULIER         ","Rue du Micocoulier                                              ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"MIDI                ","Place du Midi                                                   ",1,99999,"I","Ecole Elémentaire Léopold SEDAR SENGHOR                     "
"MIDI                ","Place du Midi                                                   ",2,99998,"P","Ecole Elémentaire Léopold SEDAR SENGHOR                     "
"MIECAMP             ","Rue du Mas de Miécamp                                           ",2,99998,"P","Ecole Elémentaire Berthe MORISOT                            "
"MIECAMP             ","Rue du Mas de Miécamp                                           ",1,99999,"I","Ecole Elémentaire Berthe MORISOT                            "
"MIEJOUR             ","Rue del Miéjour                                                 ",1,99999,"I","Ecole Elémentaire SPINOZA                                   "
"MIEJOUR             ","Rue del Miéjour                                                 ",2,99998,"P","Ecole Elémentaire SPINOZA                                   "
"MILHAU              ","Allée Jules Milhau                                              ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"MILHAU              ","Allée Jules Milhau                                              ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"MILHAUD             ","Boulevard Benjamin Milhaud                                      ",1,99999,"I","Ecole Elémentaire Jeanne d'ARC                              "
"MILHAUD             ","Boulevard Benjamin Milhaud                                      ",2,26,"P","Ecole Elémentaire Jeanne d'ARC                              "
"MILHAUD             ","Boulevard Benjamin Milhaud                                      ",28,99998,"P","Ecole Elémentaire Paul LANGEVIN                             "
"MILLENAIRE          ","Place du Millénaire                                             ",1,99999,"I","Ecole Elémentaire PERICLES                                  "
"MILLENAIRE          ","Place du Millénaire                                             ",2,99998,"P","Ecole Elémentaire PERICLES                                  "
"MILLEPERTUIS        ","Impasse des Millepertuis                                        ",1,99999,"I","Ecole Elémentaire SPINOZA                                   "
"MILLEPERTUIS        ","Impasse des Millepertuis                                        ",2,99998,"P","Ecole Elémentaire SPINOZA                                   "
"MIMOSAS             ","Impasse des Mimosas                                             ",1,99999,"I","Ecole Elémentaire Paul LANGEVIN                             "
"MIMOSAS             ","Impasse des Mimosas                                             ",2,99998,"P","Ecole Elémentaire Paul LANGEVIN                             "
"MINERVOIS           ","Place du Minervois                                              ",1,99999,"I","Ecole Elémentaire GALILEE                                   "
"MINERVOIS           ","Place du Minervois                                              ",2,99998,"P","Ecole Elémentaire GALILEE                                   "
"MION                ","Rue Adolphe Mion                                                ",1,99999,"I","Ecole Elémentaire Paul BERT / V.HUGO                        "
"MION                ","Rue Adolphe Mion                                                ",2,99998,"P","Ecole Elémentaire Paul BERT / V.HUGO                        "
"MION SAINT MICHEL   ","Rue Mion Saint Michel                                           ",1,199,"I","Ecole Elémentaire DIDEROT                                   "
"MION SAINT MICHEL   ","Rue Mion Saint Michel                                           ",201,99999,"I","Ecole Elémentaire Jacques BREL                              "
"MION SAINT MICHEL   ","Rue Mion Saint Michel                                           ",2,99998,"P","Ecole Elémentaire Jacques BREL                              "
"MIQUE               ","Rue Richard Mique                                               ",1,99999,"I","Ecole Elémentaire François RABELAIS                         "
"MIQUE               ","Rue Richard Mique                                               ",2,99998,"P","Ecole Elémentaire François RABELAIS                         "
"MIQUEL              ","Allée Jean Miquel                                               ",1,99999,"I","Ecole Elémentaire Charles DICKENS                           "
"MIQUEL              ","Allée Jean Miquel                                               ",2,99998,"P","Ecole Elémentaire Charles DICKENS                           "
"MIRABEAU            ","Cour Mirabeau                                                   ",1,99999,"I","Ecole Primaire Victor SCHOELCHER (Element)                  "
"MIRABEAU            ","Cour Mirabeau                                                   ",2,99998,"P","Ecole Primaire Victor SCHOELCHER (Element)                  "
"MIRAILHET           ","Rue Jean Mirailhet                                              ",1,99999,"I","Ecole Elémentaire Charles DICKENS                           "
"MIRAILHET           ","Rue Jean Mirailhet                                              ",2,99998,"P","Ecole Elémentaire Charles DICKENS                           "
"MIREPOIX            ","Rue Rogier de Mirepoix                                          ",1,99999,"I","Ecole Elémentaire Jean MACE                                 "
"MIREPOIX            ","Rue Rogier de Mirepoix                                          ",2,99998,"P","Ecole Elémentaire Jean MACE                                 "
"MIREUR              ","Rue François Mireur                                             ",2,99998,"P","Ecole Elémentaire Marie CURIE                               "
"MIREUR              ","Rue François Mireur                                             ",1,99999,"I","Ecole Elémentaire Marie CURIE                               "
"MIRO                ","Avenue Joan Miro                                                ",1,99999,"I","Ecole Primaire Michel de l' Hospital (Element)              "
"MIRO                ","Avenue Joan Miro                                                ",2,99998,"P","Ecole Primaire Michel de l' Hospital (Element)              "
"MIROUZE             ","Place Jacques Mirouze                                           ",1,99999,"I","Ecole Elémentaire Jeanne d'ARC                              "
"MIROUZE             ","Place Jacques Mirouze                                           ",2,99998,"P","Ecole Elémentaire Jeanne d'ARC                              "
"MISSIONS            ","Allée des Missions                                              ",1,99999,"I","Ecole Elémentaire Léo MALET                                 "
"MISSIONS            ","Allée des Missions                                              ",2,99998,"P","Ecole Elémentaire Léo MALET                                 "
"MISTRAL             ","Avenue Frédéric Mistral                                         ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"MISTRAL             ","Avenue Frédéric Mistral                                         ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"MOGERE              ","Rue de la Mogère                                                ",1,99999,"I","Ecole Elémentaire Blaise PASCAL                             "
"MOGERE              ","Rue de la Mogère                                                ",2,99998,"P","Ecole Elémentaire Blaise PASCAL                             "
"MOHAMMED V          ","Rue Mohammed V                                                  ",1,99999,"I","Ecole Elémentaire Antoine BALARD                            "
"MOHAMMED V          ","Rue Mohammed V                                                  ",2,99998,"P","Ecole Elémentaire Antoine BALARD                            "
"MOINEAUX            ","Rue des Moineaux                                                ",1,99999,"I","Ecole Elémentaire Jean MOULIN                               "
"MOINEAUX            ","Rue des Moineaux                                                ",2,99998,"P","Ecole Elémentaire Jean MOULIN                               "
"MOISSAC             ","Rue de Moissac                                                  ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"MOISSAC             ","Rue de Moissac                                                  ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"MOISSAN             ","Rue Henri Moissan                                               ",1,99999,"I","Ecole Elémentaire François RABELAIS                         "
"MOISSAN             ","Rue Henri Moissan                                               ",2,99998,"P","Ecole Elémentaire François RABELAIS                         "
"MOLAY               ","Impasse Jacques de Molay                                        ",1,99999,"I","Ecole Elémentaire Jules FERRY                               "
"MOLAY               ","Impasse Jacques de Molay                                        ",2,99998,"P","Ecole Elémentaire Jules FERRY                               "
"MOLIERE             ","Place Molière                                                   ",1,99999,"I","Ecole Elémentaire LAMARTINE                                 "
"MOLIERE             ","Place Molière                                                   ",2,99998,"P","Ecole Elémentaire LAMARTINE                                 "
"MOLLISSON           ","Rue Amy Mollisson                                               ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"MOLLISSON           ","Rue Amy Mollisson                                               ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"MONDE               ","Allée du Nouveau Monde                                          ",1,263,"I","Ecole Elémentaire PERICLES                                  "
"MONDE               ","Allée du Nouveau Monde                                          ",265,99999,"I","Ecole Elémentaire Jules SIMON                               "
"MONDE               ","Allée du Nouveau Monde                                          ",2,99998,"P","Ecole Elémentaire Jules SIMON                               "
"MONDIAL 98          ","Avenue du Mondial 98                                            ",1,99999,"I","Ecole Primaire Michel de l' Hospital (Element)              "
"MONDIAL 98          ","Avenue du Mondial 98                                            ",2,99998,"P","Ecole Primaire Michel de l' Hospital (Element)              "
"MONDIAL DE RUGBY 07 ","Avenue du Mondial de Rugby 2007                                 ",1,99999,"I","Ecole Primaire OLYMPE DE GOUGES (Element )                  "
"MONDIAL DE RUGBY 07 ","Avenue du Mondial de Rugby 2007                                 ",2,99998,"P","Ecole Primaire OLYMPE DE GOUGES (Element )                  "
"MONET               ","Rue Claude Monet                                                ",1,99999,"I","Ecole Elémentaire Jules FERRY                               "
"MONET               ","Rue Claude Monet                                                ",2,99998,"P","Ecole Elémentaire Jules FERRY                               "
"MONFORT             ","Cour Sylvia Monfort                                             ",1,99999,"I","Ecole Elémentaire RONSARD                                   "
"MONFORT             ","Cour Sylvia Monfort                                             ",2,99998,"P","Ecole Elémentaire RONSARD                                   "
"MONGE               ","Rue Monge                                                       ",1,99999,"I","Ecole Elémentaire Georges SIMENON                           "
"MONGE               ","Rue Monge                                                       ",2,99998,"P","Ecole Elémentaire Georges SIMENON                           "
"MONIQUE             ","Rue Sainte Monique                                              ",1,99999,"I","Ecole Elémentaire Georges SIMENON                           "
"MONIQUE             ","Rue Sainte Monique                                              ",2,99998,"P","Ecole Elémentaire Georges SIMENON                           "
"MONNAIE             ","Cour de la Monnaie                                              ",1,99999,"I","Ecole Elémentaire Louis ARMSTRONG                           "
"MONNAIE             ","Cour de la Monnaie                                              ",2,99998,"P","Ecole Elémentaire Louis ARMSTRONG                           "
"MONNAIE             ","Rue de la Monnaie                                               ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"MONNAIE             ","Rue de la Monnaie                                               ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"MONNET              ","Square Jean Monnet                                              ",1,99999,"I","Ecole Elémentaire Jules SIMON                               "
"MONNET              ","Square Jean Monnet                                              ",2,99998,"P","Ecole Elémentaire Jules SIMON                               "
"MONOD               ","Rue Jacques Monod                                               ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"MONOD               ","Rue Jacques Monod                                               ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"MONT CHAUVE         ","Allée du Mont Chauve                                            ",2,99998,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
"MONT CHAUVE         ","Allée du Mont Chauve                                            ",1,99999,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"MONTAGNE            ","Place Prosper Montagné                                          ",1,99999,"I","Ecole Elémentaire SPINOZA                                   "
"MONTAGNE            ","Place Prosper Montagné                                          ",2,99998,"P","Ecole Elémentaire SPINOZA                                   "
"MONTAGNETTE         ","Impasse de la Montagnette                                       ",1,99999,"I","Ecole Elémentaire Frédéric BAZILLE                          "
"MONTAGNETTE         ","Impasse de la Montagnette                                       ",2,99998,"P","Ecole Elémentaire Frédéric BAZILLE                          "
"MONTAGNOL           ","Rue Virginie Montagnol                                          ",1,99999,"I","Ecole Elémentaire Léo MALET                                 "
"MONTAGNOL           ","Rue Virginie Montagnol                                          ",2,99998,"P","Ecole Elémentaire Léo MALET                                 "
"MONTAIGNE           ","Allée Montaigne                                                 ",1,99999,"I","Ecole Elémentaire Marc BLOCH                                "
"MONTAIGNE           ","Allée Montaigne                                                 ",2,99998,"P","Ecole Elémentaire Marc BLOCH                                "
"MONTALEMBERT        ","Allée Charles de Montalembert                                   ",2,99998,"P","Ecole Elementaire  POTTIER /SIBELIUS                        "
"MONTALEMBERT        ","Allée Charles de Montalembert                                   ",1,99999,"I","Ecole Elementaire  POTTIER /SIBELIUS                        "
"MONTAND             ","Rue Yves Montand                                                ",1,99999,"I","Ecole Elémentaire Antoine BALARD                            "
"MONTAND             ","Rue Yves Montand                                                ",2,99998,"P","Ecole Elémentaire Antoine BALARD                            "
"MONTASINOS          ","Rue de Montasinos                                               ",1,99999,"I","Ecole Elémentaire Sigmund FREUD                             "
"MONTASINOS          ","Rue de Montasinos                                               ",2,99998,"P","Ecole Elémentaire Sigmund FREUD                             "
"MONTCALM            ","Rue Montcalm                                                    ",1,99999,"I","Ecole Elémentaire GAMBETTA                                  "
"MONTCALM            ","Rue Montcalm                                                    ",2,99998,"P","Ecole Elémentaire GAMBETTA                                  "
"MONTE CINTO         ","Rue du Monte Cinto                                              ",2,99998,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
"MONTE CINTO         ","Rue du Monte Cinto                                              ",1,99999,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"MONTE RENOSO        ","Place du Monte Renoso                                           ",2,99998,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
"MONTE RENOSO        ","Place du Monte Renoso                                           ",1,99999,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"MONTEIL             ","Rue Monteil                                                     ",1,99999,"I","Ecole Elémentaire Charles DAVILER                           "
"MONTEIL             ","Rue Monteil                                                     ",2,99998,"P","Ecole Elémentaire Charles DAVILER                           "
"MONTELS ABBE        ","Rue Abbé Marcel Montels                                         ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"MONTELS ABBE        ","Rue Abbé Marcel Montels                                         ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"MONTELS SAINT PIERRE","Rue Montels Saint Pierre                                        ",1,99999,"I","Ecole Elémentaire GARIBALDI                                 "
"MONTELS SAINT PIERRE","Rue Montels Saint Pierre                                        ",2,99998,"P","Ecole Elémentaire GARIBALDI                                 "
"MONTELS-EGLISE      ","Rue de Montels-Eglise                                           ",2,99998,"P","Ecole Elémentaire DIDEROT                                   "
"MONTELS-EGLISE      ","Rue de Montels-Eglise                                           ",1,99999,"I","Ecole Elémentaire DIDEROT                                   "
"MONTESQUIEU         ","Rue Montesquieu                                                 ",1,99999,"I","Ecole Elémentaire Jacques BREL                              "
"MONTESQUIEU         ","Rue Montesquieu                                                 ",2,99998,"P","Ecole Elémentaire Jacques BREL                              "
"MONTESSORI          ","Impasse Maria Montessori                                        ",1,99999,"I","Ecole Elémentaire Charles DAVILER                           "
"MONTESSORI          ","Impasse Maria Montessori                                        ",2,99998,"P","Ecole Elémentaire Charles DAVILER                           "
"MONTFERRAND         ","Avenue du Val de Montferrand                                    ",1,99999,"I","Ecole Elémentaire Jules FERRY                               "
"MONTFERRAND         ","Avenue du Val de Montferrand                                    ",2,99998,"P","Ecole Elémentaire Jules FERRY                               "
"MONTFERRIER         ","Impasse Montferrier                                             ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"MONTFERRIER         ","Impasse Montferrier                                             ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"MONTGOLFIER         ","Rue Montgolfier                                                 ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"MONTGOLFIER         ","Rue Montgolfier                                                 ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"MONTJUICH           ","Rue de Montjuich                                                ",1,99999,"I","Ecole Elémentaire GARIBALDI                                 "
"MONTJUICH           ","Rue de Montjuich                                                ",2,99998,"P","Ecole Elémentaire GARIBALDI                                 "
"MONTLAUR            ","Rue Jean de Montlaur                                            ",1,99999,"I","Ecole Elémentaire GARIBALDI                                 "
"MONTLAUR            ","Rue Jean de Montlaur                                            ",2,99998,"P","Ecole Elémentaire GARIBALDI                                 "
"MONTMARTRE          ","Rue de la Cité Montmartre                                       ",1,99999,"I","Ecole Elémentaire PAINLEVE                                  "
"MONTMARTRE          ","Rue de la Cité Montmartre                                       ",2,99998,"P","Ecole Elémentaire PAINLEVE                                  "
"MONTMAUR HAMEAU DE  ","Impasse du Hameau de Montmaur                                   ",1,99999,"I","Ecole Elémentaire Jules FERRY                               "
"MONTMAUR HAMEAU DE  ","Impasse du Hameau de Montmaur                                   ",2,99998,"P","Ecole Elémentaire Jules FERRY                               "
"MONTMAUR RESERVOIR D","Chemin du Réservoir de Montmaur                                 ",1,99999,"I","Ecole Elémentaire Jules FERRY                               "
"MONTMAUR RESERVOIR D","Chemin du Réservoir de Montmaur                                 ",2,99998,"P","Ecole Elémentaire Jules FERRY                               "
"MONTMORENCY         ","Allée Henri II de Montmorency                                   ",1,99999,"I","Ecole Elémentaire Jean MERMOZ                               "
"MONTMORENCY         ","Allée Henri II de Montmorency                                   ",2,99998,"P","Ecole Elémentaire Jean MERMOZ                               "
"MONTPELLIER GUY DE  ","Allée Guy de Montpellier                                        ",1,99999,"I","Ecole Elémentaire Emile COMBES                              "
"MONTPELLIER GUY DE  ","Allée Guy de Montpellier                                        ",2,99998,"P","Ecole Elémentaire Emile COMBES                              "
"MONTPELLIER HAUTS DE","Allée des Hauts de Montpellier                                  ",1,99999,"I","Ecole Elémentaire Marc BLOCH                                "
"MONTPELLIER HAUTS DE","Allée des Hauts de Montpellier                                  ",2,99998,"P","Ecole Elémentaire Marc BLOCH                                "
"MONTPELLIER MARIE DE","Avenue Marie de Montpellier                                     ",1,99999,"I","Ecole Primaire Michel de l' Hospital (Element)              "
"MONTPELLIER MARIE DE","Avenue Marie de Montpellier                                     ",2,99998,"P","Ecole Primaire Michel de l' Hospital (Element)              "
"MONTPELLIERET       ","Rue Montpellieret                                               ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"MONTPELLIERET       ","Rue Montpellieret                                               ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"MONTREAL            ","Rue de Montréal                                                 ",1,99999,"I","Ecole Elémentaire Jules SIMON                               "
"MONTREAL            ","Rue de Montréal                                                 ",2,99998,"P","Ecole Elémentaire Jules SIMON                               "
"MONTSERRAT          ","Place de Montserrat                                             ",1,99999,"I","Ecole Elémentaire Georges SIMENON                           "
"MONTSERRAT          ","Place de Montserrat                                             ",2,99998,"P","Ecole Elémentaire Georges SIMENON                           "
"MONVILLE            ","Rue François Monville                                           ",1,99999,"I","Ecole Elémentaire François RABELAIS                         "
"MONVILLE            ","Rue François Monville                                           ",2,99998,"P","Ecole Elémentaire François RABELAIS                         "
"MOQUIN-TANDON       ","Rue Moquin-Tandon                                               ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"MOQUIN-TANDON       ","Rue Moquin-Tandon                                               ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"MORE                ","Impasse Thomas More                                             ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"MORE                ","Impasse Thomas More                                             ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"MOREAS              ","Place Jean Moréas                                               ",1,99999,"I","Ecole Elémentaire Frédéric BAZILLE                          "
"MOREAS              ","Place Jean Moréas                                               ",2,99998,"P","Ecole Elémentaire Frédéric BAZILLE                          "
"MORLAY              ","Place Gaby Morlay                                               ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"MORLAY              ","Place Gaby Morlay                                               ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"MORSE               ","Rue Samuel Morse                                                ",1,99999,"I","Ecole Primaire Michel de l' Hospital (Element)              "
"MORSE               ","Rue Samuel Morse                                                ",2,99998,"P","Ecole Primaire Michel de l' Hospital (Element)              "
"MOSAIQUE            ","Cour de la Mosaïque                                             ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"MOSAIQUE            ","Cour de la Mosaïque                                             ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"MOSSON              ","Espace Mosson                                                   ",1,99999,"I","Ecole Elémentaire Antoine BALARD                            "
"MOSSON              ","Espace Mosson                                                   ",2,99998,"P","Ecole Elémentaire Antoine BALARD                            "
"MOSSON              ","Allée de la Mosson                                              ",1,99999,"I","Ecole Elémentaire Simon BOLIVAR                             "
"MOSSON              ","Allée de la Mosson                                              ",2,99998,"P","Ecole Elémentaire Simon BOLIVAR                             "
"MOUETTES            ","Rue des Mouettes                                                ",1,99999,"I","Ecole Elémentaire PAINLEVE                                  "
"MOUETTES            ","Rue des Mouettes                                                ",2,99998,"P","Ecole Elémentaire PAINLEVE                                  "
"MOULARES            ","Chemin de Moularès                                              ",2,188,"P","Ecole Elémentaire Jules SIMON                               "
"MOULARES            ","Chemin de Moularès                                              ",1,321,"I","Ecole Elémentaire Jean JAURES                               "
"MOULARES            ","Chemin de Moularès                                              ",1267,99999,"I","Ecole Elémentaire Jean MACE                                 "
"MOULARES            ","Chemin de Moularès                                              ",323,1265,"I","Ecole Elémentaire Charles DICKENS                           "
"MOULARES            ","Chemin de Moularès                                              ",422,99998,"P","Ecole Elémentaire Charles DICKENS                           "
"MOULARES            ","Chemin de Moularès                                              ",190,420,"P","Ecole Elémentaire Jean JAURES                               "
"MOULIN ECKART       ","Impasse Comte du Moulin Eckart                                  ",2,99998,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
"MOULIN ECKART       ","Impasse Comte du Moulin Eckart                                  ",1,99999,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"MOULIN GRAND-RUE    ","Grand-Rue Jean Moulin                                           ",1,39,"I","Ecole Elémentaire LAMARTINE                                 "
"MOULIN GRAND-RUE    ","Grand-Rue Jean Moulin                                           ",2,99998,"P","Ecole Elémentaire LAMARTINE                                 "
"MOULIN GRAND-RUE    ","Grand-Rue Jean Moulin                                           ",41,99999,"I","Ecole Elémentaire Paul BERT / V.HUGO                        "
"MOULINE             ","Impasse de la Mouline                                           ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"MOULINE             ","Impasse de la Mouline                                           ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"MOULINS             ","Impasse des Moulins                                             ",1,99999,"I","Ecole Elémentaire Léo MALET                                 "
"MOULINS             ","Impasse des Moulins                                             ",2,99998,"P","Ecole Elémentaire Léo MALET                                 "
"MOULINS             ","Avenue des Moulins                                              ",983,2031,"I","Ecole Elémentaire Emile COMBES                              "
"MOULINS             ","Avenue des Moulins                                              ",1642,3000,"P","Ecole Elémentaire Louis ARMSTRONG                           "
"MOULINS             ","Avenue des Moulins                                              ",3002,99998,"P","Ecole Elémentaire Léo MALET                                 "
"MOULINS             ","Avenue des Moulins                                              ",2,1640,"P","Ecole Elémentaire Emile COMBES                              "
"MOULINS             ","Avenue des Moulins                                              ",549,981,"I","Ecole Elementaire  POTTIER /SIBELIUS                        "
"MOULINS             ","Avenue des Moulins                                              ",1,547,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"MOULINS             ","Avenue des Moulins                                              ",3003,99999,"I","Ecole Elémentaire Léo MALET                                 "
"MOULINS             ","Avenue des Moulins                                              ",2033,3001,"I","Ecole Elémentaire Louis ARMSTRONG                           "
"MOULOUDJI           ","Rue Mouloudji                                                   ",1,99999,"I","Ecole Elémentaire Jacques BREL                              "
"MOULOUDJI           ","Rue Mouloudji                                                   ",2,99998,"P","Ecole Elémentaire Jacques BREL                              "
"MOUNEDA             ","Rue de la Mounéda                                               ",1,99999,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"MOUNEDA             ","Rue de la Mounéda                                               ",2,99998,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
