"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"APPEL DU 18 JUIN    ","Rond-point de l'Appel du 18 Juin                                ",2,99998,"P","Ecole Elémentaire François RABELAIS                         "
"APPERT              ","Cour Nicolas Appert                                             ",1,99999,"I","Ecole Elémentaire Blaise PASCAL                             "
"APPERT              ","Cour Nicolas Appert                                             ",2,99998,"P","Ecole Elémentaire Blaise PASCAL                             "
"AQUEDUC             ","Allée de l'Aqueduc                                              ",1,99999,"I","Ecole Elémentaire Julie DAUBIE                              "
"AQUEDUC             ","Allée de l'Aqueduc                                              ",2,99998,"P","Ecole Elémentaire Julie DAUBIE                              "
"AQUEDUC JARDINS     ","Allée des Jardins de l'Aqueduc                                  ",2,99998,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
"AQUEDUC JARDINS     ","Allée des Jardins de l'Aqueduc                                  ",1,99999,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"AQUEDUC VIEIL       ","Rue du Vieil Aqueduc                                            ",2,99998,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
"AQUEDUC VIEIL       ","Rue du Vieil Aqueduc                                            ",1,99999,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"AQUILON             ","Impasse de l'Aquilon                                            ",1,99999,"I","Ecole Elémentaire KUROSAWA                                  "
"AQUILON             ","Impasse de l'Aquilon                                            ",2,99998,"P","Ecole Elémentaire KUROSAWA                                  "
"ARAGO               ","Allée François Arago                                            ",1,99999,"I","Ecole Elémentaire Blaise PASCAL                             "
"ARAGO               ","Allée François Arago                                            ",2,99998,"P","Ecole Elémentaire Blaise PASCAL                             "
"ARAGON AGNES D'     ","Rue Agnès d'Aragon                                              ",1,99999,"I","Ecole Elémentaire Jules FERRY                               "
"ARAGON AGNES D'     ","Rue Agnès d'Aragon                                              ",2,99998,"P","Ecole Elémentaire Jules FERRY                               "
"ARAGON JACQUES D'   ","Rue Jacques d'Aragon                                            ",1,99999,"I","Ecole Elémentaire LAMARTINE                                 "
"ARAGON JACQUES D'   ","Rue Jacques d'Aragon                                            ",2,99998,"P","Ecole Elémentaire LAMARTINE                                 "
"ARAGON LOUIS        ","Rue Louis Aragon                                                ",1,99999,"I","Ecole Elémentaire VOLTAIRE                                  "
"ARAGON LOUIS        ","Rue Louis Aragon                                                ",2,99998,"P","Ecole Elémentaire VOLTAIRE                                  "
"ARAMON              ","Rue de l'Aramon                                                 ",1,99999,"I","Ecole Elémentaire Emile COMBES                              "
"ARAMON              ","Rue de l'Aramon                                                 ",2,99998,"P","Ecole Elémentaire Emile COMBES                              "
"ARAUCARIAS          ","Rue des Araucarias                                              ",1,99999,"I","Ecole Elémentaire Joseph DELTEIL                            "
"ARAUCARIAS          ","Rue des Araucarias                                              ",2,99998,"P","Ecole Elémentaire Joseph DELTEIL                            "
"ARBOUSIERS          ","Rue des Arbousiers                                              ",1,99999,"I","Ecole Elémentaire Paul LANGEVIN                             "
"ARBOUSIERS          ","Rue des Arbousiers                                              ",2,99998,"P","Ecole Elémentaire Paul LANGEVIN                             "
"ARC JEANNE D'       ","Rue Jeanne d'Arc                                                ",1,99999,"I","Ecole Elémentaire Jules SIMON                               "
"ARC JEANNE D'       ","Rue Jeanne d'Arc                                                ",2,99998,"P","Ecole Elémentaire Jules SIMON                               "
"ARCEAUX             ","Boulevard des Arceaux                                           ",2,99998,"P","Ecole Elémentaire Jeanne d'ARC                              "
"ARCEAUX             ","Boulevard des Arceaux                                           ",1,99999,"I","Ecole Elémentaire Jeanne d'ARC                              "
"ARCEAUX             ","Place des Arceaux                                               ",1,99999,"I","Ecole Elémentaire Jeanne d'ARC                              "
"ARCEAUX             ","Place des Arceaux                                               ",2,99998,"P","Ecole Elémentaire Jeanne d'ARC                              "
"ARCEAUX             ","Jardin des Arceaux                                              ",1,99999,"I","Ecole Elémentaire Jeanne d'ARC                              "
