"RÚgIE_ENTR","PROJET_O_N","DOM_PUBLIC","DOSSIER","O_N","NOM","CANTON","SS_QUARTIE","QUARTIER","QUARTIER0","SECTEUR","LIBSECTEUR","CAT?GORIE","LIBCATÚgOR","DATE_CR?AT","ADRESSE","PELOUSES","FLEURS","ARBUSTES","JEUX","ALL?ES","FRICHE","JARDINIERE","HAIES_LONG","WC_O_N","D?POT_JARD","ECLAIRAGE_","V?G?TAUX","BORNE_FONT","BASSINS_FO","DATE_MODIF","COORDONN?E","N_GEST","_LIBGESTI","N_MOEUVRE","_1_LIBGES","DATE_FICHE","GROUPE_ENT","LIBGROUPE","EAU_SURFAC","ROSIERS_SU","FEUILLUS_U","CONIFERE_U","PRAIRIE","AUTEUR_FIC","PALMIERS_Q","BOISEMENT","XCOORD","YCOORD","ALLÚeS_NON","VIVACES","PROPRIÚt?","LIBPROPRI","UNIFIÚe","LIBTYPOLOG","SEV","NON_SEV","TOTALE","ARBRES","HORTICOLE","HISTORIQUE","ECOLOGIE","ACTIVIT?","COMPOSITIO","ZONE","CL¶tURÚ_O_","FERMETURE","LIBFERMETU","HANDICAPÚs","HANDICAP0","LIBEVOLUTI","ACCESSIBIL","MODIFICATI","TRAML1","BUS","MSEC","BALAYAGESE","NOMCOURT","LONGITUDE","LATITUDE"
"Non","Non","19980904",864,"Non","Accompagnements Jardins du SÚminaire",9,3,"Celleneuve","La Mosson","G","Mosson","Square","Square (inf Ó 1ha)","19980904","RÚsidence Les Jardins du SÚminaire",0,0,60,0,0,0,0,10,"Non","Non","Non",,0,0,,"D11",1,"SEV",1,"SEV",36283,3,"Rustique",0,0,0,3,0,"Tarrusson",0,0,"720444,0428815","147258,12263873",0,0,1,"Ville de Montpellier","Accompagnement d'habitations","Accompagnement d'habitations",60,0,60,3,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Marie Curie (48 m)",0,"Non","Jardins du SÚminaire","3,828848","43,61544"
"Non","Non","20000501",873,"Non","Parc Edouard AndrÚ",10,3,"Celleneuve","La Mosson","G","Mosson","Square","Square (inf Ó 1ha)","19990818","rue AndrÚ Le N¶tre",0,0,2000,0,1500,0,0,0,"Non","Non","Non","18 pins parasol et 7 cyprÞs verts, 1 olivier. Baliveaux : frÛnes, chÛnes verts, Úrables champÛtres, pins d'alep, amandiers, chÛnes blancs, jujubiers, arbres de JudÚe, figuiers, ormeaux, cyprÞs verts",1,0,,"C10",1,"SEV",1,"SEV",36390,3,"Rustique",0,0,1,25,3500,"Michel Bonnet",0,1000,"719982,74219621","147029,31161301",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",8000,0,8000,26,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",39153,,"15 - La Fontaine (221 m)",0,"Oui","Parc E  AndrÚ","3,823083","43,613456"
"Non","Oui","19990928",874,"Non","Square du chÔteau d'eau de Massane",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Square","Square (inf Ó 1ha)","19990928","rue du DuchÚ d'UzÞs",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"B16",1,"SEV",1,"SEV",36431,0,"IndÚfini",0,0,0,0,1760,"Bonnet",0,0,"719498,73908485","150383,17464957",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1760,0,1760,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39709,,"15 - Jacques PrÚvert (202 m)",0,"Non","ChÔt d'eau Massane","3,817835","43,643719"
"Oui","Non","20000522",891,"Non","Square du Soleil Levant",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Square","Square (inf Ó 1ha)","20000522","Ave du ComtÚ de Nice",0,0,2000,0,1550,0,0,0,"Non","Non","Non","13 savonniers, 11 pins d'Alep, 3 cyprÞs, 20 micocouliers",0,0,,"A16",1,"SEV",50,"Sariviere",36668,2,"Normal",0,0,33,14,600,"M. Bonnet",0,0,"719101,3415248","150066,49682665",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",4150,0,4150,47,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39587,,"15 - Corse (68 m)",0,"Oui","Sq Soleil Levant","3,81284","43,640933"
"Oui","Non","20000613",892,"Non","Square bd Paul ValÚry",8,9,"Estanove","Croix d'Argent","W","Croix d'Argent","Square","Square (inf Ó 1ha)","20000613","Bd P ValÚry",0,0,83,45,52,0,0,83,"Non","Non","Non","10 frÛnes, 1 saule, 4 ormes, 1 pommier sauvage, 8 troÙnes",0,0,,"G7",1,"SEV",50,"Sariviere",36696,3,"Rustique",0,0,24,0,815,"Almeras",0,0,"722185,08773267","145098,55435881",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",995,0,995,24,0,0,0,0,0,"Sud","Oui",5,"Portillon","Oui",0,"Pas d'Úvolution possible","Oui",,,"6 - Font-Couverte (261 m)",0,"Oui","Sq bd ValÚry","3,849923","43,595719"
"Non","Non","20000620",894,"Non","Place Rosa Parks",3,18,"Aiguelongue","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Square","Square (inf Ó 1ha)","20000620","rue de Montasinos",0,0,0,67,0,0,0,0,"Non","Non","Oui","7 sophoras",0,1,,"L13",1,"SEV",1,"SEV",36700,3,"Rustique",0,0,7,0,0,"Duplouy",0,0,"724619,5025134","148737,14365566",287,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",67,0,354,7,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Aiguelongue (274 m)","9 - Clolus (228 m)",0,"Non","Pl R Parks","3,880913","43,628059"
"Non","Non","20020101",945,"Non","Esplanade Gabriel Michel",4,27,"MillÚnaire","Port Marianne","L","Port Marianne","Square","Square (inf Ó 1ha)",,"842, rue de la vieille poste",200,0,81,0,2800,0,0,80,"Non","Non","Non","platanes",1,0,,"P10",1,"SEV",1,"SEV",37179,2,"Normal",0,0,66,0,0,"M. Bonnet",0,4600,"726884,91034449","147200,21043148",1100,70,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",7751,0,8851,66,1,0,1,2,1,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",40065,,"12 - Franþois Couperin (174 m)",0,"Non","Esplanade Michel","3,908617","43,613841"
"Non","Non","20011126",950,"Non","Square Louis Boffet",1,21,"Centre historique","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","20011126","rue Lallemand",650,30,70,0,120,0,0,0,"Non","Non","Non","2tilleuils  2 marronnier",0,0,,"K10",1,"SEV",1,"SEV",37221,1,"Prestige",0,0,4,0,0,"Croze",0,0,"724162,61618874","147130,9470112",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",870,0,870,4,2,2,0,0,0,"Centre","Oui",1,"Portail","Oui",0,"Pas d'Úvolution possible","Oui",,"1 - Louis Blanc (287 m)","6 - Peyrou (330 m)",0,"Oui","Sq Boffet","3,874881","43,613681"
"Non","Non","20040301",967,"Non","Parc Emmanuel RoblÞs (Jardin H¶tel Montcalm)",1,23,"Gares","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","19540301","13 Rue de la RÚpublique",1440,100,500,0,550,0,0,0,"Non","Non","Non","micocoulier,cedre,erable",0,0,,"K9",1,"SEV",1,"SEV",37671,2,"Normal",16,0,11,1,0,"Michel Bonnet",0,0,"724491,27584763","146279,81624122",0,837,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",3443,0,3443,12,2,1,3,1,3,"Centre","Oui",6,"Chicane anticyclos","Oui",0,"Pas d'Úvolution possible","Oui",39979,"1 et 2 - Gares (144 m)","11 - Observatoire (28 m)",0,"Oui","Parc RoblÞs","3,878754","43,605965"
"Non","Non","20051001",1010,"Non","Aire de jeux des Papyrus",10,5,"Alco","Les CÚvennes","H","CÚvennes","Square","Square (inf Ó 1ha)","20051001","Rue des papyrus",0,0,0,0,276,0,0,0,"Non","Non","Non",,0,0,,"G12",1,"SEV",1,"SEV",38630,2,"Normal",0,0,0,0,0,"M. Serieys",0,0,"722168,58643224","147877,9198912",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",276,0,276,0,0,0,0,0,0,"Nord-Ouest","Non",5,"Portillon","Oui",0,"Pas d'Úvolution possible","Oui",,,"La Ronde - Louis Ravaz (55 m)",0,"Oui","Jeux Papyrus","3,850352","43,620735"
"Non","Non","20060815",1032,"Non","Aire de jeux rue Vien",1,21,"Centre historique","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","20060815","5 rue Vien",0,0,0,36,0,0,0,0,"Non","Non","Non",,0,0,,"K9",1,"SEV",1,"SEV",38975,2,"Normal",0,0,0,0,0,"M. Serieys",0,0,"724098,50285585","146640,95298186",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",36,0,36,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - ComÚdie (476 m)",,0,"Non","Jeux rue Vien","3,873973","43,609282"
"Oui","Non","20060901",1034,"Non","Square Angelo Bramante (ZAC Malbosc)",10,17,"H¶pitaux-FacultÚs","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Square","Square (inf Ó 1ha)","20060901","Rue Semiramis",0,0,280,230,900,0,0,0,"Non","Non","Non","10 Celtis australis",0,0,,"E14",17,"SERM",47,"UPEE7",38989,2,"Normal",0,0,10,0,0,"Michel Serieys",0,0,"720976,28864826","149027,44041865",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1410,0,1410,10,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",38992,,,0,"Non","Sq Bramante","3,835841","43,631277"
"Non","Non","20080627",1056,"Non","Square ThÚophraste Renaudot",1,21,"Centre historique","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","20080627","12 bd Pasteur",0,0,120,0,329,0,18,0,"Non","Non","Non","Ptelea trifoliata (orme de samarie)",1,0,,"k11",1,"SEV",1,"SEV",39188,1,"Prestige",0,0,10,0,0,"GH",0,0,"724231,35408989","147276,83111947",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",467,0,467,10,0,0,0,0,0,"Centre","Oui",5,"Portillon","Non",0,"Pas d'Úvolution possible","Oui",40043,,,0,"Oui","Sq Renaudot","3,875765","43,614981"
